time,rr_ew
2017-11-30 00:00:00+00:00,-0.0048005615252368905
2017-12-31 00:00:00+00:00,0.005390333306437567
2018-01-31 00:00:00+00:00,-0.007240104409144021
2018-02-28 00:00:00+00:00,0.00032343579653582033
2018-03-31 00:00:00+00:00,-0.0016369887476882505
2018-04-30 00:00:00+00:00,0.004811917650437314
2018-05-31 00:00:00+00:00,0.006153131232370823
2018-06-30 00:00:00+00:00,0.0004995200771860109
2018-07-31 00:00:00+00:00,0.003774620647523541
2018-08-31 00:00:00+00:00,-0.0033726195758668753
2018-09-30 00:00:00+00:00,-0.0007797545189696109
2018-10-31 00:00:00+00:00,0.00647802008584053
2018-11-30 00:00:00+00:00,0.00576673679228179
2018-12-31 00:00:00+00:00,-0.013369144157190704
2019-01-31 00:00:00+00:00,0.005853690433785141
2019-02-28 00:00:00+00:00,0.000418420637523953
2019-03-31 00:00:00+00:00,0.0013840307231474114
2019-04-30 00:00:00+00:00,-0.001365524447964117
2019-05-31 00:00:00+00:00,-0.0027248272448304744
2019-06-30 00:00:00+00:00,0.001950035645696957
2019-07-31 00:00:00+00:00,-0.0023918785528165287
2019-08-31 00:00:00+00:00,-0.010223811774324965
2019-09-30 00:00:00+00:00,-0.001903855021142542
2019-10-31 00:00:00+00:00,-0.0015832264318648148
2019-11-30 00:00:00+00:00,0.0001127976485972848
2019-12-31 00:00:00+00:00,0.0009759934279300886
2020-01-31 00:00:00+00:00,0.0054024736272180185
2020-02-29 00:00:00+00:00,0.0017078204730189839
2020-03-31 00:00:00+00:00,-0.009424658937290498
2020-04-30 00:00:00+00:00,-0.002960989918014967
2020-05-31 00:00:00+00:00,-0.004727576517899235
2020-06-30 00:00:00+00:00,-0.00985583338510676
2020-07-31 00:00:00+00:00,-0.004754815882066499
2020-08-31 00:00:00+00:00,0.0035540529748661065
2020-09-30 00:00:00+00:00,0.001109618076557961
2020-10-31 00:00:00+00:00,0.00026841180677372733
2020-11-30 00:00:00+00:00,-0.006678876789777521
2020-12-31 00:00:00+00:00,-0.00010199051122683489
2021-01-31 00:00:00+00:00,-0.0036317134981191934
2021-02-28 00:00:00+00:00,-0.0072995222110648905
2021-03-31 00:00:00+00:00,-0.00011380155910556411
2021-04-30 00:00:00+00:00,0.0006012720129573434
2021-05-31 00:00:00+00:00,-0.002816002520054428
2021-06-30 00:00:00+00:00,0.0009255571568027587
2021-07-31 00:00:00+00:00,0.0070080099461431455
2021-08-31 00:00:00+00:00,0.0008747658887862109
2021-09-30 00:00:00+00:00,-0.0017998623457504692
2021-10-31 00:00:00+00:00,-0.0034444409519868158
2021-11-30 00:00:00+00:00,0.0010835148424486185
2021-12-31 00:00:00+00:00,0.003361823791197205
2022-01-31 00:00:00+00:00,0.0038159721560717674
2022-02-28 00:00:00+00:00,0.001499996082376276
2022-03-31 00:00:00+00:00,0.005846730690029389
2022-04-30 00:00:00+00:00,0.01568638241752307
2022-05-31 00:00:00+00:00,-0.0036696615726504733
2022-06-30 00:00:00+00:00,0.009359718559244667
2022-07-31 00:00:00+00:00,0.00413504128602038
2022-08-31 00:00:00+00:00,0.01064632859377479
2022-09-30 00:00:00+00:00,0.010149852672841186
2022-10-31 00:00:00+00:00,-0.007838156005412267
2022-11-30 00:00:00+00:00,-0.005123319336968857
2022-12-31 00:00:00+00:00,-0.004213584569113027
2023-01-31 00:00:00+00:00,-0.007271828673781067
2023-02-28 00:00:00+00:00,0.001564708352618016
2023-03-31 00:00:00+00:00,-0.007178362209190103
2023-04-30 00:00:00+00:00,-0.0023470907964356913
2023-05-31 00:00:00+00:00,0.0038701227432911267
2023-06-30 00:00:00+00:00,-0.0002000690705052932
2023-07-31 00:00:00+00:00,-0.00478086856106974
2023-08-31 00:00:00+00:00,0.0015995328841180712
2023-09-30 00:00:00+00:00,0.00855852222539788
2023-10-31 00:00:00+00:00,-0.00036666592522294206
2023-11-30 00:00:00+00:00,-0.011635928126100814
2023-12-31 00:00:00+00:00,0.006046125676722136
2024-01-31 00:00:00+00:00,-0.0001011158528275713
2024-02-29 00:00:00+00:00,0.0010688505040834517
2024-03-31 00:00:00+00:00,0.0014599379957260794
2024-04-30 00:00:00+00:00,0.0023491919721534416
2024-05-31 00:00:00+00:00,-0.0017481251630716566
2024-06-30 00:00:00+00:00,-0.0012133619712015875
2024-07-31 00:00:00+00:00,-0.0027517378065003983
2024-08-31 00:00:00+00:00,0.00029485546674545837
2024-09-30 00:00:00+00:00,0.0012340889685267253
2024-10-31 00:00:00+00:00,-0.00869659339897877
2024-11-30 00:00:00+00:00,0.002063440707595454
2024-12-31 00:00:00+00:00,-0.004513082418992176
2025-01-31 00:00:00+00:00,0.0003444273951778154
2025-02-28 00:00:00+00:00,-0.0010512154359187953
2025-03-31 00:00:00+00:00,-0.0060312992879121285
2025-04-30 00:00:00+00:00,-0.0071653378365906795
2025-05-31 00:00:00+00:00,0.0021353428098496163
2025-06-30 00:00:00+00:00,-0.000828766919111712
2025-07-31 00:00:00+00:00,-0.0030758474339628306
2025-08-31 00:00:00+00:00,0.0026097662306214797
2025-09-30 00:00:00+00:00,0.0009792722127528464
2025-10-31 00:00:00+00:00,-0.00301015206166777
2025-11-30 00:00:00+00:00,0.0019901381413476305
2025-12-31 00:00:00+00:00,-0.0012667812013206214
2026-01-31 00:00:00+00:00,-0.0007080765933278332
2026-02-28 00:00:00+00:00,-0.0013853320629784172
2026-03-31 00:00:00+00:00,0.0009365775878542593
2026-04-30 00:00:00+00:00,-0.0008379926248662795
2026-05-31 00:00:00+00:00,-0.0007788490068084686
2026-06-30 00:00:00+00:00,0.011004775520641052
2026-07-31 00:00:00+00:00,-0.002822684100365014
2026-08-31 00:00:00+00:00,-0.001119502855929544
2026-09-30 00:00:00+00:00,0.0021205202907543796
