time,dollar_beta_afd
2018-04-30 00:00:00+00:00,0.00037372117442369124
2018-05-31 00:00:00+00:00,-0.0077009630197500956
2018-06-30 00:00:00+00:00,0.008298158097423292
2018-07-31 00:00:00+00:00,-0.006627331924891289
2018-08-31 00:00:00+00:00,0.010645503874480378
2018-09-30 00:00:00+00:00,-0.0035756514306212184
2018-10-31 00:00:00+00:00,0.0018037158285690857
2018-11-30 00:00:00+00:00,-0.017940699724904308
2018-12-31 00:00:00+00:00,0.020464409219267177
2019-01-31 00:00:00+00:00,-0.0034244988814178257
2019-02-28 00:00:00+00:00,0.00468245688012181
2019-03-31 00:00:00+00:00,-0.00367156637399102
2019-04-30 00:00:00+00:00,0.0013177399415331692
2019-05-31 00:00:00+00:00,0.018516499921716
2019-06-30 00:00:00+00:00,-0.0034478996949387497
2019-07-31 00:00:00+00:00,0.007941224564001148
2019-08-31 00:00:00+00:00,0.020488994217127576
2019-09-30 00:00:00+00:00,-0.005394176467600764
2019-10-31 00:00:00+00:00,-0.01078507532031936
2019-11-30 00:00:00+00:00,0.00019198171500667272
2019-12-31 00:00:00+00:00,-0.011506572170774665
2020-01-31 00:00:00+00:00,0.01988159902445763
2020-02-29 00:00:00+00:00,0.009783661757650997
2020-03-31 00:00:00+00:00,0.03719633138437506
2020-04-30 00:00:00+00:00,-0.01768207431597435
2020-05-31 00:00:00+00:00,-0.015454224853964305
2020-06-30 00:00:00+00:00,-0.01677529101056796
2020-07-31 00:00:00+00:00,-0.002171290711598939
2020-08-31 00:00:00+00:00,-0.008830117985204722
2020-09-30 00:00:00+00:00,0.008039940830461445
2020-10-31 00:00:00+00:00,0.007595679619341933
2020-11-30 00:00:00+00:00,-0.023393196702755636
2020-12-31 00:00:00+00:00,-0.007427066066851173
2021-01-31 00:00:00+00:00,-0.003160277185984439
2021-02-28 00:00:00+00:00,-0.0227948696187813
2021-03-31 00:00:00+00:00,0.0013274323878982308
2021-04-30 00:00:00+00:00,-0.0018832443728894477
2021-05-31 00:00:00+00:00,0.0013512755183382463
2021-06-30 00:00:00+00:00,0.006672044496726537
2021-07-31 00:00:00+00:00,0.011800475498962015
2021-08-31 00:00:00+00:00,-0.003240915637950037
2021-09-30 00:00:00+00:00,0.00043971538234388596
2021-10-31 00:00:00+00:00,-0.019903812026392687
2021-11-30 00:00:00+00:00,0.022546920913441015
2021-12-31 00:00:00+00:00,-0.004097675621809405
2022-01-31 00:00:00+00:00,0.013898585408846253
2022-02-28 00:00:00+00:00,-0.01165040212433277
2022-03-31 00:00:00+00:00,-0.03138502515338282
2022-04-30 00:00:00+00:00,-0.0016936762616887036
2022-05-31 00:00:00+00:00,0.002829057750637576
2022-06-30 00:00:00+00:00,0.008147812866220905
2022-07-31 00:00:00+00:00,0.0008304253869713119
2022-08-31 00:00:00+00:00,-0.006473649945003546
2022-09-30 00:00:00+00:00,0.018773304382550426
2022-10-31 00:00:00+00:00,-0.004451764748652498
2022-11-30 00:00:00+00:00,-0.011982746058590288
2022-12-31 00:00:00+00:00,0.009211490919289522
2023-01-31 00:00:00+00:00,-0.011993539479972393
2023-02-28 00:00:00+00:00,0.008408073991180265
2023-03-31 00:00:00+00:00,0.0029553733990965725
2023-04-30 00:00:00+00:00,0.0007558118126453905
2023-05-31 00:00:00+00:00,0.004429623032484731
2023-06-30 00:00:00+00:00,-0.010404046422664015
2023-07-31 00:00:00+00:00,-0.004402105746173834
2023-08-31 00:00:00+00:00,0.006326373463140245
2023-09-30 00:00:00+00:00,-0.0035227790855297814
2023-10-31 00:00:00+00:00,0.0013586467442829875
2023-11-30 00:00:00+00:00,-0.015244565792538967
2023-12-31 00:00:00+00:00,0.001183806657331088
2024-01-31 00:00:00+00:00,0.0030571656659243995
2024-02-29 00:00:00+00:00,-0.0037871670310819505
2024-03-31 00:00:00+00:00,0.0026707880204153156
2024-04-30 00:00:00+00:00,-0.008642408840358051
2024-05-31 00:00:00+00:00,-0.012961362022103406
2024-06-30 00:00:00+00:00,-0.0071327534852102525
2024-07-31 00:00:00+00:00,0.026421126304456033
2024-08-31 00:00:00+00:00,-0.00845163991160558
2024-09-30 00:00:00+00:00,-0.006751016625866191
2024-10-31 00:00:00+00:00,0.014651427716857457
2024-11-30 00:00:00+00:00,-0.0011227665328102931
2024-12-31 00:00:00+00:00,0.010217330084915544
2025-01-31 00:00:00+00:00,-0.004050400184073988
2025-02-28 00:00:00+00:00,0.002789287291364184
2025-03-31 00:00:00+00:00,0.0028299493099368522
2025-04-30 00:00:00+00:00,0.00734964511104641
2025-05-31 00:00:00+00:00,-0.002549796151049999
2025-06-30 00:00:00+00:00,0.002689607026493235
2025-07-31 00:00:00+00:00,0.0028467776309364368
2025-08-31 00:00:00+00:00,0.001297926258245763
2025-09-30 00:00:00+00:00,-0.0004278239810393547
2025-10-31 00:00:00+00:00,-0.002359734203246422
2025-11-30 00:00:00+00:00,0.002154297673512273
2025-12-31 00:00:00+00:00,0.0013938450016901527
2026-01-31 00:00:00+00:00,-0.014775442679800244
2026-02-28 00:00:00+00:00,-0.007356732158869783
2026-03-31 00:00:00+00:00,0.006953209083027323
2026-04-30 00:00:00+00:00,-0.004089386946652285
2026-05-31 00:00:00+00:00,-0.009289211328546765
2026-06-30 00:00:00+00:00,0.010049779704808692
2026-07-31 00:00:00+00:00,-0.006952611460293245
2026-08-31 00:00:00+00:00,-0.0023787668719997823
2026-09-30 00:00:00+00:00,0.005030513156645489
