time,reer_cheap_xs_36
2011-10-31 00:00:00+00:00,-0.0073833400695283435
2011-11-30 00:00:00+00:00,0.011540339622169826
2011-12-31 00:00:00+00:00,-0.007582099743860038
2012-01-31 00:00:00+00:00,0.0013438008295014736
2012-02-29 00:00:00+00:00,0.0026505560155154484
2012-03-31 00:00:00+00:00,-0.0018283419403635204
2012-04-30 00:00:00+00:00,-0.003931075209846369
2012-05-31 00:00:00+00:00,-0.012899135438603437
2012-06-30 00:00:00+00:00,-0.018267073115570964
2012-07-31 00:00:00+00:00,-0.017314028017498373
2012-08-31 00:00:00+00:00,0.004242166260478131
2012-09-30 00:00:00+00:00,0.005588120755688042
2012-10-31 00:00:00+00:00,-0.0020286762582535367
2012-11-30 00:00:00+00:00,5.00313356563975e-05
2012-12-31 00:00:00+00:00,0.006948761414649507
2013-01-31 00:00:00+00:00,0.010030026965140992
2013-02-28 00:00:00+00:00,0.0055564876778464445
2013-03-31 00:00:00+00:00,-0.010513316140450257
2013-04-30 00:00:00+00:00,-0.004281582501524439
2013-05-31 00:00:00+00:00,0.026855150123465954
2013-06-30 00:00:00+00:00,0.02021893763074667
2013-07-31 00:00:00+00:00,0.0027173307596246588
2013-08-31 00:00:00+00:00,0.0004880192094849356
2013-09-30 00:00:00+00:00,-0.02249523606094317
2013-10-31 00:00:00+00:00,-0.006376817479500141
2013-11-30 00:00:00+00:00,-0.002795385245906057
2013-12-31 00:00:00+00:00,-0.012061547275346585
2014-01-31 00:00:00+00:00,0.00034961865398397407
2014-02-28 00:00:00+00:00,-0.010008925537545732
2014-03-31 00:00:00+00:00,0.002823698617951731
2014-04-30 00:00:00+00:00,0.0010854377114832836
2014-05-31 00:00:00+00:00,0.009278687502163319
2014-06-30 00:00:00+00:00,-0.006450284443235588
2014-07-31 00:00:00+00:00,0.001782085660983812
2014-08-31 00:00:00+00:00,0.009770459471237558
2014-09-30 00:00:00+00:00,0.015025081015654251
2014-10-31 00:00:00+00:00,0.002045028707981622
2014-11-30 00:00:00+00:00,0.0003498261314431872
2014-12-31 00:00:00+00:00,-0.0028669635048074182
2015-01-31 00:00:00+00:00,0.004971562486076442
2015-02-28 00:00:00+00:00,-0.01151998572771018
2015-03-31 00:00:00+00:00,0.007838135751511821
2015-04-30 00:00:00+00:00,0.007605949874780915
2015-05-31 00:00:00+00:00,-0.00940153572843827
2015-06-30 00:00:00+00:00,-0.004291971876693834
2015-07-31 00:00:00+00:00,-0.004617054288837075
2015-08-31 00:00:00+00:00,0.007062009533980396
2015-09-30 00:00:00+00:00,0.001763646382020978
2015-10-31 00:00:00+00:00,0.015704760053701472
2015-11-30 00:00:00+00:00,0.004323956021429209
2015-12-31 00:00:00+00:00,-0.004127018587536835
2016-01-31 00:00:00+00:00,-0.0023320326012644665
2016-02-29 00:00:00+00:00,0.017899328963258743
2016-03-31 00:00:00+00:00,0.004564250198581865
2016-04-30 00:00:00+00:00,0.0071788069890321715
2016-05-31 00:00:00+00:00,-0.007666108795505555
2016-06-30 00:00:00+00:00,0.00712996841572866
2016-07-31 00:00:00+00:00,-0.002661768125499897
2016-08-31 00:00:00+00:00,0.0035293427159421853
2016-09-30 00:00:00+00:00,-0.0011358307929241196
2016-10-31 00:00:00+00:00,-0.0006850957222785947
2016-11-30 00:00:00+00:00,0.03051329562636451
2016-12-31 00:00:00+00:00,0.004827463356406048
2017-01-31 00:00:00+00:00,0.0003258676164492602
2017-02-28 00:00:00+00:00,-0.0009522304433434714
2017-03-31 00:00:00+00:00,-0.006236735594235543
2017-04-30 00:00:00+00:00,0.007278284172516969
2017-05-31 00:00:00+00:00,-0.007536609633748914
2017-06-30 00:00:00+00:00,-0.010239756309159631
2017-07-31 00:00:00+00:00,-0.0031203747883176147
2017-08-31 00:00:00+00:00,-0.0028547084955862223
2017-09-30 00:00:00+00:00,0.01666378463141749
2017-10-31 00:00:00+00:00,0.003069933293188276
2017-11-30 00:00:00+00:00,0.0013162319985047244
2017-12-31 00:00:00+00:00,-0.005701517834616809
2018-01-31 00:00:00+00:00,0.00512207496711703
2018-02-28 00:00:00+00:00,0.0074358122141120475
2018-03-31 00:00:00+00:00,-0.006042527426723732
2018-04-30 00:00:00+00:00,-0.011980169843312627
2018-05-31 00:00:00+00:00,0.004458590852093991
2018-06-30 00:00:00+00:00,0.0013570681354697633
2018-07-31 00:00:00+00:00,0.002688397548548993
2018-08-31 00:00:00+00:00,9.122889595536421e-06
2018-09-30 00:00:00+00:00,-0.006642766170820935
2018-10-31 00:00:00+00:00,-0.008179476824848209
2018-11-30 00:00:00+00:00,0.015181189959643238
2018-12-31 00:00:00+00:00,0.0026939945369794938
2019-01-31 00:00:00+00:00,0.004700967644622134
2019-02-28 00:00:00+00:00,-0.0027991438912872146
2019-03-31 00:00:00+00:00,0.006281652745976585
2019-04-30 00:00:00+00:00,-0.0006264114431219214
2019-05-31 00:00:00+00:00,-0.009550003512495242
2019-06-30 00:00:00+00:00,0.0002457482103188635
2019-07-31 00:00:00+00:00,0.007832110087987898
2019-08-31 00:00:00+00:00,-0.006281617245945004
2019-09-30 00:00:00+00:00,-0.00016307930115067037
2019-10-31 00:00:00+00:00,0.00774752006336632
2019-11-30 00:00:00+00:00,-0.0013924198667504273
2019-12-31 00:00:00+00:00,0.002967846475669278
2020-01-31 00:00:00+00:00,-0.018776896372528995
2020-02-29 00:00:00+00:00,-0.005793513891925506
