time,wui_chg_xs
2011-10-31 00:00:00+00:00,0.012094416710865197
2011-11-30 00:00:00+00:00,-0.01832304789269512
2011-12-31 00:00:00+00:00,0.01061964056600484
2012-01-31 00:00:00+00:00,0.0036668876597689692
2012-02-29 00:00:00+00:00,-0.0037764126475478
2012-03-31 00:00:00+00:00,0.0013636038317945687
2012-04-30 00:00:00+00:00,0.005783858540582942
2012-05-31 00:00:00+00:00,0.00715016145288061
2012-06-30 00:00:00+00:00,0.009178813176227374
2012-07-31 00:00:00+00:00,0.016898124743769394
2012-08-31 00:00:00+00:00,-0.007224243704201383
2012-09-30 00:00:00+00:00,-0.00293966481569341
2012-10-31 00:00:00+00:00,-0.00411511230908479
2012-11-30 00:00:00+00:00,-0.002312111948706619
2012-12-31 00:00:00+00:00,-0.0037738171177407187
2013-01-31 00:00:00+00:00,0.00023025236467200116
2013-02-28 00:00:00+00:00,0.008577699891377577
2013-03-31 00:00:00+00:00,0.004581736084957377
2013-04-30 00:00:00+00:00,-0.008121935171677253
2013-05-31 00:00:00+00:00,-0.016681310836997976
2013-06-30 00:00:00+00:00,-0.014210068311782842
2013-07-31 00:00:00+00:00,-0.010044185410697848
2013-08-31 00:00:00+00:00,-0.004881477998156969
2013-09-30 00:00:00+00:00,-0.01239372045433984
2013-10-31 00:00:00+00:00,-0.00017055856002001768
2013-11-30 00:00:00+00:00,0.0010073875853868763
2013-12-31 00:00:00+00:00,-0.007948836847348595
2014-01-31 00:00:00+00:00,0.005611979778975096
2014-02-28 00:00:00+00:00,-0.006816278527641884
2014-03-31 00:00:00+00:00,0.008644489862524418
2014-04-30 00:00:00+00:00,-0.00475816648243188
2014-05-31 00:00:00+00:00,0.006537895829832774
2014-06-30 00:00:00+00:00,-0.00292059225814556
2014-07-31 00:00:00+00:00,0.003721178926529456
2014-08-31 00:00:00+00:00,0.002022821406648223
2014-09-30 00:00:00+00:00,0.0010822540259063373
2014-10-31 00:00:00+00:00,-0.004161992288261862
2014-11-30 00:00:00+00:00,0.007166007818118603
2014-12-31 00:00:00+00:00,0.003445781039970619
2015-01-31 00:00:00+00:00,-0.04426112333105825
2015-02-28 00:00:00+00:00,0.013286493519549358
2015-03-31 00:00:00+00:00,0.001181008138621431
2015-04-30 00:00:00+00:00,-0.010770500800554306
2015-05-31 00:00:00+00:00,0.00942917586486125
2015-06-30 00:00:00+00:00,-0.014592823967047086
2015-07-31 00:00:00+00:00,0.0008053358719144477
2015-08-31 00:00:00+00:00,0.003457245814820542
2015-09-30 00:00:00+00:00,0.005545844474744488
2015-10-31 00:00:00+00:00,-4.759861697789525e-05
2015-11-30 00:00:00+00:00,0.008232451405199237
2015-12-31 00:00:00+00:00,0.004974894834157251
2016-01-31 00:00:00+00:00,0.001904699056830994
2016-02-29 00:00:00+00:00,-0.02157208328343807
2016-03-31 00:00:00+00:00,-0.005775171258084133
2016-04-30 00:00:00+00:00,-0.003410009503085343
2016-05-31 00:00:00+00:00,0.00420930281797105
2016-06-30 00:00:00+00:00,-0.016258882653904516
2016-07-31 00:00:00+00:00,-0.006265277579773798
2016-08-31 00:00:00+00:00,0.0064373814212095315
2016-09-30 00:00:00+00:00,0.004632720774294219
2016-10-31 00:00:00+00:00,0.012528813422316487
2016-11-30 00:00:00+00:00,0.0004133432678659066
2016-12-31 00:00:00+00:00,0.005712266591207271
2017-01-31 00:00:00+00:00,-0.0057893129319198655
2017-02-28 00:00:00+00:00,0.0003557575978487826
2017-03-31 00:00:00+00:00,0.007010263663034033
2017-04-30 00:00:00+00:00,0.0022870367835730043
2017-05-31 00:00:00+00:00,0.007689863301179711
2017-06-30 00:00:00+00:00,-0.010347107110078357
2017-07-31 00:00:00+00:00,-0.011141044973816627
2017-08-31 00:00:00+00:00,0.014343746689977843
2017-09-30 00:00:00+00:00,0.005425761692809505
2017-10-31 00:00:00+00:00,0.006452558787390483
2017-11-30 00:00:00+00:00,0.010582076145772001
2017-12-31 00:00:00+00:00,-0.006532583692428151
2018-01-31 00:00:00+00:00,0.006207486348712266
2018-02-28 00:00:00+00:00,0.0013158362626422004
2018-03-31 00:00:00+00:00,-0.0003752488940225174
2018-04-30 00:00:00+00:00,-0.003973063694107215
2018-05-31 00:00:00+00:00,-0.00045426659221770027
2018-06-30 00:00:00+00:00,0.0027802042519051717
2018-07-31 00:00:00+00:00,0.0015103034303580731
2018-08-31 00:00:00+00:00,0.012231266168027721
2018-09-30 00:00:00+00:00,0.004901458517670321
2018-10-31 00:00:00+00:00,-0.006283845370926744
2018-11-30 00:00:00+00:00,0.009830484053102273
2018-12-31 00:00:00+00:00,0.0031583333603526498
2019-01-31 00:00:00+00:00,-0.012199714498445147
2019-02-28 00:00:00+00:00,-0.009095735644564784
2019-03-31 00:00:00+00:00,0.001744558323747425
2019-04-30 00:00:00+00:00,0.004545542095151012
2019-05-31 00:00:00+00:00,0.008102839671290107
2019-06-30 00:00:00+00:00,0.00541925572840718
2019-07-31 00:00:00+00:00,0.0018191879595661486
2019-08-31 00:00:00+00:00,-0.015730851641655885
2019-09-30 00:00:00+00:00,-0.002696777527556482
2019-10-31 00:00:00+00:00,0.0007433683497222177
2019-11-30 00:00:00+00:00,0.003481182775859848
2019-12-31 00:00:00+00:00,-0.0065777667810679175
2020-01-31 00:00:00+00:00,-0.0023396545723946005
2020-02-29 00:00:00+00:00,-0.0015205403944962281
2020-03-31 00:00:00+00:00,0.009928874535883203
2020-04-30 00:00:00+00:00,0.007448670068043617
2020-05-31 00:00:00+00:00,0.009483706257636948
2020-06-30 00:00:00+00:00,-0.0003481959096531817
2020-07-31 00:00:00+00:00,0.01041522881567758
2020-08-31 00:00:00+00:00,-0.010583698593073065
2020-09-30 00:00:00+00:00,0.0015474016392797996
2020-10-31 00:00:00+00:00,-0.0030151757584132577
2020-11-30 00:00:00+00:00,0.001785963772751309
2020-12-31 00:00:00+00:00,0.003919785935791786
2021-01-31 00:00:00+00:00,0.003062921629213511
2021-02-28 00:00:00+00:00,0.006022329205458199
2021-03-31 00:00:00+00:00,0.012025318782336925
2021-04-30 00:00:00+00:00,-0.006618097044081339
2021-05-31 00:00:00+00:00,0.0074475033102259225
2021-06-30 00:00:00+00:00,0.0018813779143591614
2021-07-31 00:00:00+00:00,-0.004563941019523066
2021-08-31 00:00:00+00:00,-0.006053616369309678
2021-09-30 00:00:00+00:00,-0.004659893873638188
2021-10-31 00:00:00+00:00,-0.005209085569855776
2021-11-30 00:00:00+00:00,0.008899024011921552
2021-12-31 00:00:00+00:00,0.0006536525087892375
2022-01-31 00:00:00+00:00,0.003540015210170111
2022-02-28 00:00:00+00:00,-0.006603665565327765
2022-03-31 00:00:00+00:00,0.007260451472453022
2022-04-30 00:00:00+00:00,0.010517783786192947
2022-05-31 00:00:00+00:00,0.0017546785349151772
2022-06-30 00:00:00+00:00,0.011911936113573551
2022-07-31 00:00:00+00:00,-0.0020131596760768478
2022-08-31 00:00:00+00:00,-0.005799749587109049
2022-09-30 00:00:00+00:00,0.010224662765526249
2022-10-31 00:00:00+00:00,-0.002166279199432797
2022-11-30 00:00:00+00:00,-0.007664476267084441
2022-12-31 00:00:00+00:00,-0.014443745139068653
2023-01-31 00:00:00+00:00,0.013225022630233063
2023-02-28 00:00:00+00:00,-0.008734250838249413
2023-03-31 00:00:00+00:00,0.0062036902203654876
2023-04-30 00:00:00+00:00,0.006784354198321907
