time,high_hhcred_z_xs
2011-10-31 00:00:00+00:00,-0.01101074349539033
2011-11-30 00:00:00+00:00,0.007503294739116706
2011-12-31 00:00:00+00:00,-0.0011101705917889726
2012-01-31 00:00:00+00:00,-0.003215886277360691
2012-02-29 00:00:00+00:00,-0.001396388352013167
2012-03-31 00:00:00+00:00,0.00042017009811923245
2012-04-30 00:00:00+00:00,-0.0013904044675895344
2012-05-31 00:00:00+00:00,0.011140483002091583
2012-06-30 00:00:00+00:00,4.6401279992558386e-05
2012-07-31 00:00:00+00:00,-0.007668420289535738
2012-08-31 00:00:00+00:00,0.007221576328363621
2012-09-30 00:00:00+00:00,0.0002521988543648934
2012-10-31 00:00:00+00:00,0.006530792362748672
2012-11-30 00:00:00+00:00,-0.00096151322253335
2012-12-31 00:00:00+00:00,0.0014418881578859288
2013-01-31 00:00:00+00:00,-0.00412258855467007
2013-02-28 00:00:00+00:00,0.0020830547512404873
2013-03-31 00:00:00+00:00,0.005512591225866226
2013-04-30 00:00:00+00:00,-0.00394610711226373
2013-05-31 00:00:00+00:00,0.0012595573337719213
2013-06-30 00:00:00+00:00,0.007810796286062294
2013-07-31 00:00:00+00:00,-0.00619229307056135
2013-08-31 00:00:00+00:00,0.0014552157989824455
2013-09-30 00:00:00+00:00,-0.009338825860768285
2013-10-31 00:00:00+00:00,-0.006368007062486525
2013-11-30 00:00:00+00:00,0.004376390317887946
2013-12-31 00:00:00+00:00,0.0028329626870813307
2014-01-31 00:00:00+00:00,0.012011432949120104
2014-02-28 00:00:00+00:00,0.00046198397306129735
2014-03-31 00:00:00+00:00,-0.0013767931021076985
2014-04-30 00:00:00+00:00,-0.0005275487113538535
2014-05-31 00:00:00+00:00,-0.000350466005218264
2014-06-30 00:00:00+00:00,0.00020927075490329017
2014-07-31 00:00:00+00:00,0.007869099107939315
2014-08-31 00:00:00+00:00,-0.0002585171020105248
2014-09-30 00:00:00+00:00,0.007446509609857932
2014-10-31 00:00:00+00:00,-0.0004169958158501963
2014-11-30 00:00:00+00:00,0.003909720658086924
2014-12-31 00:00:00+00:00,0.005666245000073511
2015-01-31 00:00:00+00:00,0.051881694765322006
2015-02-28 00:00:00+00:00,-0.0020381699099336625
2015-03-31 00:00:00+00:00,-0.0007683878440518654
2015-04-30 00:00:00+00:00,-0.004410764104690212
2015-05-31 00:00:00+00:00,0.012367444791663962
2015-06-30 00:00:00+00:00,0.0026088261476477914
2015-07-31 00:00:00+00:00,0.013534336575032002
2015-08-31 00:00:00+00:00,-0.002258338332652099
2015-09-30 00:00:00+00:00,0.0018462815233626362
2015-10-31 00:00:00+00:00,0.0042024618536564695
2015-11-30 00:00:00+00:00,0.014220706805677663
2015-12-31 00:00:00+00:00,-0.022090105247130065
2016-01-31 00:00:00+00:00,-0.0014675747075809653
