time,value_gpr_cool
2018-04-30 00:00:00+00:00,0.011047924339525617
2018-05-31 00:00:00+00:00,4.149698493072229e-05
2018-06-30 00:00:00+00:00,-0.003980427037320156
2018-07-31 00:00:00+00:00,-0.0006438361558688266
2018-08-31 00:00:00+00:00,-0.0107119815087785
2018-09-30 00:00:00+00:00,0.004527787260618643
2018-10-31 00:00:00+00:00,0.0018926133620817964
2018-11-30 00:00:00+00:00,0.011486601356700321
2018-12-31 00:00:00+00:00,-0.010965634376021605
2019-01-31 00:00:00+00:00,0.010597122829385519
2019-02-28 00:00:00+00:00,0.006092985684164276
2019-03-31 00:00:00+00:00,-0.0032018650645607716
2019-04-30 00:00:00+00:00,0.0025777659601979863
2019-05-31 00:00:00+00:00,-0.0127080379001413
2019-06-30 00:00:00+00:00,-0.0021386540845376167
2019-07-31 00:00:00+00:00,-0.00021212483163812745
2019-08-31 00:00:00+00:00,-0.00559369151882827
2019-09-30 00:00:00+00:00,0.0069106025342224875
2019-10-31 00:00:00+00:00,0.005546732764133644
2019-11-30 00:00:00+00:00,-0.0026533446759607893
2019-12-31 00:00:00+00:00,0.011155450614635631
2020-01-31 00:00:00+00:00,-0.015536663200073741
2020-02-29 00:00:00+00:00,-0.005735287616391527
2020-03-31 00:00:00+00:00,-0.03214638782638968
2020-04-30 00:00:00+00:00,0.021654105150914482
2020-05-31 00:00:00+00:00,0.009718461628179575
2020-06-30 00:00:00+00:00,0.010206523957474012
2020-07-31 00:00:00+00:00,0.0014745294134312914
2020-08-31 00:00:00+00:00,0.005379288810497762
2020-09-30 00:00:00+00:00,-0.005049876925040886
2020-10-31 00:00:00+00:00,-0.0034031681926087742
2020-11-30 00:00:00+00:00,0.014974281032593462
2020-12-31 00:00:00+00:00,0.00996101128715754
2021-01-31 00:00:00+00:00,0.003507356224127234
2021-02-28 00:00:00+00:00,0.011992502369025715
2021-03-31 00:00:00+00:00,0.0007500787110468199
2021-04-30 00:00:00+00:00,-2.5938072381825883e-05
2021-05-31 00:00:00+00:00,-0.006355010666733829
2021-06-30 00:00:00+00:00,0.002316576749717303
2021-07-31 00:00:00+00:00,-0.005275090387438008
2021-08-31 00:00:00+00:00,-0.0001654331587910285
2021-09-30 00:00:00+00:00,6.170670208227591e-05
2021-10-31 00:00:00+00:00,0.010879509739579074
2021-11-30 00:00:00+00:00,-0.014906113968990886
2021-12-31 00:00:00+00:00,-0.0018167849597801045
2022-01-31 00:00:00+00:00,-0.008321776641867507
2022-02-28 00:00:00+00:00,0.005776669696536674
2022-03-31 00:00:00+00:00,0.005545993229939761
2022-04-30 00:00:00+00:00,-0.004549431450689312
2022-05-31 00:00:00+00:00,-0.004037927022019772
2022-06-30 00:00:00+00:00,-0.012407949274162555
2022-07-31 00:00:00+00:00,-0.005799622350266875
2022-08-31 00:00:00+00:00,0.0029406683983226323
2022-09-30 00:00:00+00:00,-0.0063397680483767704
2022-10-31 00:00:00+00:00,0.012264591271506475
2022-11-30 00:00:00+00:00,0.004662762251222752
2022-12-31 00:00:00+00:00,0.006779348635989724
2023-01-31 00:00:00+00:00,0.007982733797795127
2023-02-28 00:00:00+00:00,-0.005398381517267903
2023-03-31 00:00:00+00:00,0.008837144891662208
2023-04-30 00:00:00+00:00,-0.010577081837139013
2023-05-31 00:00:00+00:00,-0.012208788225459233
2023-06-30 00:00:00+00:00,-0.0036994899748012955
2023-07-31 00:00:00+00:00,0.0020185467593394346
2023-08-31 00:00:00+00:00,-0.008649458191639203
2023-09-30 00:00:00+00:00,0.0020557313814146827
2023-10-31 00:00:00+00:00,-0.007141231742817
2023-11-30 00:00:00+00:00,0.005298627760117247
2023-12-31 00:00:00+00:00,0.0002440187067824784
2024-01-31 00:00:00+00:00,-0.00547948760087047
2024-02-29 00:00:00+00:00,0.005942480615924062
2024-03-31 00:00:00+00:00,-0.000623826645545944
2024-04-30 00:00:00+00:00,0.003283085927399565
2024-05-31 00:00:00+00:00,0.0074621374275063435
2024-06-30 00:00:00+00:00,0.0017074784726862635
2024-07-31 00:00:00+00:00,-0.020831182178479124
2024-08-31 00:00:00+00:00,-0.0012330438654643006
2024-09-30 00:00:00+00:00,-0.0020049514153490655
2024-10-31 00:00:00+00:00,-0.006194340449955038
2024-11-30 00:00:00+00:00,0.005980995224909913
2024-12-31 00:00:00+00:00,-0.006109615389615408
2025-01-31 00:00:00+00:00,0.0028363311516026446
2025-02-28 00:00:00+00:00,-0.004031764324934128
2025-03-31 00:00:00+00:00,-0.006876429846491061
2025-04-30 00:00:00+00:00,-0.004036026841759965
2025-05-31 00:00:00+00:00,-0.0003647256875544125
2025-06-30 00:00:00+00:00,-0.004281009157466875
2025-07-31 00:00:00+00:00,0.0004721674945149523
2025-08-31 00:00:00+00:00,-0.004598983927230127
2025-09-30 00:00:00+00:00,-0.006863996879682199
2025-10-31 00:00:00+00:00,-0.001362433617251524
2025-11-30 00:00:00+00:00,0.00024279586903874772
2025-12-31 00:00:00+00:00,0.003175998528770707
2026-01-31 00:00:00+00:00,-0.0043135629761690275
2026-02-28 00:00:00+00:00,-0.004218624156706818
2026-03-31 00:00:00+00:00,0.0016482863103048917
2026-04-30 00:00:00+00:00,0.003793621223833865
2026-05-31 00:00:00+00:00,-0.004151206071092206
2026-06-30 00:00:00+00:00,0.0005969740186058115
2026-07-31 00:00:00+00:00,0.0032869922784368732
2026-08-31 00:00:00+00:00,0.002850972501686977
2026-09-30 00:00:00+00:00,0.0010881411738008495
