time,epu_ew
2011-10-31 00:00:00+00:00,0.0013729537135562797
2011-11-30 00:00:00+00:00,0.001404796296541333
2011-12-31 00:00:00+00:00,0.0013697954983684646
2012-01-31 00:00:00+00:00,0.0006088880177592682
2012-02-29 00:00:00+00:00,0.0007088023847077185
2012-03-31 00:00:00+00:00,-0.00594720498892265
2012-04-30 00:00:00+00:00,-0.00101855124646133
2012-05-31 00:00:00+00:00,0.006138458569954208
2012-06-30 00:00:00+00:00,0.005022483832721303
2012-07-31 00:00:00+00:00,-0.005650298581400426
2012-08-31 00:00:00+00:00,-0.004973602676384692
2012-09-30 00:00:00+00:00,-0.0038841354305351183
2012-10-31 00:00:00+00:00,0.0019610577321511613
2012-11-30 00:00:00+00:00,0.0009548665966174763
2012-12-31 00:00:00+00:00,-0.0036777898222809524
2013-01-31 00:00:00+00:00,0.0045191224430369825
2013-02-28 00:00:00+00:00,0.003296241803896427
2013-03-31 00:00:00+00:00,0.004439580602930482
2013-04-30 00:00:00+00:00,-0.0067810297200545655
2013-05-31 00:00:00+00:00,-0.005002484144466468
2013-06-30 00:00:00+00:00,-0.004242894527238139
2013-07-31 00:00:00+00:00,0.0019092171834109717
2013-08-31 00:00:00+00:00,-0.005420833275078807
2013-09-30 00:00:00+00:00,-0.00031664904923156545
2013-10-31 00:00:00+00:00,0.0008728583518256006
2013-11-30 00:00:00+00:00,0.001847512333609469
2013-12-31 00:00:00+00:00,-0.0054380604834621815
2014-01-31 00:00:00+00:00,0.0006923352539196514
2014-02-28 00:00:00+00:00,-0.004498852558413202
2014-03-31 00:00:00+00:00,0.006364524169669705
2014-04-30 00:00:00+00:00,0.00014598696785173004
2014-05-31 00:00:00+00:00,0.00014130019751901202
2014-06-30 00:00:00+00:00,0.0019708009852870134
2014-07-31 00:00:00+00:00,0.002624657025540822
2014-08-31 00:00:00+00:00,-0.00240457659282467
2014-09-30 00:00:00+00:00,0.007211759138081586
2014-10-31 00:00:00+00:00,0.0010853528872953877
2014-11-30 00:00:00+00:00,-0.000579312389580533
2014-12-31 00:00:00+00:00,0.00012434064721733584
2015-01-31 00:00:00+00:00,0.000917400279933922
2015-02-28 00:00:00+00:00,0.0009484016853162913
2015-03-31 00:00:00+00:00,0.005810717294052248
2015-04-30 00:00:00+00:00,-0.009223549430456557
2015-05-31 00:00:00+00:00,-0.0016085025909433615
2015-06-30 00:00:00+00:00,-0.0032201279752461787
2015-07-31 00:00:00+00:00,0.005473732103285611
2015-08-31 00:00:00+00:00,-0.004782403911673283
2015-09-30 00:00:00+00:00,-0.0007771196622938792
2015-10-31 00:00:00+00:00,0.0003126346081836484
2015-11-30 00:00:00+00:00,0.0018650228403673808
2015-12-31 00:00:00+00:00,-0.004487204082344598
2016-01-31 00:00:00+00:00,-0.002281239076315833
2016-02-29 00:00:00+00:00,0.00622583475523153
2016-03-31 00:00:00+00:00,0.009265919509611864
2016-04-30 00:00:00+00:00,0.00017108569296908627
2016-05-31 00:00:00+00:00,-0.010652122397024621
2016-06-30 00:00:00+00:00,0.010349796127743227
2016-07-31 00:00:00+00:00,0.000721731808742021
2016-08-31 00:00:00+00:00,-0.00014121248800658126
2016-09-30 00:00:00+00:00,6.551216708916563e-05
2016-10-31 00:00:00+00:00,0.006439220635997112
2016-11-30 00:00:00+00:00,-0.001156013644230347
2016-12-31 00:00:00+00:00,-0.001554770551821516
2017-01-31 00:00:00+00:00,0.002997203117937941
2017-02-28 00:00:00+00:00,0.0052441373090856835
2017-03-31 00:00:00+00:00,0.0008924172513085082
2017-04-30 00:00:00+00:00,-0.002029976225181751
2017-05-31 00:00:00+00:00,-0.0055914317537978375
2017-06-30 00:00:00+00:00,-0.00035947820799187014
2017-07-31 00:00:00+00:00,0.0006830884237492008
2017-08-31 00:00:00+00:00,0.001004878729504055
2017-09-30 00:00:00+00:00,-0.007162376415232541
2017-10-31 00:00:00+00:00,0.0019481490587156536
2017-11-30 00:00:00+00:00,-0.001942245225098338
2017-12-31 00:00:00+00:00,-0.00039405472411058184
2018-01-31 00:00:00+00:00,0.000666483543242391
2018-02-28 00:00:00+00:00,0.006974534857872694
2018-03-31 00:00:00+00:00,-0.0005946010876947128
2018-04-30 00:00:00+00:00,-0.00036619521719061243
2018-05-31 00:00:00+00:00,0.0016030279864454045
2018-06-30 00:00:00+00:00,0.0005318429559559856
2018-07-31 00:00:00+00:00,-0.0025682461949989577
2018-08-31 00:00:00+00:00,-0.0019956715077786846
2018-09-30 00:00:00+00:00,-0.004093084140210812
2018-10-31 00:00:00+00:00,-0.004308716516236655
