time,gfcf_ew
2011-10-31 00:00:00+00:00,0.0028375495811028273
2011-11-30 00:00:00+00:00,-0.002426268733770609
2011-12-31 00:00:00+00:00,-0.0011507102960852666
2012-01-31 00:00:00+00:00,0.008828516634978412
2012-02-29 00:00:00+00:00,0.004624964520864028
2012-03-31 00:00:00+00:00,-0.00819752302279475
2012-04-30 00:00:00+00:00,-0.002999738309134803
2012-05-31 00:00:00+00:00,0.0010709038793172976
2012-06-30 00:00:00+00:00,0.00668706397338803
2012-07-31 00:00:00+00:00,0.011258995212878098
2012-08-31 00:00:00+00:00,-0.0070014230069662675
2012-09-30 00:00:00+00:00,-0.0013973749329996288
2012-10-31 00:00:00+00:00,-0.0008255387740249143
2012-11-30 00:00:00+00:00,0.0005744499910658174
2012-12-31 00:00:00+00:00,-0.0013930863108404523
2013-01-31 00:00:00+00:00,-0.0009223243598908137
2013-02-28 00:00:00+00:00,0.005978599824751685
2013-03-31 00:00:00+00:00,0.005279892753219162
2013-04-30 00:00:00+00:00,0.0005788638803745361
2013-05-31 00:00:00+00:00,-0.012787903189935057
2013-06-30 00:00:00+00:00,-0.0013845159250721606
2013-07-31 00:00:00+00:00,0.005516919826030975
2013-08-31 00:00:00+00:00,-0.005680809153877808
2013-09-30 00:00:00+00:00,0.0044706383945820605
2013-10-31 00:00:00+00:00,-0.004256957708341669
2013-11-30 00:00:00+00:00,0.009837859591566467
2013-12-31 00:00:00+00:00,0.0033493283996544054
2014-01-31 00:00:00+00:00,0.004497846930225702
2014-02-28 00:00:00+00:00,0.000454134395133865
2014-03-31 00:00:00+00:00,-0.00015448524614747328
2014-04-30 00:00:00+00:00,-0.0025726197335856904
2014-05-31 00:00:00+00:00,-0.0020257277895385783
2014-06-30 00:00:00+00:00,-0.0020603688773408457
2014-07-31 00:00:00+00:00,0.0015319907308128933
2014-08-31 00:00:00+00:00,-0.00405656405928545
2014-09-30 00:00:00+00:00,-0.002771190335640439
2014-10-31 00:00:00+00:00,-0.000715953742936426
2014-11-30 00:00:00+00:00,0.0007476721029897604
2014-12-31 00:00:00+00:00,-0.00024607826449929426
2015-01-31 00:00:00+00:00,-0.003325773378265673
2015-02-28 00:00:00+00:00,-0.000985726219655203
2015-03-31 00:00:00+00:00,-0.003831647435632468
2015-04-30 00:00:00+00:00,0.004930406765137008
2015-05-31 00:00:00+00:00,-0.004324868561232931
2015-06-30 00:00:00+00:00,-0.001249570691482571
2015-07-31 00:00:00+00:00,0.0033270311348017056
2015-08-31 00:00:00+00:00,-0.004775084439690436
2015-09-30 00:00:00+00:00,-0.0017303073346591757
2015-10-31 00:00:00+00:00,-0.0019931130098636007
2015-11-30 00:00:00+00:00,-0.005015257324716749
2015-12-31 00:00:00+00:00,0.007332792633012453
2016-01-31 00:00:00+00:00,-0.000532138607614252
2016-02-29 00:00:00+00:00,-0.007889116240058835
2016-03-31 00:00:00+00:00,-0.003962028121946237
2016-04-30 00:00:00+00:00,-0.003508580879854173
2016-05-31 00:00:00+00:00,0.006912837506308556
2016-06-30 00:00:00+00:00,0.003306179862837766
2016-07-31 00:00:00+00:00,0.0026978214516215626
2016-08-31 00:00:00+00:00,-0.0006506426452386194
