time,dollar_rx_tsmom
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,-0.05393052151575073
2012-06-30 00:00:00+00:00,-0.01423032822657433
2012-07-31 00:00:00+00:00,-0.012808892332891397
2012-08-31 00:00:00+00:00,-0.0030286857419991042
2012-09-30 00:00:00+00:00,-0.016363891839807354
2012-10-31 00:00:00+00:00,-8.1856555661175e-05
2012-11-30 00:00:00+00:00,-0.0025127722046807133
2012-12-31 00:00:00+00:00,0.0032105478481145866
2013-01-31 00:00:00+00:00,-0.0026611394508284647
2013-02-28 00:00:00+00:00,-0.020291932685416403
2013-03-31 00:00:00+00:00,-0.0015063234914588497
2013-04-30 00:00:00+00:00,0.01450137201632451
2013-05-31 00:00:00+00:00,0.029185631093722852
2013-06-30 00:00:00+00:00,0.0163619676218405
2013-07-31 00:00:00+00:00,-0.010714287841399273
2013-08-31 00:00:00+00:00,-0.00618296457834111
2013-09-30 00:00:00+00:00,-0.03192966358048899
2013-10-31 00:00:00+00:00,-0.0010244850222088653
2013-11-30 00:00:00+00:00,0.008984658840099025
2013-12-31 00:00:00+00:00,-0.004957526841879667
2014-01-31 00:00:00+00:00,0.014435354302783754
2014-02-28 00:00:00+00:00,-0.011937585659996142
2014-03-31 00:00:00+00:00,-0.01212547206374992
2014-04-30 00:00:00+00:00,-0.0037890932761062146
2014-05-31 00:00:00+00:00,0.006694196783713524
2014-06-30 00:00:00+00:00,0.013031470108032517
2014-07-31 00:00:00+00:00,-0.017641342491991674
2014-08-31 00:00:00+00:00,-0.008714557876478235
2014-09-30 00:00:00+00:00,-0.03695330892464099
2014-10-31 00:00:00+00:00,-0.00010300252056361092
2014-11-30 00:00:00+00:00,-0.01187815112749091
2014-12-31 00:00:00+00:00,0.005670075907860284
2015-01-31 00:00:00+00:00,0.03627488510809762
2015-02-28 00:00:00+00:00,-0.0037660482055464906
2015-03-31 00:00:00+00:00,0.021309323681043324
2015-04-30 00:00:00+00:00,-0.03226449307979373
2015-05-31 00:00:00+00:00,0.02397210740389899
2015-06-30 00:00:00+00:00,-0.0016664981204682627
2015-07-31 00:00:00+00:00,0.02567815289662012
2015-08-31 00:00:00+00:00,0.008650727191046537
2015-09-30 00:00:00+00:00,0.00700118235485081
2015-10-31 00:00:00+00:00,-0.008033295692913
2015-11-30 00:00:00+00:00,0.01811099151930473
2015-12-31 00:00:00+00:00,-0.012282018220445168
2016-01-31 00:00:00+00:00,0.02147802216946726
2016-02-29 00:00:00+00:00,-0.006015427827897546
2016-03-31 00:00:00+00:00,-0.03931781906505816
2016-04-30 00:00:00+00:00,-0.006706427184390074
2016-05-31 00:00:00+00:00,0.02520451554408476
2016-06-30 00:00:00+00:00,-0.004092602920771737
2016-07-31 00:00:00+00:00,-0.0036234037691308396
2016-08-31 00:00:00+00:00,0.003527790846819201
2016-09-30 00:00:00+00:00,-0.004443535855262248
2016-10-31 00:00:00+00:00,0.02414231829172464
2016-11-30 00:00:00+00:00,-0.018470109647953037
2016-12-31 00:00:00+00:00,-0.017486927007060338
2017-01-31 00:00:00+00:00,-0.03106544311810011
2017-02-28 00:00:00+00:00,0.004293461053812564
2017-03-31 00:00:00+00:00,0.0010223144332810463
2017-04-30 00:00:00+00:00,-0.0009900668471779506
2017-05-31 00:00:00+00:00,-0.013342342374913718
2017-06-30 00:00:00+00:00,-0.019040146815866077
2017-07-31 00:00:00+00:00,-0.021971165030922113
2017-08-31 00:00:00+00:00,0.007159752812313069
