time,low_credit_xs
2011-10-31 00:00:00+00:00,-0.01571851385493961
2011-11-30 00:00:00+00:00,0.019632047331975322
2011-12-31 00:00:00+00:00,-0.004753601192640233
2012-01-31 00:00:00+00:00,-0.016036702132502523
2012-02-29 00:00:00+00:00,-0.004640262854780808
2012-03-31 00:00:00+00:00,0.0010043038651079694
2012-04-30 00:00:00+00:00,-0.002846466750250576
2012-05-31 00:00:00+00:00,0.011439942330463637
2012-06-30 00:00:00+00:00,0.00025352166668679565
2012-07-31 00:00:00+00:00,-0.007003954412522773
2012-08-31 00:00:00+00:00,-0.0025208259365790964
2012-09-30 00:00:00+00:00,-0.0003653600591542183
2012-10-31 00:00:00+00:00,0.003993576422191447
2012-11-30 00:00:00+00:00,-0.00254691448719635
2012-12-31 00:00:00+00:00,-0.0004986984912378478
2013-01-31 00:00:00+00:00,0.008099575742914755
2013-02-28 00:00:00+00:00,0.002316494429249083
2013-03-31 00:00:00+00:00,-0.002264577670753609
2013-04-30 00:00:00+00:00,-0.0009551192032737355
2013-05-31 00:00:00+00:00,0.010189423290619892
2013-06-30 00:00:00+00:00,0.002443181552129303
2013-07-31 00:00:00+00:00,-0.004727041801568688
2013-08-31 00:00:00+00:00,0.012316203061089492
2013-09-30 00:00:00+00:00,-0.0013545167465778274
2013-10-31 00:00:00+00:00,-4.903181668869383e-05
2013-11-30 00:00:00+00:00,0.004896510256465314
2013-12-31 00:00:00+00:00,5.158357924806012e-05
2014-01-31 00:00:00+00:00,0.011644886182009762
2014-02-28 00:00:00+00:00,-0.0021689505865467584
2014-03-31 00:00:00+00:00,-0.0030460063837371987
2014-04-30 00:00:00+00:00,1.9193673319151117e-05
2014-05-31 00:00:00+00:00,-0.00010444227548089824
2014-06-30 00:00:00+00:00,-0.0012545352362962614
2014-07-31 00:00:00+00:00,0.008355154031296497
2014-08-31 00:00:00+00:00,-0.002239727516459178
2014-09-30 00:00:00+00:00,0.011570915555353167
2014-10-31 00:00:00+00:00,-0.003059340115435738
2014-11-30 00:00:00+00:00,0.001234829788418601
2014-12-31 00:00:00+00:00,0.009666570901352589
2015-01-31 00:00:00+00:00,-0.0012254009572022495
2015-02-28 00:00:00+00:00,0.011661896559889584
