time,xval_chg_xs
2024-01-31 00:00:00+00:00,-0.002312193021633324
2024-02-29 00:00:00+00:00,0.010231924037629625
2024-03-31 00:00:00+00:00,0.0028968672004177076
2024-04-30 00:00:00+00:00,-0.004307349183164999
2024-05-31 00:00:00+00:00,0.010746094389959104
2024-06-30 00:00:00+00:00,0.005396406269746912
2024-07-31 00:00:00+00:00,0.02986792212551226
2024-08-31 00:00:00+00:00,-0.002284022221330506
2024-09-30 00:00:00+00:00,0.00365130654835788
2024-10-31 00:00:00+00:00,0.0064019310959400055
2024-11-30 00:00:00+00:00,-0.007899948806599721
2024-12-31 00:00:00+00:00,0.0030201364428961153
2025-01-31 00:00:00+00:00,0.005434526567616338
2025-02-28 00:00:00+00:00,-0.007957926463135978
2025-03-31 00:00:00+00:00,-0.01087856714295532
2025-04-30 00:00:00+00:00,0.015218041718073172
2025-05-31 00:00:00+00:00,-0.0012521785116995643
2025-06-30 00:00:00+00:00,0.0029090122362791515
2025-07-31 00:00:00+00:00,0.004905224519571316
2025-08-31 00:00:00+00:00,-0.004771653167492063
2025-09-30 00:00:00+00:00,0.0009248987672192399
2025-10-31 00:00:00+00:00,-0.008286344731317952
2025-11-30 00:00:00+00:00,0.0033760151367927538
2025-12-31 00:00:00+00:00,-0.0028267763808035307
2026-01-31 00:00:00+00:00,0.0015782860438833257
2026-02-28 00:00:00+00:00,-0.0014033686018873892
2026-03-31 00:00:00+00:00,-0.00031323943777161745
2026-04-30 00:00:00+00:00,0.004121776407774336
2026-05-31 00:00:00+00:00,-0.004352539447437409
2026-06-30 00:00:00+00:00,-0.006277707918992181
2026-07-31 00:00:00+00:00,-0.0004859958167078293
2026-08-31 00:00:00+00:00,0.012733506724898591
2026-09-30 00:00:00+00:00,-0.007130045143004637
