time,macro_cpi
2011-10-31 00:00:00+00:00,-0.014551339620192949
2011-11-30 00:00:00+00:00,0.008597043497291734
2011-12-31 00:00:00+00:00,-0.005377500417448999
2012-01-31 00:00:00+00:00,-0.0056470900368760235
2012-02-29 00:00:00+00:00,-0.0026720198695128206
2012-03-31 00:00:00+00:00,0.007568374838499592
2012-04-30 00:00:00+00:00,-0.003973714610513657
2012-05-31 00:00:00+00:00,0.013115739488744227
2012-06-30 00:00:00+00:00,-0.002123957716405167
2012-07-31 00:00:00+00:00,-0.0028256024115754785
2012-08-31 00:00:00+00:00,-0.002110094651561756
2012-09-30 00:00:00+00:00,-0.006982234623085781
2012-10-31 00:00:00+00:00,0.0006482673114500681
2012-11-30 00:00:00+00:00,0.001426201263582394
2012-12-31 00:00:00+00:00,-0.0009456015735139767
2013-01-31 00:00:00+00:00,-0.0004602123629088295
2013-02-28 00:00:00+00:00,0.009309728286171826
2013-03-31 00:00:00+00:00,-0.0012413298349441826
2013-04-30 00:00:00+00:00,0.0004773186386091144
2013-05-31 00:00:00+00:00,0.015793451039851192
2013-06-30 00:00:00+00:00,0.016659863487659354
2013-07-31 00:00:00+00:00,0.009907171657970837
2013-08-31 00:00:00+00:00,-0.0064032665439415215
2013-09-30 00:00:00+00:00,-0.014644910665935318
2013-10-31 00:00:00+00:00,-0.0002787254297389463
2013-11-30 00:00:00+00:00,0.003749325116473745
2013-12-31 00:00:00+00:00,0.007272336153186343
2014-01-31 00:00:00+00:00,-0.013452802376700657
2014-02-28 00:00:00+00:00,0.0009615639887732286
2014-03-31 00:00:00+00:00,-0.0057898369657843896
2014-04-30 00:00:00+00:00,-0.0007308998802662003
2014-05-31 00:00:00+00:00,-0.008375740418821609
2014-06-30 00:00:00+00:00,0.001061806390770137
2014-07-31 00:00:00+00:00,-0.008297735014018759
2014-08-31 00:00:00+00:00,-0.00853907137316079
2014-09-30 00:00:00+00:00,-0.003102398755077229
2014-10-31 00:00:00+00:00,-0.0032273444863231138
2014-11-30 00:00:00+00:00,0.003189658533716999
2014-12-31 00:00:00+00:00,-0.002159338055667037
2015-01-31 00:00:00+00:00,0.01638424791539661
2015-02-28 00:00:00+00:00,-0.012850600516661537
