time,er_chg_xs
2015-01-31 00:00:00+00:00,0.007407006802617078
2015-02-28 00:00:00+00:00,0.011486821763517119
2015-03-31 00:00:00+00:00,-0.002651963271790292
2015-04-30 00:00:00+00:00,-0.007107368894522126
2015-05-31 00:00:00+00:00,0.00788675352961521
2015-06-30 00:00:00+00:00,0.002006073743045844
2015-07-31 00:00:00+00:00,0.007307314741023863
2015-08-31 00:00:00+00:00,-0.0035740652093483316
2015-09-30 00:00:00+00:00,0.0020544292056350333
2015-10-31 00:00:00+00:00,0.006430086617401409
2015-11-30 00:00:00+00:00,0.012234076836751262
2015-12-31 00:00:00+00:00,-0.021865379285749387
2016-01-31 00:00:00+00:00,0.005022600750759443
2016-02-29 00:00:00+00:00,-0.008723780452949748
2016-03-31 00:00:00+00:00,0.004795089329809432
2016-04-30 00:00:00+00:00,-0.008394190925345768
2016-05-31 00:00:00+00:00,0.0032319505853573016
2016-06-30 00:00:00+00:00,-0.03293116157547893
2016-07-31 00:00:00+00:00,-0.00201754934750753
2016-08-31 00:00:00+00:00,0.007522566025793154
2016-09-30 00:00:00+00:00,-0.0007181919921597224
2016-10-31 00:00:00+00:00,-0.0028968664063114824
2016-11-30 00:00:00+00:00,-0.014323973194380057
2016-12-31 00:00:00+00:00,-0.004830918886061575
2017-01-31 00:00:00+00:00,-0.0013426313411321056
2017-02-28 00:00:00+00:00,-0.003904367960897548
2017-03-31 00:00:00+00:00,-0.0008844110494035107
2017-04-30 00:00:00+00:00,0.007745280250850417
2017-05-31 00:00:00+00:00,0.00397565347559814
2017-06-30 00:00:00+00:00,-0.00674751342586799
2017-07-31 00:00:00+00:00,0.008332117707201103
2017-08-31 00:00:00+00:00,-0.0017589358907291741
2017-09-30 00:00:00+00:00,0.0011203904275058907
2017-10-31 00:00:00+00:00,0.0019469228081929746
2017-11-30 00:00:00+00:00,-0.00244047848544926
2017-12-31 00:00:00+00:00,0.010160920403211371
2018-01-31 00:00:00+00:00,-0.0034973476490850475
2018-02-28 00:00:00+00:00,-0.008157971194388325
2018-03-31 00:00:00+00:00,-0.0006517386077352638
2018-04-30 00:00:00+00:00,0.007750957915298118
2018-05-31 00:00:00+00:00,0.005826396690859381
2018-06-30 00:00:00+00:00,-0.00189454711433934
2018-07-31 00:00:00+00:00,-0.006718472277594478
2018-08-31 00:00:00+00:00,-0.007928707809536029
2018-09-30 00:00:00+00:00,-0.0064198115694033
2018-10-31 00:00:00+00:00,0.011085483886055014
2018-11-30 00:00:00+00:00,0.012060639034239484
2018-12-31 00:00:00+00:00,0.00929106011049563
2019-01-31 00:00:00+00:00,-0.01009948044236042
2019-02-28 00:00:00+00:00,-0.0010343654461395513
2019-03-31 00:00:00+00:00,-0.005618494986047051
2019-04-30 00:00:00+00:00,0.011638161433925154
2019-05-31 00:00:00+00:00,0.01712807510900105
2019-06-30 00:00:00+00:00,0.0011688277111154832
2019-07-31 00:00:00+00:00,0.002284413975893518
2019-08-31 00:00:00+00:00,0.007909552435515499
2019-09-30 00:00:00+00:00,0.004244213257510898
2019-10-31 00:00:00+00:00,-0.013945366828538863
2019-11-30 00:00:00+00:00,-0.0036533109588815504
2019-12-31 00:00:00+00:00,-0.014015659776883571
2020-01-31 00:00:00+00:00,-0.0006172452889112723
2020-02-29 00:00:00+00:00,-0.004502607665748726
2020-03-31 00:00:00+00:00,0.0066323992561421186
2020-04-30 00:00:00+00:00,0.003235538856273479
2020-05-31 00:00:00+00:00,-0.002686502904574062
2020-06-30 00:00:00+00:00,-0.0008815669332963294
2020-07-31 00:00:00+00:00,-0.0006821583860985303
2020-08-31 00:00:00+00:00,-0.01291044242701378
2020-09-30 00:00:00+00:00,0.005316412023597339
2020-10-31 00:00:00+00:00,0.007153631971486885
2020-11-30 00:00:00+00:00,-0.014553851026938958
2020-12-31 00:00:00+00:00,-0.00550390105843801
2021-01-31 00:00:00+00:00,-0.002725789214391927
2021-02-28 00:00:00+00:00,-0.01803737166281527
2021-03-31 00:00:00+00:00,-0.01735303334282068
2021-04-30 00:00:00+00:00,0.004738524427293944
2021-05-31 00:00:00+00:00,-0.007563001410438197
2021-06-30 00:00:00+00:00,-0.0023684610588504684
2021-07-31 00:00:00+00:00,-0.00764185881020385
2021-08-31 00:00:00+00:00,0.0016609670694363032
2021-09-30 00:00:00+00:00,0.0055192901924805415
2021-10-31 00:00:00+00:00,0.005206271841311949
2021-11-30 00:00:00+00:00,-0.008897341933127412
2021-12-31 00:00:00+00:00,-0.006973217925885011
2022-01-31 00:00:00+00:00,-0.006371327870679067
2022-02-28 00:00:00+00:00,0.0050466124618595565
2022-03-31 00:00:00+00:00,0.01602716542609639
2022-04-30 00:00:00+00:00,0.011724629371432815
2022-05-31 00:00:00+00:00,0.001123857169261111
2022-06-30 00:00:00+00:00,-0.002239773098284381
2022-07-31 00:00:00+00:00,-0.0010394269621823993
2022-08-31 00:00:00+00:00,0.012508725261850984
2022-09-30 00:00:00+00:00,-0.01284448937456284
2022-10-31 00:00:00+00:00,-0.004734427530450724
2022-11-30 00:00:00+00:00,-0.006718143095766238
2022-12-31 00:00:00+00:00,-0.007003316720839758
2023-01-31 00:00:00+00:00,0.00943080350686798
2023-02-28 00:00:00+00:00,-0.008784275410116504
2023-03-31 00:00:00+00:00,-0.011403202616674157
2023-04-30 00:00:00+00:00,-0.016048757024033966
2023-05-31 00:00:00+00:00,0.002792886216121504
2023-06-30 00:00:00+00:00,-0.001751168455381369
2023-07-31 00:00:00+00:00,0.00023683563032883548
2023-08-31 00:00:00+00:00,-0.007493693150788294
2023-09-30 00:00:00+00:00,-0.0008960696153631487
2023-10-31 00:00:00+00:00,0.002972125936091752
2023-11-30 00:00:00+00:00,-0.008572387072277365
2023-12-31 00:00:00+00:00,0.009905765297276714
2024-01-31 00:00:00+00:00,-0.006994551983964925
2024-02-29 00:00:00+00:00,-0.008509177834218673
2024-03-31 00:00:00+00:00,-0.0036452174703590634
2024-04-30 00:00:00+00:00,-0.006062501473819482
2024-05-31 00:00:00+00:00,-0.007065941580379653
2024-06-30 00:00:00+00:00,-0.004757964809432469
2024-07-31 00:00:00+00:00,0.027871678679785017
2024-08-31 00:00:00+00:00,-0.004810123639513053
2024-09-30 00:00:00+00:00,0.00048379934476661113
2024-10-31 00:00:00+00:00,-0.0003563374340752601
2024-11-30 00:00:00+00:00,0.00473729424979541
2024-12-31 00:00:00+00:00,0.004604824210462821
2025-01-31 00:00:00+00:00,0.007424757393429182
2025-02-28 00:00:00+00:00,0.006855187860531853
2025-03-31 00:00:00+00:00,0.007230272679374261
2025-04-30 00:00:00+00:00,-0.006206026974048262
2025-05-31 00:00:00+00:00,-0.0016526993600355366
2025-06-30 00:00:00+00:00,-0.0038250566763915472
2025-07-31 00:00:00+00:00,-0.008479748198670034
2025-08-31 00:00:00+00:00,0.009076612451437649
2025-09-30 00:00:00+00:00,0.004946747078253377
2025-10-31 00:00:00+00:00,-0.011269789279466425
2025-11-30 00:00:00+00:00,-0.003250514311415875
2025-12-31 00:00:00+00:00,-0.00354061433565267
2026-01-31 00:00:00+00:00,-0.009065957028169924
2026-02-28 00:00:00+00:00,-0.0008440398700774177
2026-03-31 00:00:00+00:00,0.00870557425192553
2026-04-30 00:00:00+00:00,-0.0033650797206383753
2026-05-31 00:00:00+00:00,-0.008680984892672106
2026-06-30 00:00:00+00:00,0.007235889027694675
2026-07-31 00:00:00+00:00,-0.0018161660711173422
2026-08-31 00:00:00+00:00,-0.0005950013243860575
2026-09-30 00:00:00+00:00,0.010177209292475897
