time,er_chg_xs
2011-10-31 00:00:00+00:00,0.0011863332249386627
2011-11-30 00:00:00+00:00,-0.008249555314766899
2011-12-31 00:00:00+00:00,-0.0051196280132527194
2012-01-31 00:00:00+00:00,-0.008307655331184716
2012-02-29 00:00:00+00:00,0.005106274984301384
2012-03-31 00:00:00+00:00,0.0030050635463971798
2012-04-30 00:00:00+00:00,-0.00746796195608268
2012-05-31 00:00:00+00:00,-0.016776137725124096
2012-06-30 00:00:00+00:00,-0.004838034863992591
2012-07-31 00:00:00+00:00,-0.017077578322372555
2012-08-31 00:00:00+00:00,0.012170587647435172
2012-09-30 00:00:00+00:00,-0.001698934800515417
2012-10-31 00:00:00+00:00,0.0007627962476517425
2012-11-30 00:00:00+00:00,-0.00019318452204808434
2012-12-31 00:00:00+00:00,0.007683763396125753
2013-01-31 00:00:00+00:00,-0.010161364194752998
2013-02-28 00:00:00+00:00,-0.009041455990996372
2013-03-31 00:00:00+00:00,-0.005797047647566833
2013-04-30 00:00:00+00:00,-0.002683176756888561
2013-05-31 00:00:00+00:00,0.0236005447259513
2013-06-30 00:00:00+00:00,0.003756055285377702
2013-07-31 00:00:00+00:00,7.877036968584328e-05
2013-08-31 00:00:00+00:00,0.0004707035582878216
2013-09-30 00:00:00+00:00,-0.013429229424324673
2013-10-31 00:00:00+00:00,-0.00909679449827494
2013-11-30 00:00:00+00:00,0.0085211776343328
2013-12-31 00:00:00+00:00,0.002491081780840565
2014-01-31 00:00:00+00:00,0.006560019791808536
2014-02-28 00:00:00+00:00,0.002156030232515649
2014-03-31 00:00:00+00:00,-0.0009180989825881003
2014-04-30 00:00:00+00:00,-0.004254613174024091
2014-05-31 00:00:00+00:00,-0.009581875979887355
2014-06-30 00:00:00+00:00,0.0011391530816065032
2014-07-31 00:00:00+00:00,0.0013824493852290232
2014-08-31 00:00:00+00:00,-0.009417189114683144
2014-09-30 00:00:00+00:00,0.001304303735990553
2014-10-31 00:00:00+00:00,-0.004764958385644058
2014-11-30 00:00:00+00:00,0.00813579787020502
2014-12-31 00:00:00+00:00,0.012975207379306575
