,USD,EUR,GBP,JPY,CAD,AUD,CHF,NZD
1948-04-01 00:00:00+00:00,2.5358942825583153,,,,,,,
1948-05-01 00:00:00+00:00,2.5358942825583153,,,,,,,
1948-06-01 00:00:00+00:00,2.5358942825583153,,,,,,,
1948-07-01 00:00:00+00:00,2.0314000587794423,,,,,,,
1948-08-01 00:00:00+00:00,2.0314000587794423,,,,,,,
1948-09-01 00:00:00+00:00,2.0314000587794423,,,,,,,
1948-10-01 00:00:00+00:00,1.8500999158138853,,,,,,,
1948-11-01 00:00:00+00:00,1.8500999158138853,,,,,,,
1948-12-01 00:00:00+00:00,1.8500999158138853,,,,,,,
1949-01-01 00:00:00+00:00,2.6303384443575384,,,,,,,
1949-02-01 00:00:00+00:00,2.6303384443575384,,,,,,,
1949-03-01 00:00:00+00:00,2.6303384443575384,,,,,,,
1949-04-01 00:00:00+00:00,2.286696596523341,,,,,,,
1949-05-01 00:00:00+00:00,2.286696596523341,,,,,,,
1949-06-01 00:00:00+00:00,2.286696596523341,,,,,,,
1949-07-01 00:00:00+00:00,2.660029471744463,,,,,,,
1949-08-01 00:00:00+00:00,2.660029471744463,,,,,,,
1949-09-01 00:00:00+00:00,2.660029471744463,,,,,,,
1949-10-01 00:00:00+00:00,2.741158447651948,,,,,,,
1949-11-01 00:00:00+00:00,2.741158447651948,,,,,,,
1949-12-01 00:00:00+00:00,2.741158447651948,,,,,,,
1950-01-01 00:00:00+00:00,3.42210907273075,,,,,,,
1950-02-01 00:00:00+00:00,3.42210907273075,,,,,,,
1950-03-01 00:00:00+00:00,3.42210907273075,,,,,,,
1950-04-01 00:00:00+00:00,4.974131279934446,,,,,,,
1950-05-01 00:00:00+00:00,4.974131279934446,,,,,,,
1950-06-01 00:00:00+00:00,4.974131279934446,,,,,,,
1950-07-01 00:00:00+00:00,5.092152775114411,,,,,,,
1950-08-01 00:00:00+00:00,5.092152775114411,,,,,,,
1950-09-01 00:00:00+00:00,5.092152775114411,,,,,,,
1950-10-01 00:00:00+00:00,10.238771527154334,,,,,,,
1950-11-01 00:00:00+00:00,10.238771527154334,,,,,,,
1950-12-01 00:00:00+00:00,10.238771527154334,,,,,,,
1951-01-01 00:00:00+00:00,5.3706623933042374,,,,,,,
1951-02-01 00:00:00+00:00,5.3706623933042374,,,,,,,
1951-03-01 00:00:00+00:00,5.3706623933042374,,,,,,,
1951-04-01 00:00:00+00:00,6.1512084664690825,,,,,,,
1951-05-01 00:00:00+00:00,6.1512084664690825,,,,,,,
1951-06-01 00:00:00+00:00,6.1512084664690825,,,,,,,
1951-07-01 00:00:00+00:00,1.4802721675803765,,,,,,,
1951-08-01 00:00:00+00:00,1.4802721675803765,,,,,,,
1951-09-01 00:00:00+00:00,1.4802721675803765,,,,,,,
1951-10-01 00:00:00+00:00,-2.351858643263416,,,,,,,
1951-11-01 00:00:00+00:00,-2.351858643263416,,,,,,,
1951-12-01 00:00:00+00:00,-2.351858643263416,,,,,,,
1952-01-01 00:00:00+00:00,1.2699023939882093,,,,,,,
1952-02-01 00:00:00+00:00,1.2699023939882093,,,,,,,
1952-03-01 00:00:00+00:00,1.2699023939882093,,,,,,,
1952-04-01 00:00:00+00:00,-0.8919350743596621,,,,,,,
1952-05-01 00:00:00+00:00,-0.8919350743596621,,,,,,,
1952-06-01 00:00:00+00:00,-0.8919350743596621,,,,,,,
1952-07-01 00:00:00+00:00,3.987440327321412,,,,,,,
1952-08-01 00:00:00+00:00,3.987440327321412,,,,,,,
1952-09-01 00:00:00+00:00,3.987440327321412,,,,,,,
1952-10-01 00:00:00+00:00,3.282958378584633,,,,,,,
1952-11-01 00:00:00+00:00,3.282958378584633,,,,,,,
1952-12-01 00:00:00+00:00,3.282958378584633,,,,,,,
1953-01-01 00:00:00+00:00,6.307222443546312,,,,,,,
1953-02-01 00:00:00+00:00,6.307222443546312,,,,,,,
1953-03-01 00:00:00+00:00,6.307222443546312,,,,,,,
1953-04-01 00:00:00+00:00,7.307089718544457,,,,,,,
1953-05-01 00:00:00+00:00,7.307089718544457,,,,,,,
1953-06-01 00:00:00+00:00,7.307089718544457,,,,,,,
1953-07-01 00:00:00+00:00,5.8796659019847874,,,,,,,
1953-08-01 00:00:00+00:00,5.8796659019847874,,,,,,,
1953-09-01 00:00:00+00:00,5.8796659019847874,,,,,,,
1953-10-01 00:00:00+00:00,5.123235514709457,,,,,,,
1953-11-01 00:00:00+00:00,5.123235514709457,,,,,,,
1953-12-01 00:00:00+00:00,5.123235514709457,,,,,,,
1954-01-01 00:00:00+00:00,0.8602141431010457,,,,,,,
1954-02-01 00:00:00+00:00,0.8602141431010457,,,,,,,
1954-03-01 00:00:00+00:00,0.8602141431010457,,,,,,,
1954-04-01 00:00:00+00:00,0.05715429593629029,,,,,,,
