time,cot_dx_usd
2011-10-31 00:00:00+00:00,-0.043912828750949595
2011-11-30 00:00:00+00:00,0.04732669305718673
2011-12-31 00:00:00+00:00,-0.005980012420524372
2012-01-31 00:00:00+00:00,0.024906481538337966
2012-02-29 00:00:00+00:00,0.01071641110563104
2012-03-31 00:00:00+00:00,0.021926390808407303
2012-04-30 00:00:00+00:00,0.0033053230528239386
2012-05-31 00:00:00+00:00,-0.03348823095301523
2012-06-30 00:00:00+00:00,-0.021790356889268003
2012-07-31 00:00:00+00:00,-0.006072879415168542
2012-08-31 00:00:00+00:00,-0.0030286857419992153
2012-09-30 00:00:00+00:00,-0.028821729686057562
2012-10-31 00:00:00+00:00,-8.202869484874586e-05
2012-11-30 00:00:00+00:00,0.0024107799150583364
2012-12-31 00:00:00+00:00,0.003511767879118999
2013-01-31 00:00:00+00:00,0.0021718127250478503
2013-02-28 00:00:00+00:00,0.017142704473696924
2013-03-31 00:00:00+00:00,-0.0018113806731653304
2013-04-30 00:00:00+00:00,-0.00011649509301236982
2013-05-31 00:00:00+00:00,-0.029100787174293208
2013-06-30 00:00:00+00:00,0.028399523247828684
2013-07-31 00:00:00+00:00,0.01013130994659206
2013-08-31 00:00:00+00:00,-0.005883199846385523
2013-09-30 00:00:00+00:00,0.03241059753093789
2013-10-31 00:00:00+00:00,0.0008679473025605677
2013-11-30 00:00:00+00:00,-0.009085140726471597
2013-12-31 00:00:00+00:00,0.004858333242437007
2014-01-31 00:00:00+00:00,-0.014341648191142808
2014-02-28 00:00:00+00:00,0.011977919287822436
2014-03-31 00:00:00+00:00,0.012128118218362571
2014-04-30 00:00:00+00:00,0.003722628732578004
2014-05-31 00:00:00+00:00,-0.0067205188557746265
2014-06-30 00:00:00+00:00,0.014531545645212418
2014-07-31 00:00:00+00:00,-0.017641342491992118
2014-08-31 00:00:00+00:00,-0.008714557876478568
2014-09-30 00:00:00+00:00,-0.0014307750153372822
2014-10-31 00:00:00+00:00,0.013861413051948546
2014-11-30 00:00:00+00:00,0.020978238207181032
2014-12-31 00:00:00+00:00,-0.017850374272947778
2015-01-31 00:00:00+00:00,0.04736168512693917
