time,low_emp_xs
2011-10-31 00:00:00+00:00,-0.012993152207845249
2011-11-30 00:00:00+00:00,0.02349534398383013
2011-12-31 00:00:00+00:00,0.00925753609612956
2012-01-31 00:00:00+00:00,-0.003830738398495903
2012-02-29 00:00:00+00:00,-0.010168712143119873
2012-03-31 00:00:00+00:00,0.006825305026122885
2012-04-30 00:00:00+00:00,0.006248390318893682
2012-05-31 00:00:00+00:00,0.021200615934328093
2012-06-30 00:00:00+00:00,-0.0012901968371502592
2012-07-31 00:00:00+00:00,0.008449712696845468
2012-08-31 00:00:00+00:00,-0.004539292270688167
2012-09-30 00:00:00+00:00,0.005587156188978204
2012-10-31 00:00:00+00:00,-0.004200283715740327
2012-11-30 00:00:00+00:00,0.0001460625642244473
2012-12-31 00:00:00+00:00,-0.005791294731898544
2013-01-31 00:00:00+00:00,0.009448776390933888
2013-02-28 00:00:00+00:00,0.013391535296190193
2013-03-31 00:00:00+00:00,0.0013785230264400372
2013-04-30 00:00:00+00:00,-0.0024945878892727036
2013-05-31 00:00:00+00:00,0.006397817169428555
2013-06-30 00:00:00+00:00,0.008382407021260807
2013-07-31 00:00:00+00:00,-0.0009268075649214724
2013-08-31 00:00:00+00:00,0.00028370439159908223
2013-09-30 00:00:00+00:00,0.016802031094903747
2013-10-31 00:00:00+00:00,0.0006331468022366948
2013-11-30 00:00:00+00:00,0.0018807327870611346
2013-12-31 00:00:00+00:00,-0.0004154495366621713
2014-01-31 00:00:00+00:00,-0.015672567068174215
2014-02-28 00:00:00+00:00,-0.004663588335348301
2014-03-31 00:00:00+00:00,-0.0002548735146952197
2014-04-30 00:00:00+00:00,0.00390140420616758
2014-05-31 00:00:00+00:00,0.009484529318107837
2014-06-30 00:00:00+00:00,-0.006450284443235477
2014-07-31 00:00:00+00:00,0.001782085660983812
2014-08-31 00:00:00+00:00,0.009770459471237558
2014-09-30 00:00:00+00:00,-0.0016080894436443227
2014-10-31 00:00:00+00:00,0.004711506522727005
2014-11-30 00:00:00+00:00,-0.008133131614376343
2014-12-31 00:00:00+00:00,-0.012865059095751197
2015-01-31 00:00:00+00:00,-0.007415005241657724
2015-02-28 00:00:00+00:00,-0.001309595583985801
2015-03-31 00:00:00+00:00,0.003721364604382771
2015-04-30 00:00:00+00:00,-0.003861786216990848
2015-05-31 00:00:00+00:00,0.012609659229682713
2015-06-30 00:00:00+00:00,0.013211078218870131
2015-07-31 00:00:00+00:00,0.004896283157568071
2015-08-31 00:00:00+00:00,0.0126890182398125
2015-09-30 00:00:00+00:00,-0.004441583810411265
2015-10-31 00:00:00+00:00,-0.01912708486959469
2015-11-30 00:00:00+00:00,-0.0017221197208433514
2015-12-31 00:00:00+00:00,-0.006910622965270008
2016-01-31 00:00:00+00:00,0.020332544160760246
2016-02-29 00:00:00+00:00,0.010383064190483626
2016-03-31 00:00:00+00:00,-0.01717091087112499
2016-04-30 00:00:00+00:00,0.005122585467545182
2016-05-31 00:00:00+00:00,0.0012113615839988157
2016-06-30 00:00:00+00:00,-0.00837928536112642
2016-07-31 00:00:00+00:00,-0.005516984931078439
2016-08-31 00:00:00+00:00,-0.0030180593274291567
2016-09-30 00:00:00+00:00,-0.00045813296295771355
2016-10-31 00:00:00+00:00,-0.005069336559834214
2016-11-30 00:00:00+00:00,0.012652205455398136
2016-12-31 00:00:00+00:00,0.003178651351323003
2017-01-31 00:00:00+00:00,-0.0022218985212251186
2017-02-28 00:00:00+00:00,0.010131409556557669
2017-03-31 00:00:00+00:00,0.002869709091931849
2017-04-30 00:00:00+00:00,0.002824169988701053
2017-05-31 00:00:00+00:00,-0.0010101702616144292
2017-06-30 00:00:00+00:00,-0.005331389285210375
2017-07-31 00:00:00+00:00,-0.010714123011361432
2017-08-31 00:00:00+00:00,0.006990735360227429
2017-09-30 00:00:00+00:00,0.004148943954757067
2017-10-31 00:00:00+00:00,0.009482529931287287
2017-11-30 00:00:00+00:00,0.007072627529476794
2017-12-31 00:00:00+00:00,-0.012640082913578987
2018-01-31 00:00:00+00:00,0.006170338620089089
2018-02-28 00:00:00+00:00,0.008664292415889063
2018-03-31 00:00:00+00:00,0.0005734374479344773
2018-04-30 00:00:00+00:00,-0.0018330995173218012
2018-05-31 00:00:00+00:00,-0.006705209144601598
2018-06-30 00:00:00+00:00,0.010335087520213948
2018-07-31 00:00:00+00:00,9.910353000464056e-07
2018-08-31 00:00:00+00:00,0.016054636136461742
