,USD,EUR,GBP,JPY,CAD,AUD,NZD,CHF
1920-03-01 00:00:00+00:00,15.4701573075,,,,,,,
1920-04-01 00:00:00+00:00,20.809273303,,,,,,,
1920-05-01 00:00:00+00:00,22.023520119,,,,,,,
1920-06-01 00:00:00+00:00,13.4495939816,,,,,,,
1920-07-01 00:00:00+00:00,15.699017656,,,,,,,
1920-08-01 00:00:00+00:00,9.8362320018,,,,,,,
1920-09-01 00:00:00+00:00,1.0317960468,,,,,,,
1920-10-01 00:00:00+00:00,0.0,,,,,,,
1920-11-01 00:00:00+00:00,-1.5547431097,,,,,,,
1920-12-01 00:00:00+00:00,-4.713019099,,,,,,,
1921-01-01 00:00:00+00:00,-11.1705910922,,,,,,,
1921-02-01 00:00:00+00:00,-17.8021464618,,,,,,,
1921-03-01 00:00:00+00:00,-29.1867304945,,,,,,,
1921-04-01 00:00:00+00:00,-30.6224347426,,,,,,,
1921-05-01 00:00:00+00:00,-31.2186373707,,,,,,,
1921-06-01 00:00:00+00:00,-27.318669999,,,,,,,
1921-07-01 00:00:00+00:00,-27.1358190969,,,,,,,
1921-08-01 00:00:00+00:00,-28.3571058789,,,,,,,
1921-09-01 00:00:00+00:00,-27.0415702812,,,,,,,
1921-10-01 00:00:00+00:00,-24.8722832089,,,,,,,
1921-11-01 00:00:00+00:00,-21.5785152723,,,,,,,
1921-12-01 00:00:00+00:00,-13.1876428894,,,,,,,
1922-01-01 00:00:00+00:00,-6.5867597621,,,,,,,
1922-02-01 00:00:00+00:00,-1.2725896775,,,,,,,
1922-03-01 00:00:00+00:00,8.7822748858,,,,,,,
1922-04-01 00:00:00+00:00,15.8611859416,,,,,,,
1922-05-01 00:00:00+00:00,25.5320268994,,,,,,,
1922-06-01 00:00:00+00:00,21.275811172,,,,,,,
1922-07-01 00:00:00+00:00,24.1388142653,,,,,,,
1922-08-01 00:00:00+00:00,31.2487106229,,,,,,,
1922-09-01 00:00:00+00:00,32.1690126394,,,,,,,
1922-10-01 00:00:00+00:00,24.999372805,,,,,,,
1922-11-01 00:00:00+00:00,30.8733363516,,,,,,,
1922-12-01 00:00:00+00:00,30.3819486727,,,,,,,
1923-01-01 00:00:00+00:00,37.8198872516,,,,,,,
1923-02-01 00:00:00+00:00,42.5799031208,,,,,,,
1923-03-01 00:00:00+00:00,34.1614192431,,,,,,,
1923-04-01 00:00:00+00:00,30.3572218466,,,,,,,
1923-05-01 00:00:00+00:00,27.682430418,,,,,,,
1923-06-01 00:00:00+00:00,35.088824225,,,,,,,
1923-07-01 00:00:00+00:00,29.997936856,,,,,,,
1923-08-01 00:00:00+00:00,22.7516552589,,,,,,,
1923-09-01 00:00:00+00:00,21.6925706364,,,,,,,
1923-10-01 00:00:00+00:00,22.1615544905,,,,,,,
1923-11-01 00:00:00+00:00,13.3329523209,,,,,,,
1923-12-01 00:00:00+00:00,6.7963440115,,,,,,,
1924-01-01 00:00:00+00:00,2.3266660325,,,,,,,
1924-02-01 00:00:00+00:00,-2.7155099796,,,,,,,
1924-03-01 00:00:00+00:00,1.8516925691,,,,,,,
1924-04-01 00:00:00+00:00,2.2841734593,,,,,,,
1924-05-01 00:00:00+00:00,-2.6538056438,,,,,,,
1924-06-01 00:00:00+00:00,-7.7922287323,,,,,,,
1924-07-01 00:00:00+00:00,-12.8201872593,,,,,,,
1924-08-01 00:00:00+00:00,-15.9479445807,,,,,,,
1924-09-01 00:00:00+00:00,-16.5210792065,,,,,,,
1924-10-01 00:00:00+00:00,-11.9462337286,,,,,,,
1924-11-01 00:00:00+00:00,-6.7870945153,,,,,,,
1924-12-01 00:00:00+00:00,-4.0917607426,,,,,,,
1925-01-01 00:00:00+00:00,-2.2737631574,,,,,,,
1925-02-01 00:00:00+00:00,2.7913082333,,,,,,,
1925-03-01 00:00:00+00:00,3.6377448124,,,,,,,
1925-04-01 00:00:00+00:00,1.7855367408,,,,,,,
1925-05-01 00:00:00+00:00,3.6359953407,,,,,,,
1925-06-01 00:00:00+00:00,7.9799847613,,,,,,,
1925-07-01 00:00:00+00:00,12.2551517955,,,,,,,
1925-08-01 00:00:00+00:00,16.4086156585,,,,,,,
1925-09-01 00:00:00+00:00,21.3535521081,,,,,,,
1925-10-01 00:00:00+00:00,15.0748329636,,,,,,,
1925-11-01 00:00:00+00:00,9.7077751398,,,,,,,
1925-12-01 00:00:00+00:00,11.375116466,,,,,,,
1926-01-01 00:00:00+00:00,11.6281479685,,,,,,,
1926-02-01 00:00:00+00:00,9.9546294601,,,,,,,
1926-03-01 00:00:00+00:00,4.8244970986,,,,,,,
1926-04-01 00:00:00+00:00,4.8244970986,,,,,,,
1926-05-01 00:00:00+00:00,6.1405651722,,,,,,,
1926-06-01 00:00:00+00:00,5.2185425778,,,,,,,
1926-07-01 00:00:00+00:00,4.8034509532,,,,,,,
1926-08-01 00:00:00+00:00,7.0494886274,,,,,,,
1926-09-01 00:00:00+00:00,4.7209958295,,,,,,,
1926-10-01 00:00:00+00:00,7.8603399737,,,,,,,
1926-11-01 00:00:00+00:00,11.0621795474,,,,,,,
1926-12-01 00:00:00+00:00,6.807838185,,,,,,,
1927-01-01 00:00:00+00:00,4.1670535701,,,,,,,
1927-02-01 00:00:00+00:00,2.4696642266,,,,,,,
1927-03-01 00:00:00+00:00,3.7649361462,,,,,,,
1927-04-01 00:00:00+00:00,4.6024519383,,,,,,,
1927-05-01 00:00:00+00:00,4.5453847836,,,,,,,
1927-06-01 00:00:00+00:00,2.0655259821,,,,,,,
1927-07-01 00:00:00+00:00,3.7508124971,,,,,,,
1927-08-01 00:00:00+00:00,2.0570345801,,,,,,,
1927-09-01 00:00:00+00:00,0.4094180716,,,,,,,
1927-10-01 00:00:00+00:00,-0.8103923235,,,,,,,
1927-11-01 00:00:00+00:00,-3.9844350171,,,,,,,
1927-12-01 00:00:00+00:00,-5.9759128048,,,,,,,
1928-01-01 00:00:00+00:00,-5.6002020057,,,,,,,
1928-02-01 00:00:00+00:00,-4.8202834822,,,,,,,
1928-03-01 00:00:00+00:00,-2.4183886834,,,,,,,
1928-04-01 00:00:00+00:00,-2.400510982,,,,,,,
1928-05-01 00:00:00+00:00,-2.7668911647,,,,,,,
1928-06-01 00:00:00+00:00,-0.8103923235,,,,,,,
1928-07-01 00:00:00+00:00,-0.4026846869,,,,,,,
1928-08-01 00:00:00+00:00,0.8071279405,,,,,,,
1928-09-01 00:00:00+00:00,3.2665373604,,,,,,,
1928-10-01 00:00:00+00:00,5.3067968749,,,,,,,
1928-11-01 00:00:00+00:00,7.8850451023,,,,,,,
1928-12-01 00:00:00+00:00,12.2881556461,,,,,,,
1929-01-01 00:00:00+00:00,14.4062061348,,,,,,,
1929-02-01 00:00:00+00:00,16.0346610991,,,,,,,
1929-03-01 00:00:00+00:00,15.2888821197,,,,,,,
1929-04-01 00:00:00+00:00,13.933914641,,,,,,,
1929-05-01 00:00:00+00:00,13.4144500104,,,,,,,
1929-06-01 00:00:00+00:00,15.9188747904,,,,,,,
1929-07-01 00:00:00+00:00,16.5333932544,,,,,,,
