time,high_er_xs
2011-10-31 00:00:00+00:00,0.02434638084378471
2011-11-30 00:00:00+00:00,-0.02406934283611717
2011-12-31 00:00:00+00:00,0.0008133957256832858
2012-01-31 00:00:00+00:00,0.010909379242234563
2012-02-29 00:00:00+00:00,0.008839369628690363
2012-03-31 00:00:00+00:00,-0.013771170978023717
2012-04-30 00:00:00+00:00,-0.004827892276815349
2012-05-31 00:00:00+00:00,-0.02008084870985538
2012-06-30 00:00:00+00:00,0.009259289967861628
2012-07-31 00:00:00+00:00,0.0013851701518576842
2012-08-31 00:00:00+00:00,-0.0020422742723765763
2012-09-30 00:00:00+00:00,0.000808603307471234
2012-10-31 00:00:00+00:00,0.003990998510568833
2012-11-30 00:00:00+00:00,0.003221645604481571
2012-12-31 00:00:00+00:00,0.001495682602387527
2013-01-31 00:00:00+00:00,0.004008015712382074
2013-02-28 00:00:00+00:00,-0.007269152794006639
2013-03-31 00:00:00+00:00,-0.00774823694162996
2013-04-30 00:00:00+00:00,0.00228095775539372
2013-05-31 00:00:00+00:00,-0.0054509539513801775
2013-06-30 00:00:00+00:00,-0.002683541890063812
2013-07-31 00:00:00+00:00,0.010723590768517033
2013-08-31 00:00:00+00:00,-0.013073445593896227
2013-09-30 00:00:00+00:00,0.0013291870990723709
2013-10-31 00:00:00+00:00,2.8798140132790806e-05
2013-11-30 00:00:00+00:00,6.390956083590638e-05
2013-12-31 00:00:00+00:00,0.010496574615711296
2014-01-31 00:00:00+00:00,-0.002319203851428364
2014-02-28 00:00:00+00:00,0.005858136770607869
2014-03-31 00:00:00+00:00,0.0025980172260833267
2014-04-30 00:00:00+00:00,-0.004284904081812924
2014-05-31 00:00:00+00:00,-0.012321015808212765
2014-06-30 00:00:00+00:00,0.003846296997535692
2014-07-31 00:00:00+00:00,-0.004686508215979934
2014-08-31 00:00:00+00:00,-0.008686166385458827
2014-09-30 00:00:00+00:00,-0.002705004628998142
2014-10-31 00:00:00+00:00,-0.0019480042938238018
2014-11-30 00:00:00+00:00,0.010154998365123236
2014-12-31 00:00:00+00:00,0.009135818503478665
2015-01-31 00:00:00+00:00,0.028060138092336873
2015-02-28 00:00:00+00:00,-0.0022612599396101274
