time,gfcf_chg_xs
2011-10-31 00:00:00+00:00,-0.004123967189143207
2011-11-30 00:00:00+00:00,0.00897187454753512
2011-12-31 00:00:00+00:00,-6.125705499471223e-05
2012-01-31 00:00:00+00:00,0.01678169500934401
2012-02-29 00:00:00+00:00,0.005804158257337377
2012-03-31 00:00:00+00:00,-0.011386733740274102
2012-04-30 00:00:00+00:00,-0.005187930859973822
2012-05-31 00:00:00+00:00,0.007168008815419569
2012-06-30 00:00:00+00:00,0.001216354027040234
2012-07-31 00:00:00+00:00,0.009398442214501257
2012-08-31 00:00:00+00:00,-0.003919426032104822
2012-09-30 00:00:00+00:00,-0.004005073313619767
2012-10-31 00:00:00+00:00,0.001150583165244301
2012-11-30 00:00:00+00:00,-0.00031008435629986675
2012-12-31 00:00:00+00:00,0.002693647303163571
2013-01-31 00:00:00+00:00,-0.006790830032701534
2013-02-28 00:00:00+00:00,0.007427881730419861
2013-03-31 00:00:00+00:00,0.001423374670606714
2013-04-30 00:00:00+00:00,0.004027920814967834
2013-05-31 00:00:00+00:00,-0.009311601503653288
2013-06-30 00:00:00+00:00,0.011317818600922402
2013-07-31 00:00:00+00:00,0.009401238382859889
2013-08-31 00:00:00+00:00,-0.005926392787568124
2013-09-30 00:00:00+00:00,0.00205323446715977
2013-10-31 00:00:00+00:00,-0.0014427494017085207
2013-11-30 00:00:00+00:00,0.016220474433872534
2013-12-31 00:00:00+00:00,0.0037801424969672315
2014-01-31 00:00:00+00:00,0.006649191766743279
2014-02-28 00:00:00+00:00,8.055843370069482e-05
2014-03-31 00:00:00+00:00,-0.0015975593216335238
2014-04-30 00:00:00+00:00,-0.004254613174023647
2014-05-31 00:00:00+00:00,-0.007003198747495554
2014-06-30 00:00:00+00:00,-0.00604196697076087
2014-07-31 00:00:00+00:00,0.0032006346495385696
2014-08-31 00:00:00+00:00,-0.006332633775282592
2014-09-30 00:00:00+00:00,-0.009196787979988796
2014-10-31 00:00:00+00:00,0.002597060831449838
2014-11-30 00:00:00+00:00,-0.005883561858122666
2014-12-31 00:00:00+00:00,-0.010220065300574177
2015-01-31 00:00:00+00:00,0.0030496451399848468
2015-02-28 00:00:00+00:00,-0.016369346599988233
2015-03-31 00:00:00+00:00,-0.005064290047006592
2015-04-30 00:00:00+00:00,0.01002973983777844
2015-05-31 00:00:00+00:00,-0.0031297541747014046
2015-06-30 00:00:00+00:00,0.0035894183775067035
2015-07-31 00:00:00+00:00,-0.005869810914796325
2015-08-31 00:00:00+00:00,-0.009796443589223491
2015-09-30 00:00:00+00:00,-0.009622753163111453
2015-10-31 00:00:00+00:00,-0.015619053750572487
2015-11-30 00:00:00+00:00,-0.004368729947949457
2015-12-31 00:00:00+00:00,0.007844368051638684
2016-01-31 00:00:00+00:00,0.009878407262401856
2016-02-29 00:00:00+00:00,-0.009265256358311325
2016-03-31 00:00:00+00:00,-0.011989394737339176
2016-04-30 00:00:00+00:00,-0.01064232531440723
2016-05-31 00:00:00+00:00,0.011859895543889554
2016-06-30 00:00:00+00:00,0.01756604386510796
2016-07-31 00:00:00+00:00,0.006883610501916992
2016-08-31 00:00:00+00:00,-0.0013379910260016281
2016-09-30 00:00:00+00:00,0.005688514437709236
2016-10-31 00:00:00+00:00,0.016885915539142538
2016-11-30 00:00:00+00:00,0.0012643715285167723
2016-12-31 00:00:00+00:00,0.001234941126877942
2017-01-31 00:00:00+00:00,-0.005519434696169112
2017-02-28 00:00:00+00:00,-0.001007551176894328
2017-03-31 00:00:00+00:00,-0.00817698534694089
2017-04-30 00:00:00+00:00,-0.01744126460523232
2017-05-31 00:00:00+00:00,-0.007819600595113774
2017-06-30 00:00:00+00:00,0.0062166960916576475
2017-07-31 00:00:00+00:00,0.004463616473675325
2017-08-31 00:00:00+00:00,0.00803708173396811
2017-09-30 00:00:00+00:00,-0.012252273735865793
2017-10-31 00:00:00+00:00,0.003444839960216939
2017-11-30 00:00:00+00:00,-0.00904488261267622
2017-12-31 00:00:00+00:00,0.013692415611428643
2018-01-31 00:00:00+00:00,-0.008460417349105076
2018-02-28 00:00:00+00:00,-0.010340069418180109
2018-03-31 00:00:00+00:00,-0.004365758449472845
2018-04-30 00:00:00+00:00,0.00555941730537568
2018-05-31 00:00:00+00:00,0.004287160834674175
2018-06-30 00:00:00+00:00,-0.007140511476228073
2018-07-31 00:00:00+00:00,0.008507669861687717
2018-08-31 00:00:00+00:00,-0.004841238956603822
