time,bs_gap_120m
2018-04-30 00:00:00+00:00,0.011679465092426122
2018-05-31 00:00:00+00:00,0.011704376306900466
2018-06-30 00:00:00+00:00,-0.005529530183025266
2018-07-31 00:00:00+00:00,0.004384066656049956
2018-08-31 00:00:00+00:00,0.0020184281498205614
2018-09-30 00:00:00+00:00,0.007893720666577453
2018-10-31 00:00:00+00:00,-0.0005522619181547173
2018-11-30 00:00:00+00:00,-0.0043132748256353715
2018-12-31 00:00:00+00:00,-0.015047683441754
2019-01-31 00:00:00+00:00,0.015506835072000902
2019-02-28 00:00:00+00:00,0.004415774160672292
2019-03-31 00:00:00+00:00,-0.000903410426393636
2019-04-30 00:00:00+00:00,-0.0012787836660921315
2019-05-31 00:00:00+00:00,-0.0013356229515951723
2019-06-30 00:00:00+00:00,0.005784552939352761
2019-07-31 00:00:00+00:00,-0.008267082801606374
2019-08-31 00:00:00+00:00,-0.0034744818924717924
2019-09-30 00:00:00+00:00,0.008755725153971383
2019-10-31 00:00:00+00:00,0.0099363966427084
2019-11-30 00:00:00+00:00,0.002943414684440482
2019-12-31 00:00:00+00:00,0.002295627761569774
2020-01-31 00:00:00+00:00,0.0006190556845495632
2020-02-29 00:00:00+00:00,-0.0045827054364449005
2020-03-31 00:00:00+00:00,-0.02706632206377768
2020-04-30 00:00:00+00:00,0.006947838878333723
2020-05-31 00:00:00+00:00,-0.004588312867916833
2020-06-30 00:00:00+00:00,0.0025178142657009683
2020-07-31 00:00:00+00:00,-0.004283266513502748
2020-08-31 00:00:00+00:00,0.013665880791344565
2020-09-30 00:00:00+00:00,-0.010413321541881793
2020-10-31 00:00:00+00:00,-0.0010252715567369286
2020-11-30 00:00:00+00:00,0.006664628694199148
2020-12-31 00:00:00+00:00,0.0009681743896301498
2021-01-31 00:00:00+00:00,0.0062881286637783695
2021-02-28 00:00:00+00:00,0.013643858635897121
2021-03-31 00:00:00+00:00,0.016095519931035307
2021-04-30 00:00:00+00:00,-0.0037676988530535027
2021-05-31 00:00:00+00:00,0.008482846218187401
2021-06-30 00:00:00+00:00,-0.0024108874696099347
2021-07-31 00:00:00+00:00,-0.0034248778478440656
2021-08-31 00:00:00+00:00,-0.00020230940663978902
2021-09-30 00:00:00+00:00,-0.005568815670682126
2021-10-31 00:00:00+00:00,0.00811653406747892
2021-11-30 00:00:00+00:00,0.0060047344350890874
2021-12-31 00:00:00+00:00,0.0035704162086749314
2022-01-31 00:00:00+00:00,0.0015350897733150681
2022-02-28 00:00:00+00:00,0.0011254535456173276
2022-03-31 00:00:00+00:00,0.005629137940392326
2022-04-30 00:00:00+00:00,0.0002547018148415514
2022-05-31 00:00:00+00:00,0.004900093106202208
2022-06-30 00:00:00+00:00,0.005766129255589725
2022-07-31 00:00:00+00:00,-0.013183706907084147
2022-08-31 00:00:00+00:00,0.015631735756706844
2022-09-30 00:00:00+00:00,0.00762243211893554
2022-10-31 00:00:00+00:00,-0.012679203092689884
2022-11-30 00:00:00+00:00,0.0028933538038316
2022-12-31 00:00:00+00:00,0.01131983388941693
2023-01-31 00:00:00+00:00,-0.003426976170514573
2023-02-28 00:00:00+00:00,0.0006822686145924184
2023-03-31 00:00:00+00:00,0.00026548039966711734
2023-04-30 00:00:00+00:00,-0.001977423982475024
2023-05-31 00:00:00+00:00,-0.010122827710346227
2023-06-30 00:00:00+00:00,0.0012763305067640118
2023-07-31 00:00:00+00:00,-0.00488245812305399
2023-08-31 00:00:00+00:00,-0.00568932221009355
2023-09-30 00:00:00+00:00,0.019554151154094424
2023-10-31 00:00:00+00:00,-0.010917251027830477
2023-11-30 00:00:00+00:00,-0.012880224060701884
2023-12-31 00:00:00+00:00,0.011805170230001272
2024-01-31 00:00:00+00:00,-0.00505375452782586
2024-02-29 00:00:00+00:00,-0.0053610084322701645
2024-03-31 00:00:00+00:00,0.0029199217744506623
2024-04-30 00:00:00+00:00,-0.0036925363131168343
2024-05-31 00:00:00+00:00,-0.006198598128629329
2024-06-30 00:00:00+00:00,0.0035160124461808273
2024-07-31 00:00:00+00:00,-0.012963508467117246
2024-08-31 00:00:00+00:00,-0.0005450986549296877
2024-09-30 00:00:00+00:00,-0.009447000124126803
2024-10-31 00:00:00+00:00,0.0017799207048210253
2024-11-30 00:00:00+00:00,0.006413267294453684
2024-12-31 00:00:00+00:00,-0.006427597900574011
2025-01-31 00:00:00+00:00,-0.00025913669897548175
2025-02-28 00:00:00+00:00,-0.005666389162333418
2025-03-31 00:00:00+00:00,-0.010933546585874199
2025-04-30 00:00:00+00:00,0.005425622824534848
2025-05-31 00:00:00+00:00,-0.007287647739546488
2025-06-30 00:00:00+00:00,-0.0013996133668614519
2025-07-31 00:00:00+00:00,0.010048898723487687
2025-08-31 00:00:00+00:00,-0.006811301917561963
2025-09-30 00:00:00+00:00,-0.004632107567052124
2025-10-31 00:00:00+00:00,0.008546385266877898
2025-11-30 00:00:00+00:00,-0.0048258670437207885
2025-12-31 00:00:00+00:00,0.0033616619984724316
2026-01-31 00:00:00+00:00,-0.005164775539309607
2026-02-28 00:00:00+00:00,0.0045963314975314695
2026-03-31 00:00:00+00:00,0.0007627000918521976
2026-04-30 00:00:00+00:00,-0.0018219688091156705
2026-05-31 00:00:00+00:00,-0.0024624804975781345
2026-06-30 00:00:00+00:00,-0.0071709766591778745
2026-07-31 00:00:00+00:00,-0.001167041958440418
2026-08-31 00:00:00+00:00,0.0023704953427858833
2026-09-30 00:00:00+00:00,0.000599887401537158
