time,emp_ew
2011-10-31 00:00:00+00:00,-0.0008740164712988108
2011-11-30 00:00:00+00:00,-0.01150323832633482
2011-12-31 00:00:00+00:00,-0.006439228068105152
2012-01-31 00:00:00+00:00,-0.0011447692244680452
2012-02-29 00:00:00+00:00,0.0051047444207010795
2012-03-31 00:00:00+00:00,-0.0004298836298671782
2012-04-30 00:00:00+00:00,-0.0038485177290549233
2012-05-31 00:00:00+00:00,-0.008896533571937315
2012-06-30 00:00:00+00:00,-0.0011572132912945898
2012-07-31 00:00:00+00:00,-0.007378181650166349
2012-08-31 00:00:00+00:00,0.002435473468763716
2012-09-30 00:00:00+00:00,-0.00510653176055198
2012-10-31 00:00:00+00:00,-0.0004247872472803449
2012-11-30 00:00:00+00:00,-0.0008091972411711224
2012-12-31 00:00:00+00:00,0.0015872532100060788
2013-01-31 00:00:00+00:00,-0.008536662019695274
2013-02-28 00:00:00+00:00,-0.003954600214237991
2013-03-31 00:00:00+00:00,0.004915831803159909
2013-04-30 00:00:00+00:00,-0.0006282601497318296
2013-05-31 00:00:00+00:00,0.0004937982996249257
2013-06-30 00:00:00+00:00,-0.001715327755506424
2013-07-31 00:00:00+00:00,-0.0038431695601605087
2013-08-31 00:00:00+00:00,0.0008591241881232836
2013-09-30 00:00:00+00:00,-0.009752633464550686
2013-10-31 00:00:00+00:00,-0.0008312097593559109
2013-11-30 00:00:00+00:00,-0.004152534711751588
2013-12-31 00:00:00+00:00,-0.0013173388136720199
2014-01-31 00:00:00+00:00,0.010026346685503285
2014-02-28 00:00:00+00:00,0.003872391299122313
2014-03-31 00:00:00+00:00,0.003524359062162974
2014-04-30 00:00:00+00:00,-0.002898939770520359
2014-05-31 00:00:00+00:00,-0.006393948780437975
2014-06-30 00:00:00+00:00,0.004309117395497886
2014-07-31 00:00:00+00:00,-0.0009466912954395612
2014-08-31 00:00:00+00:00,-0.006858658368513626
2014-09-30 00:00:00+00:00,-0.0013636315872079807
2014-10-31 00:00:00+00:00,-0.0022364491980996215
2014-11-30 00:00:00+00:00,0.004465643904837613
2014-12-31 00:00:00+00:00,0.0067641189645071265
2015-01-31 00:00:00+00:00,0.01541183861093498
2015-02-28 00:00:00+00:00,0.0006797608420934242
2015-03-31 00:00:00+00:00,-0.0028602642729341765
2015-04-30 00:00:00+00:00,0.004162771082061978
2015-05-31 00:00:00+00:00,-0.0035552944655499186
2015-06-30 00:00:00+00:00,-0.0017815147556713429
2015-07-31 00:00:00+00:00,-0.006466531872808101
2015-08-31 00:00:00+00:00,-0.0018735309354342977
2015-09-30 00:00:00+00:00,0.0008231690940121439
2015-10-31 00:00:00+00:00,0.003250627637437109
2015-11-30 00:00:00+00:00,0.00407726550728027
2015-12-31 00:00:00+00:00,-0.0024958455873286267
2016-01-31 00:00:00+00:00,-0.002980189159738522
2016-02-29 00:00:00+00:00,-0.005013599860010598
2016-03-31 00:00:00+00:00,0.008220948646293191
2016-04-30 00:00:00+00:00,-0.0023121011708734374
2016-05-31 00:00:00+00:00,-0.002100990051213003
2016-06-30 00:00:00+00:00,-0.0007370222229209356
2016-07-31 00:00:00+00:00,0.0026253778754330437
2016-08-31 00:00:00+00:00,0.0024705879867015224
2016-09-30 00:00:00+00:00,-0.0005533722467011559
2016-10-31 00:00:00+00:00,0.0024451198399022545
2016-11-30 00:00:00+00:00,-0.008557437441915838
2016-12-31 00:00:00+00:00,-0.001711283640762229
2017-01-31 00:00:00+00:00,0.0004782143796218108
2017-02-28 00:00:00+00:00,-0.006460387961160774
2017-03-31 00:00:00+00:00,-0.0023815244792678714
2017-04-30 00:00:00+00:00,-0.0019067878552878614
2017-05-31 00:00:00+00:00,0.0041213042379255604
2017-06-30 00:00:00+00:00,0.0063284776892083006
2017-07-31 00:00:00+00:00,0.0027211327710205957
