,USD,EUR,GBP,JPY,CAD,AUD,NZD,CHF
1955-07-01 00:00:00+00:00,0.9610885656,,,,,,,
1955-08-01 00:00:00+00:00,0.9610885656,,,,,,,
1955-09-01 00:00:00+00:00,0.9610885656,,,,,,,
1955-10-01 00:00:00+00:00,0.525508107,,,,,,,
1955-11-01 00:00:00+00:00,0.525508107,,,,,,,
1955-12-01 00:00:00+00:00,0.525508107,,,,,,,
1956-01-01 00:00:00+00:00,1.7117636468,,,,,,,
1956-02-01 00:00:00+00:00,1.7117636468,,,,,,,
1956-03-01 00:00:00+00:00,1.7117636468,,,,,,,
1956-04-01 00:00:00+00:00,2.2412025118,,,,,,,
1956-05-01 00:00:00+00:00,2.2412025118,,,,,,,
1956-06-01 00:00:00+00:00,2.2412025118,,,,,,,
1956-07-01 00:00:00+00:00,1.1824192528,,,,,,,
1956-08-01 00:00:00+00:00,1.1824192528,,,,,,,
1956-09-01 00:00:00+00:00,1.1824192528,,,,,,,
1956-10-01 00:00:00+00:00,0.794088906,,,,,,,
1956-11-01 00:00:00+00:00,0.794088906,,,,,,,
1956-12-01 00:00:00+00:00,0.794088906,,,,,,,
1957-01-01 00:00:00+00:00,0.0936774411,,,,,,,
1957-02-01 00:00:00+00:00,0.0936774411,,,,,,,
1957-03-01 00:00:00+00:00,0.0936774411,,,,,,,
1957-04-01 00:00:00+00:00,1.0444892731,,,,,,,
1957-05-01 00:00:00+00:00,1.0444892731,,,,,,,
1957-06-01 00:00:00+00:00,1.0444892731,,,,,,,
1957-07-01 00:00:00+00:00,1.0769116302,,,,,,,
1957-08-01 00:00:00+00:00,1.0769116302,,,,,,,
1957-09-01 00:00:00+00:00,1.0769116302,,,,,,,
1957-10-01 00:00:00+00:00,0.1148944066,,,,,,,
1957-11-01 00:00:00+00:00,0.1148944066,,,,,,,
1957-12-01 00:00:00+00:00,0.1148944066,,,,,,,
1958-01-01 00:00:00+00:00,0.1369455834,,,,,,,
1958-02-01 00:00:00+00:00,0.1369455834,,,,,,,
1958-03-01 00:00:00+00:00,0.1369455834,,,,,,,
1958-04-01 00:00:00+00:00,1.5693472725,,,,,,,
1958-05-01 00:00:00+00:00,1.5693472725,,,,,,,
1958-06-01 00:00:00+00:00,1.5693472725,,,,,,,
1958-07-01 00:00:00+00:00,-0.8554117761,,,,,,,
1958-08-01 00:00:00+00:00,-0.8554117761,,,,,,,
1958-09-01 00:00:00+00:00,-0.8554117761,,,,,,,
1958-10-01 00:00:00+00:00,0.2484674239,,,,,,,
1958-11-01 00:00:00+00:00,0.2484674239,,,,,,,
1958-12-01 00:00:00+00:00,0.2484674239,,,,,,,
1959-01-01 00:00:00+00:00,-0.3776109743,,,,,,,
1959-02-01 00:00:00+00:00,-0.3776109743,,,,,,,
