time,cu_chg_xs
2011-10-31 00:00:00+00:00,-0.028853137042972987
2011-11-30 00:00:00+00:00,0.016056714812630712
2011-12-31 00:00:00+00:00,-0.004146829038946809
2012-01-31 00:00:00+00:00,-0.003330446765780537
2012-02-29 00:00:00+00:00,-0.005153574717284726
2012-03-31 00:00:00+00:00,0.004913689994449966
2012-04-30 00:00:00+00:00,0.00046515451575568356
2012-05-31 00:00:00+00:00,0.013962514996607833
2012-06-30 00:00:00+00:00,0.0050647891876469675
2012-07-31 00:00:00+00:00,0.0013210418633957666
2012-08-31 00:00:00+00:00,-0.009457323212362367
2012-09-30 00:00:00+00:00,0.007303047578835153
2012-10-31 00:00:00+00:00,-0.002713044597377312
2012-11-30 00:00:00+00:00,-0.0018468514350227228
2012-12-31 00:00:00+00:00,-0.0008978103697442341
2013-01-31 00:00:00+00:00,0.007133258535895415
2013-02-28 00:00:00+00:00,0.0063839944039347785
2013-03-31 00:00:00+00:00,-0.0049903803730957375
2013-04-30 00:00:00+00:00,0.008611362631860908
2013-05-31 00:00:00+00:00,-0.0149217647956017
2013-06-30 00:00:00+00:00,0.01627263766089948
2013-07-31 00:00:00+00:00,0.0076570124096364545
2013-08-31 00:00:00+00:00,-0.0010521586719202114
2013-09-30 00:00:00+00:00,-0.012866601250355436
2013-10-31 00:00:00+00:00,-0.004891457635585517
2013-11-30 00:00:00+00:00,0.011161043076475252
2013-12-31 00:00:00+00:00,-0.002771254788972888
2014-01-31 00:00:00+00:00,-0.0065773814145341225
2014-02-28 00:00:00+00:00,0.0028352316346147433
2014-03-31 00:00:00+00:00,-0.008178030413158344
2014-04-30 00:00:00+00:00,0.003829156168360104
2014-05-31 00:00:00+00:00,0.006135862593403596
2014-06-30 00:00:00+00:00,0.004787186171955948
2014-07-31 00:00:00+00:00,-0.007532178875166329
2014-08-31 00:00:00+00:00,-0.009964271512766687
2014-09-30 00:00:00+00:00,0.008607801885294197
2014-10-31 00:00:00+00:00,0.0037798331110985295
2014-11-30 00:00:00+00:00,0.00329723036794749
2014-12-31 00:00:00+00:00,0.009637514433227024
2015-01-31 00:00:00+00:00,0.00220702152826302
2015-02-28 00:00:00+00:00,0.002280491007839336
2015-03-31 00:00:00+00:00,-0.0026325161593496738
2015-04-30 00:00:00+00:00,-0.0053028598034929875
2015-05-31 00:00:00+00:00,-0.006786323690205598
2015-06-30 00:00:00+00:00,0.013871652549180435
2015-07-31 00:00:00+00:00,0.0002936512692637283
2015-08-31 00:00:00+00:00,0.013846848978934512
2015-09-30 00:00:00+00:00,-0.0015640820931055455
2015-10-31 00:00:00+00:00,-0.003425489246232649
2015-11-30 00:00:00+00:00,-0.010967023725771186
2015-12-31 00:00:00+00:00,0.006530749162642291
2016-01-31 00:00:00+00:00,-0.018249306782162078
2016-02-29 00:00:00+00:00,-0.012665989810512146
2016-03-31 00:00:00+00:00,-0.01457695759377109
2016-04-30 00:00:00+00:00,-0.004768440318964284
