symbol,timeframe,strategy,data_source,bars_total,bars_research,bars_holdout,range_start,range_end,params,wf_mode,folds,is_return,oos_return,oos_max_dd,oos_daily_dd,oos_sharpe,oos_trades,oos_gates_pass,oos_profitable,overfit_oos_weaker,anchored_oos_return,anchored_gates_pass,holdout_return,holdout_max_dd,holdout_daily_dd,holdout_sharpe,holdout_trades,holdout_gates_pass,holdout_profitable_and_gates,ftmo_golive_candidate,baseline_oos_return,baseline_gates_pass
EURUSD,H4,hybrid_regime,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""max_hold"": 0, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,0.0038410449580063492,0.0007709398414184006,0.017304516949593486,0.014359345060076448,-0.1532411919232907,80,True,True,True,0.0007709398414184006,True,-0.04749568734578247,0.05548087873336937,0.010053999388558586,-0.9958534197099057,81,True,False,False,-0.0011894726788777542,True
EURUSD,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 24, ""max_hold"": 20, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.02385579886568852,-0.00019364272283192311,0.04518254874011458,0.02150711992574419,0.16581094187294232,54,True,False,True,-0.00019364272283192311,True,-0.07637312785012529,0.08064654578968751,0.01510238044738784,-3.9155862819158176,16,True,False,False,-0.002420667988490478,True
GBPUSD,H4,hybrid_regime,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 20, ""max_hold"": 0, ""rsi_high"": 70, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,0.017568811836718667,0.002999772853851552,0.027796204883030442,0.017347094819205378,0.27902381464404896,91,True,True,True,0.002999772853851552,True,-0.021433724278032362,0.05117017286213733,0.016935567103794746,-0.27110542536595117,108,True,False,False,0.0037125996148958612,True
GBPUSD,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""max_hold"": 20, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,-0.03911855863124598,0.002076485554701867,0.08098880055253162,0.024827459389277648,0.18633875906166286,29,True,True,False,0.002076485554701867,True,-0.07644976135635151,0.07974114944839282,0.0246913771493097,-2.8640306627800864,13,True,False,False,0.0006907619042690301,True
USDJPY,H4,hybrid_regime,approximate_non_ftmo,4435,2852,1583,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 20, ""max_hold"": 0, ""rsi_high"": 70, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,0.016369240970244458,0.0028169848219373544,0.03886770768955428,0.018632287437139603,0.5550564943244192,89,True,True,True,0.0028169848219373544,True,-0.0977275815541171,0.09853970616197866,0.012142599707107583,-2.565319636994832,50,True,False,False,0.00018650073248924082,True
USDJPY,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 24, ""max_hold"": 20, ""rsi_high"": 70, ""rsi_low"": 30, ""session_hours"": null}",rolling,21,0.06872201072792608,0.005811384793583505,0.06403727113516498,0.02584921145463042,0.7370874370990653,44,True,True,True,0.005811384793583505,True,0.012256810674787788,0.02118180376635897,0.011059571809883055,0.8368277363686797,10,True,True,False,0.0056034405814352805,True
AUDUSD,H4,hybrid_regime,approximate_non_ftmo,4452,2863,1589,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 20, ""max_hold"": 0, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,-0.012112514321702437,-0.003195138826074357,0.05144725952148452,0.01912287960597445,-0.6893365347481143,101,True,False,False,-0.003195138826074357,True,-0.03265323606355697,0.0717995675776996,0.011793737817491783,-0.6478742869003764,114,True,False,False,-0.002375285836628725,True
AUDUSD,D1,hybrid_regime,approximate_non_ftmo,5290,5030,260,2006-05-16 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 20, ""max_hold"": 20, ""rsi_high"": 65, ""rsi_low"": 30, ""session_hours"": null}",rolling,53,-0.0021635060114646235,-0.0018602533126264198,0.07743635569053732,0.027881926909855394,-0.6644065462015448,113,True,False,False,-0.0018602533126264198,True,0.024622525476726054,0.026896490774468543,0.01598888635635376,1.361048240598068,17,True,True,False,-8.839251160075027e-05,True
USDCAD,H4,hybrid_regime,approximate_non_ftmo,4452,2863,1589,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 24, ""max_hold"": 0, ""rsi_high"": 65, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,-0.007186368999652087,0.0007515479655711783,0.03334395139621054,0.027524998936548365,0.26599080924196444,73,True,True,False,0.0007515479655711783,True,0.016306351906431704,0.033313127233269346,0.00915293778759151,0.45143636168641477,93,True,True,False,0.0013091644633452418,True
USDCAD,D1,hybrid_regime,approximate_non_ftmo,5981,5721,260,2003-09-17 00:00:00+00:00,2026-09-15 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""max_hold"": 20, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,62,-0.0004842080443337592,0.0030093215112020435,0.062423736649255095,0.02168908388986878,0.05835445964124052,107,True,True,False,0.0030093215112020435,True,-0.0029808331814230593,0.02953897391322787,0.011668070757471869,-0.19648830761276875,19,True,False,False,0.0014369803175271765,True
USDCHF,H4,hybrid_regime,approximate_non_ftmo,4438,2851,1587,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""max_hold"": 0, ""rsi_high"": 65, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,-0.0009551185329402366,0.0012288932050557033,0.02540073862500074,0.013231251632698986,-0.39557464445546797,69,True,True,False,0.0012288932050557033,True,-0.0326721221653401,0.045515638186540454,0.01245345506852027,-0.6298984330311458,76,True,False,False,0.00011602617816460239,True
USDCHF,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-14 23:00:00+00:00,2026-09-14 23:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 20, ""max_hold"": 20, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.019444118928170804,-0.004984914430113195,0.08553636618505596,0.016854437398609735,-0.3058289964119482,50,True,False,True,-0.004984914430113195,True,0.0052070036592537505,0.031039620552338776,0.012026531895548833,0.3288268875424849,12,True,True,False,-0.0033356159075132426,True
