time,high_ival_z_xs
2017-07-31 00:00:00+00:00,0.004960204955767766
2017-08-31 00:00:00+00:00,-0.00242998376156367
2017-09-30 00:00:00+00:00,-0.002623711308127552
2017-10-31 00:00:00+00:00,0.00441952670145751
2017-11-30 00:00:00+00:00,-0.004050202004095449
2017-12-31 00:00:00+00:00,-0.012300494000142326
2018-01-31 00:00:00+00:00,-0.0007257610680885263
2018-02-28 00:00:00+00:00,0.010830721132685017
2018-03-31 00:00:00+00:00,0.006476653947184774
2018-04-30 00:00:00+00:00,0.0038210588909537435
2018-05-31 00:00:00+00:00,-0.004171328703846067
2018-06-30 00:00:00+00:00,7.304266013297145e-05
2018-07-31 00:00:00+00:00,-0.002560291460047104
2018-08-31 00:00:00+00:00,-0.012905382878300009
2018-09-30 00:00:00+00:00,-0.005167786569512112
2018-10-31 00:00:00+00:00,-0.0019500593070425065
2018-11-30 00:00:00+00:00,-0.012758575845249753
2018-12-31 00:00:00+00:00,0.008450074090604831
2019-01-31 00:00:00+00:00,0.0006565317157272155
2019-02-28 00:00:00+00:00,0.0017592235880983242
2019-03-31 00:00:00+00:00,0.002225945065812418
2019-04-30 00:00:00+00:00,-0.0023637386064762067
2019-05-31 00:00:00+00:00,-0.009495447323450978
2019-06-30 00:00:00+00:00,-0.004727124398070992
2019-07-31 00:00:00+00:00,-0.004069184554205574
2019-08-31 00:00:00+00:00,-0.017405594832179405
2019-09-30 00:00:00+00:00,-0.002158281752048352
2019-10-31 00:00:00+00:00,-0.003608417011267684
2019-11-30 00:00:00+00:00,0.007329009285840904
2019-12-31 00:00:00+00:00,-0.003618738197660898
2020-01-31 00:00:00+00:00,0.0015735352982289008
2020-02-29 00:00:00+00:00,-0.0006746306136076186
2020-03-31 00:00:00+00:00,-0.010245258828325943
2020-04-30 00:00:00+00:00,0.00994470114260304
2020-05-31 00:00:00+00:00,-0.0002170895328733602
2020-06-30 00:00:00+00:00,-0.0012309228507689784
2020-07-31 00:00:00+00:00,-0.002370638932878255
2020-08-31 00:00:00+00:00,-0.005952923206462235
2020-09-30 00:00:00+00:00,-0.0005845315237041904
2020-10-31 00:00:00+00:00,0.0034014771592525417
2020-11-30 00:00:00+00:00,-0.006604650215069285
2020-12-31 00:00:00+00:00,-0.0013435505689404215
2021-01-31 00:00:00+00:00,-0.005205026472373309
2021-02-28 00:00:00+00:00,0.008141911251063227
2021-03-31 00:00:00+00:00,0.004913584403887228
2021-04-30 00:00:00+00:00,-0.00257106041777444
2021-05-31 00:00:00+00:00,-0.009111067665518724
2021-06-30 00:00:00+00:00,0.0075906087451997895
2021-07-31 00:00:00+00:00,-0.002201445940864355
2021-08-31 00:00:00+00:00,-0.002735110464821555
2021-09-30 00:00:00+00:00,-0.0047712791402863
2021-10-31 00:00:00+00:00,-0.003239053002511705
2021-11-30 00:00:00+00:00,0.011506179572914776
2021-12-31 00:00:00+00:00,-0.0064425393067639725
2022-01-31 00:00:00+00:00,-0.0018356590766244185
2022-02-28 00:00:00+00:00,0.0009028947769280649
2022-03-31 00:00:00+00:00,-0.016464258426399647
2022-04-30 00:00:00+00:00,0.003096112145026142
2022-05-31 00:00:00+00:00,0.0004857964446445262
2022-06-30 00:00:00+00:00,-0.011113359920195465
2022-07-31 00:00:00+00:00,-0.01408152460323242
2022-08-31 00:00:00+00:00,-0.008022864691729081
2022-09-30 00:00:00+00:00,0.01177835939341243
2022-10-31 00:00:00+00:00,0.0030096730261783833
2022-11-30 00:00:00+00:00,0.01185119879300256
2022-12-31 00:00:00+00:00,0.0039659322087373106
2023-01-31 00:00:00+00:00,-0.0007914056473805609
2023-02-28 00:00:00+00:00,-0.004591016452565877
2023-03-31 00:00:00+00:00,0.00720863361998747
2023-04-30 00:00:00+00:00,0.006180627030097252
2023-05-31 00:00:00+00:00,-0.007287470185106115
2023-06-30 00:00:00+00:00,0.005367340985247715
2023-07-31 00:00:00+00:00,-0.0027134314751000588
2023-08-31 00:00:00+00:00,0.00314959953837346
2023-09-30 00:00:00+00:00,0.010499836107937144
2023-10-31 00:00:00+00:00,-0.00035391016910468753
2023-11-30 00:00:00+00:00,0.0041445767693797375
2023-12-31 00:00:00+00:00,0.00012975619788080373
2024-01-31 00:00:00+00:00,-0.013181065158924476
2024-02-29 00:00:00+00:00,0.006154598173990111
2024-03-31 00:00:00+00:00,-0.004082164548302236
2024-04-30 00:00:00+00:00,-0.0060936440926580016
2024-05-31 00:00:00+00:00,0.003560932699632202
2024-06-30 00:00:00+00:00,-0.0030682513704920478
2024-07-31 00:00:00+00:00,0.01169233332166053
2024-08-31 00:00:00+00:00,-0.00013227737669352368
2024-09-30 00:00:00+00:00,0.008653806340855441
2024-10-31 00:00:00+00:00,0.0034554483542030834
2024-11-30 00:00:00+00:00,-0.006629975016371525
2024-12-31 00:00:00+00:00,-0.0007265253891732826
2025-01-31 00:00:00+00:00,-0.0007508135787748227
2025-02-28 00:00:00+00:00,-0.0030393063330805825
2025-03-31 00:00:00+00:00,-0.006360775107782546
2025-04-30 00:00:00+00:00,0.0037460654694358997
2025-05-31 00:00:00+00:00,-0.002261421948522191
2025-06-30 00:00:00+00:00,0.004352042626770025
2025-07-31 00:00:00+00:00,-0.0044799909809020155
2025-08-31 00:00:00+00:00,0.008836006069633529
2025-09-30 00:00:00+00:00,0.005188974841490612
2025-10-31 00:00:00+00:00,0.0015085929648666063
2025-11-30 00:00:00+00:00,0.003935919285909417
2025-12-31 00:00:00+00:00,1.8406669841208867e-05
2026-01-31 00:00:00+00:00,0.002561718840091931
2026-02-28 00:00:00+00:00,-0.0007957358223060762
2026-03-31 00:00:00+00:00,0.005741834005710267
2026-04-30 00:00:00+00:00,-0.003127959437603134
2026-05-31 00:00:00+00:00,-0.00192509047840006
2026-06-30 00:00:00+00:00,0.0043729224663651145
2026-07-31 00:00:00+00:00,-0.0055740688541420225
2026-08-31 00:00:00+00:00,0.0006413782604166585
2026-09-30 00:00:00+00:00,0.004113530042859637
