time,rr_z_xs
2011-10-31 00:00:00+00:00,0.0038728473740494707
2011-11-30 00:00:00+00:00,-0.006029522975129931
2011-12-31 00:00:00+00:00,-0.0035752264188719796
2012-01-31 00:00:00+00:00,0.007723904065234155
2012-02-29 00:00:00+00:00,0.005812294385438177
2012-03-31 00:00:00+00:00,-0.003202199729753108
2012-04-30 00:00:00+00:00,-0.007182790639596703
2012-05-31 00:00:00+00:00,-0.010014701872528287
2012-06-30 00:00:00+00:00,0.010053783345634448
2012-07-31 00:00:00+00:00,-0.0007920365557404496
2012-08-31 00:00:00+00:00,-0.0077443100577501145
2012-09-30 00:00:00+00:00,0.006183129350275207
2012-10-31 00:00:00+00:00,-0.0006754315770041153
2012-11-30 00:00:00+00:00,-0.0009254482585109303
2012-12-31 00:00:00+00:00,0.001742027373691668
2013-01-31 00:00:00+00:00,-0.0038852271682827677
2013-02-28 00:00:00+00:00,0.0026278545374802675
2013-03-31 00:00:00+00:00,0.00715787634646059
2013-04-30 00:00:00+00:00,0.002076696628020125
2013-05-31 00:00:00+00:00,0.004461182683903608
2013-06-30 00:00:00+00:00,0.0048942603182720035
2013-07-31 00:00:00+00:00,0.016671389993202723
2013-08-31 00:00:00+00:00,-0.011581935155243972
2013-09-30 00:00:00+00:00,0.010308807415939425
2013-10-31 00:00:00+00:00,-0.009295053429439926
2013-11-30 00:00:00+00:00,0.00767929320981553
2013-12-31 00:00:00+00:00,-0.00020935622962070521
2014-01-31 00:00:00+00:00,-0.01288698543194633
2014-02-28 00:00:00+00:00,0.004833732372601318
2014-03-31 00:00:00+00:00,-0.007608561526788904
2014-04-30 00:00:00+00:00,0.004426054867467499
2014-05-31 00:00:00+00:00,-0.007819041221269196
2014-06-30 00:00:00+00:00,0.004164417583866209
2014-07-31 00:00:00+00:00,-0.005437686219752269
2014-08-31 00:00:00+00:00,-0.01010111694437843
2014-09-30 00:00:00+00:00,-0.0047050769205680965
2014-10-31 00:00:00+00:00,-0.002813436853712048
2014-11-30 00:00:00+00:00,0.004728187439454246
2014-12-31 00:00:00+00:00,0.004421115264122699
2015-01-31 00:00:00+00:00,-0.005041198619016751
2015-02-28 00:00:00+00:00,0.01671040408673341
2015-03-31 00:00:00+00:00,-0.015578296318931262
2015-04-30 00:00:00+00:00,0.013879172876913648
2015-05-31 00:00:00+00:00,-0.011124424723657156
2015-06-30 00:00:00+00:00,-0.008500637816465262
2015-07-31 00:00:00+00:00,0.007849164021245691
2015-08-31 00:00:00+00:00,-0.013810043263603577
2015-09-30 00:00:00+00:00,0.002157113386118459
2015-10-31 00:00:00+00:00,0.018066346869550554
2015-11-30 00:00:00+00:00,-0.0041475951062910354
2015-12-31 00:00:00+00:00,-0.0035641447654314318
2016-01-31 00:00:00+00:00,-0.014613542374474542
2016-02-29 00:00:00+00:00,-0.005655635338944864
2016-03-31 00:00:00+00:00,0.0010625649898412526
2016-04-30 00:00:00+00:00,-0.002019188225538815
2016-05-31 00:00:00+00:00,0.007747277599961855
2016-06-30 00:00:00+00:00,-0.021588032698035886
2016-07-31 00:00:00+00:00,-0.0008393083103340748
2016-08-31 00:00:00+00:00,0.0032265671960989284
2016-09-30 00:00:00+00:00,-0.004729149069417016
2016-10-31 00:00:00+00:00,-0.013148471918166038
2016-11-30 00:00:00+00:00,-0.011968448748351679
2016-12-31 00:00:00+00:00,-0.0023234563307469314
