time,soft_ew7_cip
2011-10-31 00:00:00+00:00,0.006287768491050727
2011-11-30 00:00:00+00:00,-0.0011247454027895065
2011-12-31 00:00:00+00:00,0.005313539108579013
2012-01-31 00:00:00+00:00,0.0023747683613684067
2012-02-29 00:00:00+00:00,-0.0010220880048475989
2012-03-31 00:00:00+00:00,0.0019085784387324889
2012-04-30 00:00:00+00:00,0.0027753027769465977
2012-05-31 00:00:00+00:00,0.0008355892966047662
2012-06-30 00:00:00+00:00,-0.00037221533615383606
2012-07-31 00:00:00+00:00,0.0021226080957770233
2012-08-31 00:00:00+00:00,0.0013928892593713105
2012-09-30 00:00:00+00:00,0.00203547008960836
2012-10-31 00:00:00+00:00,0.0012724331871241112
2012-11-30 00:00:00+00:00,0.0009708886743575729
2012-12-31 00:00:00+00:00,0.0020838735118586804
2013-01-31 00:00:00+00:00,-0.002018453645579288
2013-02-28 00:00:00+00:00,0.0002504899793143167
2013-03-31 00:00:00+00:00,-0.0039460005613746185
2013-04-30 00:00:00+00:00,0.0031653756006428946
2013-05-31 00:00:00+00:00,0.00606496728905781
2013-06-30 00:00:00+00:00,0.005372886510552677
2013-07-31 00:00:00+00:00,0.0017471283285745987
2013-08-31 00:00:00+00:00,0.0018922543546335824
2013-09-30 00:00:00+00:00,0.00047156115254542996
2013-10-31 00:00:00+00:00,-0.000979002418126873
2013-11-30 00:00:00+00:00,0.0012028692032157728
2013-12-31 00:00:00+00:00,0.00039058364230193376
2014-01-31 00:00:00+00:00,0.0025320062061233717
2014-02-28 00:00:00+00:00,-0.00028973680521993117
2014-03-31 00:00:00+00:00,0.002767817149554652
2014-04-30 00:00:00+00:00,-1.0783274396963805e-05
2014-05-31 00:00:00+00:00,0.0024187923100966735
2014-06-30 00:00:00+00:00,-0.00033334338616697323
2014-07-31 00:00:00+00:00,0.00034616849301194463
2014-08-31 00:00:00+00:00,0.0027522494433522837
2014-09-30 00:00:00+00:00,0.006241765142863009
2014-10-31 00:00:00+00:00,0.0009411206498657343
2014-11-30 00:00:00+00:00,0.0027457835298685396
2014-12-31 00:00:00+00:00,0.0005707978668987312
2015-01-31 00:00:00+00:00,0.005506382089328854
2015-02-28 00:00:00+00:00,-0.006828351759886164
2015-03-31 00:00:00+00:00,0.003405462656290492
2015-04-30 00:00:00+00:00,-0.00024409850763162932
2015-05-31 00:00:00+00:00,-6.643303776554532e-05
2015-06-30 00:00:00+00:00,0.00028076957582023887
2015-07-31 00:00:00+00:00,0.000931731632955124
2015-08-31 00:00:00+00:00,0.004323566992471939
2015-09-30 00:00:00+00:00,0.00039835271194199606
2015-10-31 00:00:00+00:00,-0.0013379316998671786
2015-11-30 00:00:00+00:00,0.0012715194987436007
2015-12-31 00:00:00+00:00,-0.00040667019407092386
2016-01-31 00:00:00+00:00,0.006106526212231067
2016-02-29 00:00:00+00:00,0.006053408398521309
2016-03-31 00:00:00+00:00,-0.002031676931213644
2016-04-30 00:00:00+00:00,0.0005006604642154855
2016-05-31 00:00:00+00:00,-0.003821284192322194
2016-06-30 00:00:00+00:00,0.009021261203828734
2016-07-31 00:00:00+00:00,-0.00012531982856156532
2016-08-31 00:00:00+00:00,-0.0018151243184577615
2016-09-30 00:00:00+00:00,-0.002466927976614519
2016-10-31 00:00:00+00:00,-0.00013650315712010475
2016-11-30 00:00:00+00:00,0.0042668898019606605
2016-12-31 00:00:00+00:00,0.0019027104736475398
2017-01-31 00:00:00+00:00,0.0033418825186852796
2017-02-28 00:00:00+00:00,0.0015934601976885787
2017-03-31 00:00:00+00:00,-0.001482949799993638
2017-04-30 00:00:00+00:00,-7.524163434569076e-05
2017-05-31 00:00:00+00:00,-0.0014128499679273432
2017-06-30 00:00:00+00:00,0.002652926107824305
2017-07-31 00:00:00+00:00,0.003429092344543916
2017-08-31 00:00:00+00:00,-0.0019434529056885363
2017-09-30 00:00:00+00:00,0.0030335739139235596
2017-10-31 00:00:00+00:00,0.000784927741403374
2017-11-30 00:00:00+00:00,0.0011817542308278917
2017-12-31 00:00:00+00:00,-0.0008805903725782604
2018-01-31 00:00:00+00:00,0.0014648498605933646
2018-02-28 00:00:00+00:00,0.005375624144498881
2018-03-31 00:00:00+00:00,-0.0018298479900649145
2018-04-30 00:00:00+00:00,-0.001086999732972882
2018-05-31 00:00:00+00:00,0.005305687197182163
2018-06-30 00:00:00+00:00,-0.0004484038414311886
2018-07-31 00:00:00+00:00,0.00041630844528062205
2018-08-31 00:00:00+00:00,0.0006618574870189686
2018-09-30 00:00:00+00:00,0.0006105711261763513
2018-10-31 00:00:00+00:00,0.0023225559306312427
