time,soft_gpr_cool
2016-10-31 00:00:00+00:00,-0.0005588675869317994
2016-11-30 00:00:00+00:00,0.006010176837576875
2016-12-31 00:00:00+00:00,0.0020355133113674206
2017-01-31 00:00:00+00:00,0.001465339990508241
2017-02-28 00:00:00+00:00,0.0012531061609608596
2017-03-31 00:00:00+00:00,-0.0015009819009735859
2017-04-30 00:00:00+00:00,0.00019502818998584637
2017-05-31 00:00:00+00:00,-0.002182881623358446
2017-06-30 00:00:00+00:00,0.003121274611288971
2017-07-31 00:00:00+00:00,0.0034123009648412417
2017-08-31 00:00:00+00:00,-0.0006536424067857816
2017-09-30 00:00:00+00:00,0.0022375523195570235
2017-10-31 00:00:00+00:00,0.0010776022940341967
2017-11-30 00:00:00+00:00,0.0007507926576679758
2017-12-31 00:00:00+00:00,-0.0012208938843965012
2018-01-31 00:00:00+00:00,0.0020080922763698883
2018-02-28 00:00:00+00:00,0.005060668690710202
2018-03-31 00:00:00+00:00,-0.0023611224941079145
2018-04-30 00:00:00+00:00,-0.0016648162855320559
2018-05-31 00:00:00+00:00,0.005349921476718089
2018-06-30 00:00:00+00:00,-0.00021286498455486136
2018-07-31 00:00:00+00:00,0.0003313588072118012
2018-08-31 00:00:00+00:00,-0.0006751058829230772
2018-09-30 00:00:00+00:00,-1.571489816576399e-05
2018-10-31 00:00:00+00:00,0.00111201098985525
2018-11-30 00:00:00+00:00,0.00020251685186134516
2018-12-31 00:00:00+00:00,-0.003063688647408247
2019-01-31 00:00:00+00:00,-0.0019017718623595137
2019-02-28 00:00:00+00:00,-0.0004551747895973346
2019-03-31 00:00:00+00:00,-0.0006889474605634716
2019-04-30 00:00:00+00:00,-0.0002754061002966379
2019-05-31 00:00:00+00:00,-0.005434299394991515
2019-06-30 00:00:00+00:00,-0.000624724936133525
2019-07-31 00:00:00+00:00,-0.004316938268805526
2019-08-31 00:00:00+00:00,0.002288651961447341
2019-09-30 00:00:00+00:00,0.0021066143118588787
2019-10-31 00:00:00+00:00,0.0029933372440875683
2019-11-30 00:00:00+00:00,-0.00025689575238285745
2019-12-31 00:00:00+00:00,-0.00010728944572091503
2020-01-31 00:00:00+00:00,-0.001672229918075363
2020-02-29 00:00:00+00:00,0.0007258939789605012
2020-03-31 00:00:00+00:00,0.0026097652166900964
2020-04-30 00:00:00+00:00,-0.0005352504791891199
2020-05-31 00:00:00+00:00,0.0068700407556336884
2020-06-30 00:00:00+00:00,0.002599700917865988
2020-07-31 00:00:00+00:00,4.4466898373229924e-05
2020-08-31 00:00:00+00:00,-0.0002097950941508664
2020-09-30 00:00:00+00:00,-0.005211328055456321
2020-10-31 00:00:00+00:00,-0.00027060781181120763
2020-11-30 00:00:00+00:00,0.006515055345277743
2020-12-31 00:00:00+00:00,0.0009971724807169569
2021-01-31 00:00:00+00:00,0.005535867719664189
2021-02-28 00:00:00+00:00,0.007708714538691819
2021-03-31 00:00:00+00:00,0.007711763337252764
2021-04-30 00:00:00+00:00,0.0003056362211832919
2021-05-31 00:00:00+00:00,0.0038108443972890704
2021-06-30 00:00:00+00:00,0.0030150389065188854
2021-07-31 00:00:00+00:00,-0.00036365558184747737
2021-08-31 00:00:00+00:00,-0.0023117035749073978
2021-09-30 00:00:00+00:00,0.0017174498353873524
2021-10-31 00:00:00+00:00,-0.0033088281415226684
2021-11-30 00:00:00+00:00,0.0013032492399431828
2021-12-31 00:00:00+00:00,-0.00030241567348965326
2022-01-31 00:00:00+00:00,-0.0017383593413785592
2022-02-28 00:00:00+00:00,0.0009549204152425883
2022-03-31 00:00:00+00:00,0.004728586649624944
2022-04-30 00:00:00+00:00,0.000906256789900306
2022-05-31 00:00:00+00:00,-0.0010129584964896354
2022-06-30 00:00:00+00:00,0.0008577781504666149
2022-07-31 00:00:00+00:00,-0.0020077662244784023
2022-08-31 00:00:00+00:00,0.002379717643176349
2022-09-30 00:00:00+00:00,0.0022602889650182867
2022-10-31 00:00:00+00:00,-0.001287217343667102
2022-11-30 00:00:00+00:00,0.00539758112812061
2022-12-31 00:00:00+00:00,0.004501866196483073
2023-01-31 00:00:00+00:00,-0.0025790290242263536
2023-02-28 00:00:00+00:00,0.003923809472796913
2023-03-31 00:00:00+00:00,-0.0009805277932239953
2023-04-30 00:00:00+00:00,0.0006059356774985591
2023-05-31 00:00:00+00:00,-0.002336530786869351
2023-06-30 00:00:00+00:00,0.005109718293228482
2023-07-31 00:00:00+00:00,-0.003526099707263808
2023-08-31 00:00:00+00:00,-0.0013849390837507025
2023-09-30 00:00:00+00:00,0.003901153162138904
2023-10-31 00:00:00+00:00,-0.0019437542197988655
2023-11-30 00:00:00+00:00,0.0011452893549181997
2023-12-31 00:00:00+00:00,-0.003332216520329001
2024-01-31 00:00:00+00:00,0.0006844464007704776
2024-02-29 00:00:00+00:00,0.00480707692497262
2024-03-31 00:00:00+00:00,0.0022374889768039807
2024-04-30 00:00:00+00:00,0.006945354701862305
2024-05-31 00:00:00+00:00,0.0017924881695490225
2024-06-30 00:00:00+00:00,-0.0011016455026181537
2024-07-31 00:00:00+00:00,0.002579428246862081
2024-08-31 00:00:00+00:00,-0.001341776672406203
2024-09-30 00:00:00+00:00,-0.00037809606585792466
2024-10-31 00:00:00+00:00,-0.001292253225958273
2024-11-30 00:00:00+00:00,-0.0018228896973000452
2024-12-31 00:00:00+00:00,-0.001206631427567606
2025-01-31 00:00:00+00:00,-0.0019234768150763193
2025-02-28 00:00:00+00:00,-0.000866654468229533
2025-03-31 00:00:00+00:00,0.0008807771563115185
2025-04-30 00:00:00+00:00,0.003211123514121228
2025-05-31 00:00:00+00:00,0.00017195509690215438
2025-06-30 00:00:00+00:00,0.001802712295104758
2025-07-31 00:00:00+00:00,0.001559610667172251
2025-08-31 00:00:00+00:00,0.001873423358812909
2025-09-30 00:00:00+00:00,0.00011675486346507391
2025-10-31 00:00:00+00:00,-0.001369962333264474
2025-11-30 00:00:00+00:00,0.000716627216844179
2025-12-31 00:00:00+00:00,-0.0017132749572045247
2026-01-31 00:00:00+00:00,-0.0021758607577859745
2026-02-28 00:00:00+00:00,7.328365552505822e-05
2026-03-31 00:00:00+00:00,0.0012067301472997727
2026-04-30 00:00:00+00:00,0.0014333359152267633
2026-05-31 00:00:00+00:00,0.0003891134981852673
2026-06-30 00:00:00+00:00,-0.0003273140899646698
2026-07-31 00:00:00+00:00,0.002092860241429406
2026-08-31 00:00:00+00:00,0.0038038454314022196
2026-09-30 00:00:00+00:00,-0.0005543199848802027
