time,soft_gpr_cool
2011-10-31 00:00:00+00:00,0.0057095009352450266
2011-11-30 00:00:00+00:00,0.0005218430255677919
2011-12-31 00:00:00+00:00,0.0055943640954896345
2012-01-31 00:00:00+00:00,-0.00013729534022188794
2012-02-29 00:00:00+00:00,-0.00013983931250460824
2012-03-31 00:00:00+00:00,0.0025276940808693915
2012-04-30 00:00:00+00:00,0.00207227360733353
2012-05-31 00:00:00+00:00,-0.0020946937600592186
2012-06-30 00:00:00+00:00,-0.002151127076767012
2012-07-31 00:00:00+00:00,-0.0005487884955949207
2012-08-31 00:00:00+00:00,0.005680750381261035
2012-09-30 00:00:00+00:00,0.001394123617736609
2012-10-31 00:00:00+00:00,0.0018484178406681373
2012-11-30 00:00:00+00:00,-5.5549014729150414e-05
2012-12-31 00:00:00+00:00,0.0027488575996077458
2013-01-31 00:00:00+00:00,-0.002457302179109555
2013-02-28 00:00:00+00:00,0.0005759522537087669
2013-03-31 00:00:00+00:00,-0.006124580746073138
2013-04-30 00:00:00+00:00,0.005811019655031391
2013-05-31 00:00:00+00:00,0.0053816770158219285
2013-06-30 00:00:00+00:00,0.00860531100726103
2013-07-31 00:00:00+00:00,0.001539025443631603
2013-08-31 00:00:00+00:00,0.002696874928848292
2013-09-30 00:00:00+00:00,1.3841765924116345e-05
2013-10-31 00:00:00+00:00,-0.0013396226309857484
2013-11-30 00:00:00+00:00,0.002212278806505541
2013-12-31 00:00:00+00:00,-0.0016098846003093081
2014-01-31 00:00:00+00:00,0.0009963209232366488
2014-02-28 00:00:00+00:00,1.9564670039162735e-05
2014-03-31 00:00:00+00:00,0.0013915989627748537
2014-04-30 00:00:00+00:00,0.0008286805675039588
2014-05-31 00:00:00+00:00,0.0013120643383948138
2014-06-30 00:00:00+00:00,0.00039203795710629485
2014-07-31 00:00:00+00:00,-0.0009000215669463518
2014-08-31 00:00:00+00:00,0.0013747609064183042
2014-09-30 00:00:00+00:00,0.000934628574664309
2014-10-31 00:00:00+00:00,0.0002615263361880338
2014-11-30 00:00:00+00:00,0.003927374030039399
2014-12-31 00:00:00+00:00,-0.0013073273585408884
2015-01-31 00:00:00+00:00,0.01204613328320292
2015-02-28 00:00:00+00:00,-0.008372872165588907
2015-03-31 00:00:00+00:00,0.003932889664367778
2015-04-30 00:00:00+00:00,-0.00035089494930040654
2015-05-31 00:00:00+00:00,0.002435964162628812
2015-06-30 00:00:00+00:00,0.001763859900701048
2015-07-31 00:00:00+00:00,0.0011331557676168558
2015-08-31 00:00:00+00:00,0.006861483015349723
2015-09-30 00:00:00+00:00,9.337174240964252e-05
2015-10-31 00:00:00+00:00,-0.004236663189652656
2015-11-30 00:00:00+00:00,-0.0029891285817650326
2015-12-31 00:00:00+00:00,6.608066137969715e-05
2016-01-31 00:00:00+00:00,0.005247100078195288
2016-02-29 00:00:00+00:00,0.00806856708272674
2016-03-31 00:00:00+00:00,-0.005464050671092235
2016-04-30 00:00:00+00:00,0.0003312732507034788
2016-05-31 00:00:00+00:00,-0.004614045736916927
2016-06-30 00:00:00+00:00,0.014322769416484693
2016-07-31 00:00:00+00:00,-0.0002751495172329532
2016-08-31 00:00:00+00:00,-0.002488748060079371
2016-09-30 00:00:00+00:00,-0.003207801051638204
