time,low_housing_xs
2011-10-31 00:00:00+00:00,0.01820828844704203
2011-11-30 00:00:00+00:00,0.002402546246614623
2011-12-31 00:00:00+00:00,0.009955643770585443
2012-01-31 00:00:00+00:00,-0.0034535850843765425
2012-02-29 00:00:00+00:00,-0.0006579845341918578
2012-03-31 00:00:00+00:00,-0.0068734196086597255
2012-04-30 00:00:00+00:00,-0.004271298802208778
2012-05-31 00:00:00+00:00,-0.0026690723265376803
2012-06-30 00:00:00+00:00,-0.0011572566554903796
2012-07-31 00:00:00+00:00,-0.006119120068659556
2012-08-31 00:00:00+00:00,-0.00480913257851967
2012-09-30 00:00:00+00:00,-0.0029983430191161675
2012-10-31 00:00:00+00:00,-0.003231768224773335
2012-11-30 00:00:00+00:00,-0.0004535744422544674
2012-12-31 00:00:00+00:00,0.0012797128045711759
2013-01-31 00:00:00+00:00,-0.000421417008256042
2013-02-28 00:00:00+00:00,-0.005692735320115383
2013-03-31 00:00:00+00:00,-0.012815796510063926
2013-04-30 00:00:00+00:00,-0.010716968640729574
2013-05-31 00:00:00+00:00,-0.00676413011966237
2013-06-30 00:00:00+00:00,0.00298809558416413
2013-07-31 00:00:00+00:00,0.011832784762529913
2013-08-31 00:00:00+00:00,0.007444924357980165
2013-09-30 00:00:00+00:00,-0.0075401097731799815
2013-10-31 00:00:00+00:00,0.0008416716068786467
2013-11-30 00:00:00+00:00,0.00969713574995601
2013-12-31 00:00:00+00:00,0.0035751368515934967
2014-01-31 00:00:00+00:00,-0.011749481863050582
2014-02-28 00:00:00+00:00,-0.0071795481736360856
2014-03-31 00:00:00+00:00,-0.014792441862433225
2014-04-30 00:00:00+00:00,0.005066850875395934
2014-05-31 00:00:00+00:00,0.0006224712395674903
2014-06-30 00:00:00+00:00,-0.005497661379869956
2014-07-31 00:00:00+00:00,-0.00030619671512532864
2014-08-31 00:00:00+00:00,-0.0006254171362433114
2014-09-30 00:00:00+00:00,0.015996595289068827
2014-10-31 00:00:00+00:00,0.002736426507584433
2014-11-30 00:00:00+00:00,0.001536349824269534
2014-12-31 00:00:00+00:00,-0.009778526836792922
2015-01-31 00:00:00+00:00,-0.00034265038302983
2015-02-28 00:00:00+00:00,-0.009261245658934603
2015-03-31 00:00:00+00:00,-0.00465725549907714
2015-04-30 00:00:00+00:00,0.004663302054809915
2015-05-31 00:00:00+00:00,-0.0052332995859283304
2015-06-30 00:00:00+00:00,-0.00814626468876467
2015-07-31 00:00:00+00:00,0.012815401590261066
2015-08-31 00:00:00+00:00,0.02233480339032079
2015-09-30 00:00:00+00:00,0.005431822253801899
2015-10-31 00:00:00+00:00,-0.0181807435806568
2015-11-30 00:00:00+00:00,0.004344828932536515
2015-12-31 00:00:00+00:00,-0.014062651659926373
2016-01-31 00:00:00+00:00,0.017325402614584595
2016-02-29 00:00:00+00:00,0.0018998986129812323
2016-03-31 00:00:00+00:00,0.006003490792646282
2016-04-30 00:00:00+00:00,0.006225858080411095
2016-05-31 00:00:00+00:00,-0.012260977370930681
2016-06-30 00:00:00+00:00,-0.002848785591421321
2016-07-31 00:00:00+00:00,-0.0008054687620405732
2016-08-31 00:00:00+00:00,-0.005164300430973268
2016-09-30 00:00:00+00:00,0.001261427157645878
2016-10-31 00:00:00+00:00,-0.006197649181378773
2016-11-30 00:00:00+00:00,-0.003741311253204316
2016-12-31 00:00:00+00:00,0.0030441186716629876
2017-01-31 00:00:00+00:00,-0.004008720268901422
2017-02-28 00:00:00+00:00,0.008806862351020461
2017-03-31 00:00:00+00:00,-0.006643665983888991
2017-04-30 00:00:00+00:00,0.010752832594529638
2017-05-31 00:00:00+00:00,-0.004558530548894435
2017-06-30 00:00:00+00:00,-0.004235791935736977
2017-07-31 00:00:00+00:00,0.0028028222656448776
2017-08-31 00:00:00+00:00,-0.011654844146769316
2017-09-30 00:00:00+00:00,0.0037387212573363193
2017-10-31 00:00:00+00:00,-0.005305780408633609
