time,fiscal_surplus_xs
2011-10-31 00:00:00+00:00,0.012570367041710329
2011-11-30 00:00:00+00:00,-0.01623642859759067
2011-12-31 00:00:00+00:00,-0.0013198638507857519
2012-01-31 00:00:00+00:00,0.003233579213937965
2012-02-29 00:00:00+00:00,0.005145377188633615
2012-03-31 00:00:00+00:00,-0.004342255705283127
2012-04-30 00:00:00+00:00,-0.003558556214838915
2012-05-31 00:00:00+00:00,-0.015008748792650906
2012-06-30 00:00:00+00:00,-0.0005469519319262206
2012-07-31 00:00:00+00:00,0.0019947946740515032
2012-08-31 00:00:00+00:00,0.0051181650633309594
2012-09-30 00:00:00+00:00,0.0027692270050567735
2012-10-31 00:00:00+00:00,-0.00014107566240506575
2012-11-30 00:00:00+00:00,0.002353638228789201
2012-12-31 00:00:00+00:00,0.0005303148928270662
2013-01-31 00:00:00+00:00,0.010149594401053896
2013-02-28 00:00:00+00:00,-0.0029705910914196165
2013-03-31 00:00:00+00:00,-0.005548052894396083
2013-04-30 00:00:00+00:00,0.003923926416653067
2013-05-31 00:00:00+00:00,-0.003193533853018349
2013-06-30 00:00:00+00:00,-0.005342641671194248
2013-07-31 00:00:00+00:00,0.011469951910957121
2013-08-31 00:00:00+00:00,-0.012746544896292455
2013-09-30 00:00:00+00:00,-0.00023762625104084556
2013-10-31 00:00:00+00:00,0.0023726817933045208
2013-11-30 00:00:00+00:00,-0.009579776076259483
2013-12-31 00:00:00+00:00,-7.490414053512584e-05
2014-01-31 00:00:00+00:00,-0.016320427398331172
2014-02-28 00:00:00+00:00,0.00048473759459422006
2014-03-31 00:00:00+00:00,0.003164673915559524
2014-04-30 00:00:00+00:00,0.0005165897890644366
2014-05-31 00:00:00+00:00,0.00033654085695000724
2014-06-30 00:00:00+00:00,-0.00022398583742111455
2014-07-31 00:00:00+00:00,-0.00783198660443618
2014-08-31 00:00:00+00:00,0.00015549331268305266
2014-09-30 00:00:00+00:00,-0.011399082620018652
2014-10-31 00:00:00+00:00,0.0032127959277787888
2014-11-30 00:00:00+00:00,-0.0019300565694482241
2014-12-31 00:00:00+00:00,-0.009419960405095296
2015-01-31 00:00:00+00:00,-0.030038624637217626
2015-02-28 00:00:00+00:00,-0.006378470001189851
2015-03-31 00:00:00+00:00,-0.004633161693034515
2015-04-30 00:00:00+00:00,0.014516532579835983
2015-05-31 00:00:00+00:00,-0.012441094812459808
2015-06-30 00:00:00+00:00,-0.0027128644194511775
2015-07-31 00:00:00+00:00,-0.013478679680751116
2015-08-31 00:00:00+00:00,0.0077392871120323115
2015-09-30 00:00:00+00:00,-0.0006134952617558032
2015-10-31 00:00:00+00:00,-0.004347062517618738
2015-11-30 00:00:00+00:00,-0.008762111725422517
2015-12-31 00:00:00+00:00,0.002572291188884801
2016-01-31 00:00:00+00:00,0.004853591483208408
2016-02-29 00:00:00+00:00,0.017356751227737943
2016-03-31 00:00:00+00:00,0.011580082602036468
2016-04-30 00:00:00+00:00,0.003646127458611037
2016-05-31 00:00:00+00:00,-0.012963836193667255
2016-06-30 00:00:00+00:00,0.02158672567004638
2016-07-31 00:00:00+00:00,0.0012329941939519529
2016-08-31 00:00:00+00:00,0.00026249764946384424
2016-09-30 00:00:00+00:00,0.001598949571984143
2016-10-31 00:00:00+00:00,0.012995389491260445
2016-11-30 00:00:00+00:00,0.004341172725004228
2016-12-31 00:00:00+00:00,0.01001488325900679
2017-01-31 00:00:00+00:00,0.00016040684951534878
2017-02-28 00:00:00+00:00,-0.0053039178859054514
2017-03-31 00:00:00+00:00,-0.003270920126202337
2017-04-30 00:00:00+00:00,-0.010616090144006773
2017-05-31 00:00:00+00:00,0.010442672200927205
2017-06-30 00:00:00+00:00,0.006726497519627728
2017-07-31 00:00:00+00:00,0.005232602995467683
2017-08-31 00:00:00+00:00,-0.001001175756822903
2017-09-30 00:00:00+00:00,-0.0009141019629268499
2017-10-31 00:00:00+00:00,0.0015307783238247552
2017-11-30 00:00:00+00:00,-0.0014013486914418172
2017-12-31 00:00:00+00:00,0.005559785648033833
2018-01-31 00:00:00+00:00,0.0055244492705268655
2018-02-28 00:00:00+00:00,-0.007367752992158527
2018-03-31 00:00:00+00:00,-0.0017015123659896991
2018-04-30 00:00:00+00:00,-0.003920055498701003
2018-05-31 00:00:00+00:00,-0.0060659588450260316
2018-06-30 00:00:00+00:00,4.699189924695091e-05
2018-07-31 00:00:00+00:00,0.003892183412026684
2018-08-31 00:00:00+00:00,-0.008102072108215008
2018-09-30 00:00:00+00:00,0.001005509931862436
2018-10-31 00:00:00+00:00,-0.006201935291392013
2018-11-30 00:00:00+00:00,0.01284159556243325
2018-12-31 00:00:00+00:00,-0.008839670665471089
2019-01-31 00:00:00+00:00,-0.003357525350621615
2019-02-28 00:00:00+00:00,-0.0015362499575651833
2019-03-31 00:00:00+00:00,-0.0004323771573808699
2019-04-30 00:00:00+00:00,-0.0006260037892581449
2019-05-31 00:00:00+00:00,-0.009069209925991806
2019-06-30 00:00:00+00:00,-0.0008769310628833349
2019-07-31 00:00:00+00:00,-0.009774828867918584
2019-08-31 00:00:00+00:00,-0.00793518020898365
2019-09-30 00:00:00+00:00,0.00011292123506234653
2019-10-31 00:00:00+00:00,0.01144583720496839
2019-11-30 00:00:00+00:00,-0.004059139480312224
2019-12-31 00:00:00+00:00,0.007219380468957981
2020-01-31 00:00:00+00:00,-0.011565549979804968
