time,value_vix_cool
2018-04-30 00:00:00+00:00,0.0032636051477874517
2018-05-31 00:00:00+00:00,0.002106253957258053
2018-06-30 00:00:00+00:00,-0.006515572116576274
2018-07-31 00:00:00+00:00,-0.00028543693159810424
2018-08-31 00:00:00+00:00,-0.010783482697654612
2018-09-30 00:00:00+00:00,0.004184927326989385
2018-10-31 00:00:00+00:00,0.0010510543822352947
2018-11-30 00:00:00+00:00,0.0032529153821225787
2018-12-31 00:00:00+00:00,-0.004907223313819653
2019-01-31 00:00:00+00:00,0.011707146771807508
2019-02-28 00:00:00+00:00,0.004008441165958887
2019-03-31 00:00:00+00:00,-0.00461618638575223
2019-04-30 00:00:00+00:00,0.004328533288397773
2019-05-31 00:00:00+00:00,-0.011900065091537182
2019-06-30 00:00:00+00:00,-0.001309703112899463
2019-07-31 00:00:00+00:00,-0.0024871173007120495
2019-08-31 00:00:00+00:00,-0.006645581796715039
2019-09-30 00:00:00+00:00,0.007260646967610862
2019-10-31 00:00:00+00:00,0.010185096218018108
2019-11-30 00:00:00+00:00,-0.00024962849106424656
2019-12-31 00:00:00+00:00,0.011547861455680541
2020-01-31 00:00:00+00:00,-0.017239344253368705
2020-02-29 00:00:00+00:00,-0.004107523078748732
2020-03-31 00:00:00+00:00,-0.013148782989552465
2020-04-30 00:00:00+00:00,0.007453904469582495
2020-05-31 00:00:00+00:00,0.004664313156397926
2020-06-30 00:00:00+00:00,0.012814919170567762
2020-07-31 00:00:00+00:00,0.0005529390048679694
2020-08-31 00:00:00+00:00,0.005862743233294276
2020-09-30 00:00:00+00:00,-0.0047415217231095985
2020-10-31 00:00:00+00:00,-0.002745582091810639
2020-11-30 00:00:00+00:00,0.016905343302673792
2020-12-31 00:00:00+00:00,0.009707162474496434
2021-01-31 00:00:00+00:00,0.004430448598109926
2021-02-28 00:00:00+00:00,0.01606110826203566
2021-03-31 00:00:00+00:00,0.0012128342826622784
2021-04-30 00:00:00+00:00,-0.0018201737702420173
2021-05-31 00:00:00+00:00,-0.008035877172154482
2021-06-30 00:00:00+00:00,0.0016228048784683313
2021-07-31 00:00:00+00:00,-0.005755551876898024
2021-08-31 00:00:00+00:00,0.006154515937533356
2021-09-30 00:00:00+00:00,-0.0006768792435465354
2021-10-31 00:00:00+00:00,0.008402735536919836
2021-11-30 00:00:00+00:00,-0.01305292669213265
2021-12-31 00:00:00+00:00,0.0004066289614432783
2022-01-31 00:00:00+00:00,-0.008195613381823508
2022-02-28 00:00:00+00:00,0.0022975344021183286
2022-03-31 00:00:00+00:00,0.0016008859721348134
2022-04-30 00:00:00+00:00,-0.008237812246561393
2022-05-31 00:00:00+00:00,-0.0005232207711797221
2022-06-30 00:00:00+00:00,-0.005175224579675453
2022-07-31 00:00:00+00:00,-0.004816818410167123
2022-08-31 00:00:00+00:00,0.002096685342282356
2022-09-30 00:00:00+00:00,-0.006155041614622436
2022-10-31 00:00:00+00:00,0.0067385081253472645
2022-11-30 00:00:00+00:00,0.01067568395953522
2022-12-31 00:00:00+00:00,0.006839800822007858
2023-01-31 00:00:00+00:00,0.007406650229849765
2023-02-28 00:00:00+00:00,-0.004983666825171151
2023-03-31 00:00:00+00:00,0.00864105960028283
2023-04-30 00:00:00+00:00,-0.007035097257155676
2023-05-31 00:00:00+00:00,-0.00935730554150005
2023-06-30 00:00:00+00:00,-0.0025740744123977644
2023-07-31 00:00:00+00:00,0.0007375475691144828
2023-08-31 00:00:00+00:00,-0.008544183337761413
2023-09-30 00:00:00+00:00,0.005718433821155777
2023-10-31 00:00:00+00:00,-0.010650793507789524
2023-11-30 00:00:00+00:00,0.0087331201329226
2023-12-31 00:00:00+00:00,-0.0003322357781846419
2024-01-31 00:00:00+00:00,-0.006614804719875855
2024-02-29 00:00:00+00:00,0.002615486711530668
2024-03-31 00:00:00+00:00,0.002592671154705295
2024-04-30 00:00:00+00:00,0.0011553617904205282
2024-05-31 00:00:00+00:00,0.008790485978838136
2024-06-30 00:00:00+00:00,0.002283988925823044
2024-07-31 00:00:00+00:00,-0.01800764636004637
2024-08-31 00:00:00+00:00,0.0008345978689783262
2024-09-30 00:00:00+00:00,-0.0009620278821449446
2024-10-31 00:00:00+00:00,-0.002544229753237981
2024-11-30 00:00:00+00:00,0.002131372743880977
2024-12-31 00:00:00+00:00,-0.008928743349725932
2025-01-31 00:00:00+00:00,-0.00042359151462967315
2025-02-28 00:00:00+00:00,-0.003144099186873861
2025-03-31 00:00:00+00:00,-0.004412568881179135
2025-04-30 00:00:00+00:00,-9.712727922350783e-05
2025-05-31 00:00:00+00:00,-0.002389663788220253
2025-06-30 00:00:00+00:00,-0.00843317188029713
2025-07-31 00:00:00+00:00,0.00016181905860124246
2025-08-31 00:00:00+00:00,-0.002243728013465729
2025-09-30 00:00:00+00:00,-0.006733274829521574
2025-10-31 00:00:00+00:00,-0.0023906306030960778
2025-11-30 00:00:00+00:00,-3.5186867315961656e-05
2025-12-31 00:00:00+00:00,0.0030301836437827134
2026-01-31 00:00:00+00:00,-0.003167606085212493
2026-02-28 00:00:00+00:00,-0.002511139825084552
2026-03-31 00:00:00+00:00,0.0043217857266433235
2026-04-30 00:00:00+00:00,0.004267515176861858
2026-05-31 00:00:00+00:00,-0.004869089519231262
2026-06-30 00:00:00+00:00,0.0029273299882901505
2026-07-31 00:00:00+00:00,0.004076070244263041
2026-08-31 00:00:00+00:00,0.0031160908930625286
2026-09-30 00:00:00+00:00,0.0015089651067849985
