time,fiscal_chg_xs
2011-10-31 00:00:00+00:00,-0.014176567445636223
2011-11-30 00:00:00+00:00,0.012463538889303738
2011-12-31 00:00:00+00:00,0.0035759742556757956
2012-01-31 00:00:00+00:00,-0.005379591859791866
2012-02-29 00:00:00+00:00,-0.005903374768268854
2012-03-31 00:00:00+00:00,0.012842927380606772
2012-04-30 00:00:00+00:00,0.006528213114243231
2012-05-31 00:00:00+00:00,0.009888120175534088
2012-06-30 00:00:00+00:00,-0.0012037681355744345
2012-07-31 00:00:00+00:00,-0.00772376173561673
2012-08-31 00:00:00+00:00,0.0037718988592569946
2012-09-30 00:00:00+00:00,0.009148520902725776
2012-10-31 00:00:00+00:00,0.006180089466935268
2012-11-30 00:00:00+00:00,-0.0018970628286401059
2012-12-31 00:00:00+00:00,0.0052959429753107745
2013-01-31 00:00:00+00:00,0.0027272506578934763
2013-02-28 00:00:00+00:00,-0.012499700263766345
2013-03-31 00:00:00+00:00,-0.007585209292528039
2013-04-30 00:00:00+00:00,0.010147727853794253
2013-05-31 00:00:00+00:00,-0.0014444503815753684
2013-06-30 00:00:00+00:00,-0.009267958757523065
2013-07-31 00:00:00+00:00,-0.009825628317961077
2013-08-31 00:00:00+00:00,0.00011147859614024647
2013-09-30 00:00:00+00:00,-0.005015372934910389
2013-10-31 00:00:00+00:00,0.01023263204610414
2013-11-30 00:00:00+00:00,-0.012594806244667578
2013-12-31 00:00:00+00:00,-0.005392830737753429
2014-01-31 00:00:00+00:00,0.008281594419774496
2014-02-28 00:00:00+00:00,0.0010699446874622431
2014-03-31 00:00:00+00:00,0.0073364200681063085
2014-04-30 00:00:00+00:00,-0.004666842180096609
2014-05-31 00:00:00+00:00,0.00011772547822297419
2014-06-30 00:00:00+00:00,0.0027253681680214914
2014-07-31 00:00:00+00:00,0.0044948440922703
2014-08-31 00:00:00+00:00,0.0005887121133512085
2014-09-30 00:00:00+00:00,-0.004867935324551875
2014-10-31 00:00:00+00:00,-0.0006404264822157391
2014-11-30 00:00:00+00:00,-0.006619681620026907
2014-12-31 00:00:00+00:00,-0.0006772978105610283
2015-01-31 00:00:00+00:00,0.018109594171856314
2015-02-28 00:00:00+00:00,0.007107301252315734
2015-03-31 00:00:00+00:00,-0.0014403130393706443
2015-04-30 00:00:00+00:00,-0.005026633483701026
2015-05-31 00:00:00+00:00,0.0042690491682564335
2015-06-30 00:00:00+00:00,-0.006166785796074659
2015-07-31 00:00:00+00:00,0.010132018591604286
2015-08-31 00:00:00+00:00,0.016834673415595525
2015-09-30 00:00:00+00:00,0.005987737545643634
2015-10-31 00:00:00+00:00,-0.010221830554574929
2015-11-30 00:00:00+00:00,-0.008196401673437936
2015-12-31 00:00:00+00:00,0.008277998488821048
2016-01-31 00:00:00+00:00,0.014598807798317015
2016-02-29 00:00:00+00:00,0.006869999074569311
2016-03-31 00:00:00+00:00,-0.01720772448143215
2016-04-30 00:00:00+00:00,-0.0038717124717561058
2016-05-31 00:00:00+00:00,0.010512286254079628
2016-06-30 00:00:00+00:00,-0.025863917635532196
2016-07-31 00:00:00+00:00,-0.004623471765995646
2016-08-31 00:00:00+00:00,0.0016826258190443255
2016-09-30 00:00:00+00:00,-0.004006724157694652
2016-10-31 00:00:00+00:00,-0.017217322666577273
2016-11-30 00:00:00+00:00,-0.008474667788230694
2016-12-31 00:00:00+00:00,-0.003224975649283368
2017-01-31 00:00:00+00:00,-0.008300313381046864
2017-02-28 00:00:00+00:00,-0.0013143574840067673
2017-03-31 00:00:00+00:00,0.006285098486495944
2017-04-30 00:00:00+00:00,0.02156256049276961
2017-05-31 00:00:00+00:00,-0.0009488039957424865
2017-06-30 00:00:00+00:00,0.0048513024764234025
2017-07-31 00:00:00+00:00,0.0005187387079095274
2017-08-31 00:00:00+00:00,-0.007671506492677782
2017-09-30 00:00:00+00:00,0.011149619100456531
2017-10-31 00:00:00+00:00,0.00019400314239659266
2017-11-30 00:00:00+00:00,-0.001781817019355425
2017-12-31 00:00:00+00:00,0.004120622774739013
2018-01-31 00:00:00+00:00,0.00891558306625928
2018-02-28 00:00:00+00:00,-0.008158867607263698
2018-03-31 00:00:00+00:00,-0.0009821034170680587
2018-04-30 00:00:00+00:00,-0.003976540540501339
2018-05-31 00:00:00+00:00,-0.0068331784504654935
2018-06-30 00:00:00+00:00,-0.001154488678114185
2018-07-31 00:00:00+00:00,-0.003717385724468558
2018-08-31 00:00:00+00:00,-0.007412705057373792
2018-09-30 00:00:00+00:00,-0.002154720125847831
2018-10-31 00:00:00+00:00,0.000267935032412403
2018-11-30 00:00:00+00:00,0.011489559547310568
2018-12-31 00:00:00+00:00,-0.005898999474381661
2019-01-31 00:00:00+00:00,0.0058096567635033125
2019-02-28 00:00:00+00:00,0.0026845751829100983
2019-03-31 00:00:00+00:00,0.0005932048413097579
2019-04-30 00:00:00+00:00,-0.000860677527308229
2019-05-31 00:00:00+00:00,-0.00905101927697849
2019-06-30 00:00:00+00:00,-0.005132180012867638
2019-07-31 00:00:00+00:00,0.00523613317233762
2019-08-31 00:00:00+00:00,0.006127510006559644
2019-09-30 00:00:00+00:00,-0.010384422954402783
2019-10-31 00:00:00+00:00,-0.009597649267773734
2019-11-30 00:00:00+00:00,-0.0029589991383101033
2019-12-31 00:00:00+00:00,-0.0023877803670293574
2020-01-31 00:00:00+00:00,-0.0006647098585043087
2020-02-29 00:00:00+00:00,0.004515650062643761
2020-03-31 00:00:00+00:00,0.027197126161439877
2020-04-30 00:00:00+00:00,-0.007019594883689639
2020-05-31 00:00:00+00:00,0.0044216697733472365
2020-06-30 00:00:00+00:00,-0.009877344287096301
2020-07-31 00:00:00+00:00,0.014518883501561053
2020-08-31 00:00:00+00:00,-0.007072540253061921
2020-09-30 00:00:00+00:00,-0.0004406609422317187
2020-10-31 00:00:00+00:00,0.0040511523538964145
2020-11-30 00:00:00+00:00,-0.005031106690763343
2020-12-31 00:00:00+00:00,-0.0017065442432244726
2021-01-31 00:00:00+00:00,0.0004272676896543981
2021-02-28 00:00:00+00:00,-0.0048669756803317865
2021-03-31 00:00:00+00:00,-0.005023235984971897
2021-04-30 00:00:00+00:00,-0.0003955027670652367
2021-05-31 00:00:00+00:00,0.0037550768149119396
2021-06-30 00:00:00+00:00,-0.007569067355710168
2021-07-31 00:00:00+00:00,-0.010894442222464495
2021-08-31 00:00:00+00:00,-0.0007336551603792651
2021-09-30 00:00:00+00:00,0.004021211437131189
2021-10-31 00:00:00+00:00,0.015775220522006972
2021-11-30 00:00:00+00:00,-0.011560677294726873
2021-12-31 00:00:00+00:00,0.0027887657870762084
2022-01-31 00:00:00+00:00,-0.006892394705617644
2022-02-28 00:00:00+00:00,0.008022899610274248
2022-03-31 00:00:00+00:00,0.03336033962976104
2022-04-30 00:00:00+00:00,0.012235429804941633
2022-05-31 00:00:00+00:00,-0.0010546432582400067
2022-06-30 00:00:00+00:00,0.0073386260037271445
2022-07-31 00:00:00+00:00,0.004883352745001179
2022-08-31 00:00:00+00:00,-0.00916835400110394
2022-09-30 00:00:00+00:00,-0.0023315269113703962
2022-10-31 00:00:00+00:00,0.011559763050827954
2022-11-30 00:00:00+00:00,-0.012233098269243237
2022-12-31 00:00:00+00:00,-0.008347904506070702
2023-01-31 00:00:00+00:00,-0.0059966981648525985
2023-02-28 00:00:00+00:00,0.0073120133218591565
2023-03-31 00:00:00+00:00,0.0015994049570995372
2023-04-30 00:00:00+00:00,0.004018104324500671
2023-05-31 00:00:00+00:00,0.00884677023026037
2023-06-30 00:00:00+00:00,-0.003215130075362116
2023-07-31 00:00:00+00:00,0.004047271369062688
2023-08-31 00:00:00+00:00,-0.0022520656361157965
2023-09-30 00:00:00+00:00,-0.005426557580089031
2023-10-31 00:00:00+00:00,0.0020471459470077225
2023-11-30 00:00:00+00:00,0.007781441218281282
2023-12-31 00:00:00+00:00,-0.0002930720780079943
2024-01-31 00:00:00+00:00,-0.0009609424443252079
2024-02-29 00:00:00+00:00,-0.001008274217354277
2024-03-31 00:00:00+00:00,0.0010985460776669065
2024-04-30 00:00:00+00:00,0.002727385766728263
2024-05-31 00:00:00+00:00,0.005038372254194012
2024-06-30 00:00:00+00:00,-0.0011416596377801236
2024-07-31 00:00:00+00:00,0.006902009193121339
2024-08-31 00:00:00+00:00,0.005439282193084871
2024-09-30 00:00:00+00:00,0.0010345352884053582
2024-10-31 00:00:00+00:00,-0.014551504010791194
2024-11-30 00:00:00+00:00,0.012744569105544779
2024-12-31 00:00:00+00:00,-0.01409593139777554
2025-01-31 00:00:00+00:00,0.0070089575364904455
2025-02-28 00:00:00+00:00,0.0037678935259441992
2025-03-31 00:00:00+00:00,-0.015790282914264653
2025-04-30 00:00:00+00:00,-0.0006321232324090209
2025-05-31 00:00:00+00:00,-0.004727664511039675
2025-06-30 00:00:00+00:00,-0.00817706123043227
2025-07-31 00:00:00+00:00,-0.00020852544880356483
2025-08-31 00:00:00+00:00,-0.0008934925082796363
2025-09-30 00:00:00+00:00,0.00108011925967344
2025-10-31 00:00:00+00:00,-0.0030299187632234492
2025-11-30 00:00:00+00:00,-0.006919038716759918
2025-12-31 00:00:00+00:00,-0.0015459708655699567
2026-01-31 00:00:00+00:00,0.006994787176722861
2026-02-28 00:00:00+00:00,0.006707954937638094
2026-03-31 00:00:00+00:00,-0.001334959076833675
2026-04-30 00:00:00+00:00,0.0023969516356228127
2026-05-31 00:00:00+00:00,2.8278757012722977e-05
2026-06-30 00:00:00+00:00,-0.005715055916064138
2026-07-31 00:00:00+00:00,0.0013548451721518973
2026-08-31 00:00:00+00:00,0.002127004649319364
2026-09-30 00:00:00+00:00,0.00931807027584064
