time,high_cons_z_xs
2017-05-31 00:00:00+00:00,-0.002241933941992902
2017-06-30 00:00:00+00:00,-5.168728032400871e-05
2017-07-31 00:00:00+00:00,-0.0019085469969537527
2017-08-31 00:00:00+00:00,0.012773608016336535
2017-09-30 00:00:00+00:00,-0.0018778635114544695
2017-10-31 00:00:00+00:00,0.00042723251171516985
2017-11-30 00:00:00+00:00,-0.011288810695560647
2017-12-31 00:00:00+00:00,0.01356691546696287
2018-01-31 00:00:00+00:00,-0.007061196088387955
2018-02-28 00:00:00+00:00,-0.010872829855011257
2018-03-31 00:00:00+00:00,-0.011143676124428459
2018-04-30 00:00:00+00:00,-0.002807360806657777
2018-05-31 00:00:00+00:00,-0.003983566698913754
2018-06-30 00:00:00+00:00,-0.005879064920424337
2018-07-31 00:00:00+00:00,0.003287413215628865
2018-08-31 00:00:00+00:00,-0.0022187640462659752
2018-09-30 00:00:00+00:00,0.008087960969173524
2018-10-31 00:00:00+00:00,-0.004540758325140781
2018-11-30 00:00:00+00:00,-0.010221119183974725
2018-12-31 00:00:00+00:00,-0.008572988360952993
2019-01-31 00:00:00+00:00,0.000807596166323421
2019-02-28 00:00:00+00:00,0.0025471296427195256
2019-03-31 00:00:00+00:00,-0.0037019901754479223
2019-04-30 00:00:00+00:00,0.006351856845868031
2019-05-31 00:00:00+00:00,0.0015805687250189937
2019-06-30 00:00:00+00:00,-0.0006645744005727705
2019-07-31 00:00:00+00:00,-0.009774828867918695
2019-08-31 00:00:00+00:00,-0.006652283154464089
2019-09-30 00:00:00+00:00,0.004435652285350367
2019-10-31 00:00:00+00:00,-0.009534864437325652
2019-11-30 00:00:00+00:00,0.0005421231108260205
2019-12-31 00:00:00+00:00,0.010779786763066568
2020-01-31 00:00:00+00:00,-0.011783084369355601
2020-02-29 00:00:00+00:00,-0.0044544568144724295
2020-03-31 00:00:00+00:00,-0.022580381834207297
2020-04-30 00:00:00+00:00,-0.007042542256389672
2020-05-31 00:00:00+00:00,0.0001761386288332556
2020-06-30 00:00:00+00:00,-0.0014138187528798252
2020-07-31 00:00:00+00:00,-0.00037736423602774405
2020-08-31 00:00:00+00:00,-0.006473668759820139
2020-09-30 00:00:00+00:00,0.003234879109365263
2020-10-31 00:00:00+00:00,-0.0019272298354578998
2020-11-30 00:00:00+00:00,-0.002666991647424566
2020-12-31 00:00:00+00:00,6.146547047380935e-05
2021-01-31 00:00:00+00:00,-5.313362611270023e-05
2021-02-28 00:00:00+00:00,0.0049165152160179915
2021-03-31 00:00:00+00:00,-0.0029297646408383837
2021-04-30 00:00:00+00:00,0.005273256600680121
2021-05-31 00:00:00+00:00,-0.008429317446490225
2021-06-30 00:00:00+00:00,-0.0029401331291220023
2021-07-31 00:00:00+00:00,-0.005303307547537717
2021-08-31 00:00:00+00:00,-0.004123562280877069
2021-09-30 00:00:00+00:00,-0.003117799236483809
2021-10-31 00:00:00+00:00,0.023824374049793207
2021-11-30 00:00:00+00:00,0.005156055050576702
2021-12-31 00:00:00+00:00,-3.166144903943291e-05
2022-01-31 00:00:00+00:00,0.0049181336540049525
2022-02-28 00:00:00+00:00,-0.0001361351613324846
2022-03-31 00:00:00+00:00,-0.009225363487510907
2022-04-30 00:00:00+00:00,-0.0016665074872020957
2022-05-31 00:00:00+00:00,0.0013259670259362366
2022-06-30 00:00:00+00:00,-0.009690870951483799
2022-07-31 00:00:00+00:00,0.013550745976351974
2022-08-31 00:00:00+00:00,-0.007508389208602084
2022-09-30 00:00:00+00:00,-0.007740365679268724
2022-10-31 00:00:00+00:00,0.008092793766642403
2022-11-30 00:00:00+00:00,0.004366840652799686
2022-12-31 00:00:00+00:00,-0.007106598713259249
2023-01-31 00:00:00+00:00,0.011927088223126603
2023-02-28 00:00:00+00:00,-0.015607399538149491
2023-03-31 00:00:00+00:00,-0.0028637030779355976
2023-04-30 00:00:00+00:00,-0.01728798681183541
2023-05-31 00:00:00+00:00,0.0004799621743354354
2023-06-30 00:00:00+00:00,-0.016232125045344437
2023-07-31 00:00:00+00:00,0.005453103641703372
2023-08-31 00:00:00+00:00,-0.006055415067943493
2023-09-30 00:00:00+00:00,0.011045050789299848
2023-10-31 00:00:00+00:00,-0.009293276715320653
2023-11-30 00:00:00+00:00,-0.0005849214820218274
2023-12-31 00:00:00+00:00,0.011818961529520555
2024-01-31 00:00:00+00:00,-0.014848193487215
2024-02-29 00:00:00+00:00,-0.0010298939707992227
2024-03-31 00:00:00+00:00,-0.0029480491172344525
2024-04-30 00:00:00+00:00,0.0005498238835717206
2024-05-31 00:00:00+00:00,0.009087419111408312
2024-06-30 00:00:00+00:00,0.005599022946542798
2024-07-31 00:00:00+00:00,-0.02654981483334129
2024-08-31 00:00:00+00:00,-0.0004484363785188794
2024-09-30 00:00:00+00:00,0.0008297583950758192
2024-10-31 00:00:00+00:00,0.008381495548850815
2024-11-30 00:00:00+00:00,0.0030463382247969406
2024-12-31 00:00:00+00:00,-0.0008008009189638399
2025-01-31 00:00:00+00:00,0.0030694893587013272
2025-02-28 00:00:00+00:00,0.0098182398373865
2025-03-31 00:00:00+00:00,-0.0025586653069749055
2025-04-30 00:00:00+00:00,0.0032776878973093115
2025-05-31 00:00:00+00:00,-0.002042050231471859
2025-06-30 00:00:00+00:00,-0.004841807504533224
2025-07-31 00:00:00+00:00,-0.002351858940428886
2025-08-31 00:00:00+00:00,0.0031331385434083536
2025-09-30 00:00:00+00:00,0.0013569668054329576
2025-10-31 00:00:00+00:00,-0.006868334236101337
2025-11-30 00:00:00+00:00,0.004580685259964357
2025-12-31 00:00:00+00:00,0.0067371862787837244
2026-01-31 00:00:00+00:00,-0.008821954137745669
2026-02-28 00:00:00+00:00,0.004243270039982372
2026-03-31 00:00:00+00:00,-0.004189566978606396
2026-04-30 00:00:00+00:00,-0.0007510656666306348
2026-05-31 00:00:00+00:00,0.0027402369845703767
2026-06-30 00:00:00+00:00,-0.006520720027766713
2026-07-31 00:00:00+00:00,-0.0029406389600976635
2026-08-31 00:00:00+00:00,-0.00048222228822958346
2026-09-30 00:00:00+00:00,-0.0011808017803904836
