time,high_cons_z_xs
2011-10-31 00:00:00+00:00,-0.03294079516111681
2011-11-30 00:00:00+00:00,0.0020689976727459314
2011-12-31 00:00:00+00:00,-0.000398563479359737
2012-01-31 00:00:00+00:00,-0.007666101557223026
2012-02-29 00:00:00+00:00,0.004937597783639447
2012-03-31 00:00:00+00:00,-0.009602468012616772
2012-04-30 00:00:00+00:00,0.00047074684144354784
2012-05-31 00:00:00+00:00,0.016911558266441418
2012-06-30 00:00:00+00:00,0.004782956677054528
2012-07-31 00:00:00+00:00,0.007513125102837526
2012-08-31 00:00:00+00:00,-0.014990180797349373
2012-09-30 00:00:00+00:00,-0.008327817886644828
2012-10-31 00:00:00+00:00,-0.00570083080809769
2012-11-30 00:00:00+00:00,-0.002210308590726684
2012-12-31 00:00:00+00:00,-0.0018385314887534587
2013-01-31 00:00:00+00:00,0.0030789214058333236
2013-02-28 00:00:00+00:00,0.010060812059303537
2013-03-31 00:00:00+00:00,0.01591253870202003
2013-04-30 00:00:00+00:00,-0.007632121858166752
2013-05-31 00:00:00+00:00,1.1401408301026095e-05
2013-06-30 00:00:00+00:00,-0.0005753304964692951
2013-07-31 00:00:00+00:00,0.008186052000400457
2013-08-31 00:00:00+00:00,-0.00531901297807158
2013-09-30 00:00:00+00:00,5.676739077586923e-05
2013-10-31 00:00:00+00:00,-0.01149121969650102
2013-11-30 00:00:00+00:00,0.017834025745030457
2013-12-31 00:00:00+00:00,0.0016254937028485905
2014-01-31 00:00:00+00:00,0.008319502391806788
2014-02-28 00:00:00+00:00,-0.008605879613820977
2014-03-31 00:00:00+00:00,-0.01793520784270275
2014-04-30 00:00:00+00:00,0.004315031206082898
2014-05-31 00:00:00+00:00,-0.004676548380619261
2014-06-30 00:00:00+00:00,-0.008529455191736202
2014-07-31 00:00:00+00:00,0.006794402000517286
2014-08-31 00:00:00+00:00,-0.0049093405324758255
2014-09-30 00:00:00+00:00,-0.005237015456021843
2014-10-31 00:00:00+00:00,-0.00196477437864917
2014-11-30 00:00:00+00:00,0.008233059505228013
2014-12-31 00:00:00+00:00,0.012975207379306575
2015-01-31 00:00:00+00:00,0.007407006802617078
2015-02-28 00:00:00+00:00,0.023580228557816163
2015-03-31 00:00:00+00:00,-0.0011650669099027011
2015-04-30 00:00:00+00:00,-0.005339665666548199
2015-05-31 00:00:00+00:00,-0.007611402709834625
2015-06-30 00:00:00+00:00,-0.007973129757203323
2015-07-31 00:00:00+00:00,0.017351436141944232
2015-08-31 00:00:00+00:00,-0.00042949131706393473
2015-09-30 00:00:00+00:00,0.0023041702736108505
2015-10-31 00:00:00+00:00,0.006123469177277352
2015-11-30 00:00:00+00:00,0.00900925125437313
2015-12-31 00:00:00+00:00,0.008435806267271584
2016-01-31 00:00:00+00:00,-0.003953662976367789
2016-02-29 00:00:00+00:00,-0.0038665431433634323
2016-03-31 00:00:00+00:00,-0.016346875719601917
2016-04-30 00:00:00+00:00,0.0008446146025753443
2016-05-31 00:00:00+00:00,0.009728142198449197
2016-06-30 00:00:00+00:00,0.0027662319235786104
2016-07-31 00:00:00+00:00,0.0007239972004287054
2016-08-31 00:00:00+00:00,0.0048129865570982755
2016-09-30 00:00:00+00:00,0.000391201378411532
2016-10-31 00:00:00+00:00,0.005050234576428947
2016-11-30 00:00:00+00:00,-0.0035787484068341424
2016-12-31 00:00:00+00:00,0.002040072562218942
2017-01-31 00:00:00+00:00,-0.0035917124733289008
2017-02-28 00:00:00+00:00,-0.0115304709665488
2017-03-31 00:00:00+00:00,-0.005331200271876058
2017-04-30 00:00:00+00:00,0.005161676418397931
