time,debt_fiscal_blend
2011-10-31 00:00:00+00:00,0.017856608750489666
2011-11-30 00:00:00+00:00,-0.01339362763485663
2011-12-31 00:00:00+00:00,0.00579466946410756
2012-01-31 00:00:00+00:00,0.007410823332599792
2012-02-29 00:00:00+00:00,0.002958878219158967
2012-03-31 00:00:00+00:00,-0.0060047641937209795
2012-04-30 00:00:00+00:00,0.0005351564370388306
2012-05-31 00:00:00+00:00,-0.013215752895061383
2012-06-30 00:00:00+00:00,0.0018309688894408982
2012-07-31 00:00:00+00:00,0.009026324460869262
2012-08-31 00:00:00+00:00,0.0004417632953379602
2012-09-30 00:00:00+00:00,0.0007163686715079276
2012-10-31 00:00:00+00:00,-0.0014993790118693617
2012-11-30 00:00:00+00:00,0.0030143530815636144
2012-12-31 00:00:00+00:00,-0.0019520995001959252
2013-01-31 00:00:00+00:00,0.007250822331579032
2013-02-28 00:00:00+00:00,-0.0013225770582013796
2013-03-31 00:00:00+00:00,-7.853697524173864e-05
2013-04-30 00:00:00+00:00,-7.194478394401127e-05
2013-05-31 00:00:00+00:00,-0.010692536963354593
2013-06-30 00:00:00+00:00,-0.012105515656211985
2013-07-31 00:00:00+00:00,0.006258591084539189
2013-08-31 00:00:00+00:00,-0.012454866228652217
2013-09-30 00:00:00+00:00,0.002499325600708424
2013-10-31 00:00:00+00:00,0.002543491503700812
2013-11-30 00:00:00+00:00,-0.013626402684741579
2013-12-31 00:00:00+00:00,-0.0042042490504760055
2014-01-31 00:00:00+00:00,-0.01575772307704093
2014-02-28 00:00:00+00:00,0.0014874617576752236
2014-03-31 00:00:00+00:00,0.006798337316489045
2014-04-30 00:00:00+00:00,-0.00012447969580897666
2014-05-31 00:00:00+00:00,0.003129968091630353
2014-06-30 00:00:00+00:00,0.000550513074079495
2014-07-31 00:00:00+00:00,-0.006721806303924827
2014-08-31 00:00:00+00:00,0.003004676433705944
2014-09-30 00:00:00+00:00,-0.014708855570958801
2014-10-31 00:00:00+00:00,0.00461650833551297
2014-11-30 00:00:00+00:00,-0.004720272362313871
2014-12-31 00:00:00+00:00,-0.011446803293188146
2015-01-31 00:00:00+00:00,-0.027628363050935967
2015-02-28 00:00:00+00:00,-0.00457854334059471
2015-03-31 00:00:00+00:00,-0.0024605146369873765
2015-04-30 00:00:00+00:00,0.013758995886763659
2015-05-31 00:00:00+00:00,-0.013666127731817523
2015-06-30 00:00:00+00:00,-0.0039746436331258295
2015-07-31 00:00:00+00:00,-0.017840645011489076
2015-08-31 00:00:00+00:00,0.0012402994902518394
2015-09-30 00:00:00+00:00,-0.0017228474337863675
2015-10-31 00:00:00+00:00,-0.000913198553004646
2015-11-30 00:00:00+00:00,-0.0023821316484996524
2015-12-31 00:00:00+00:00,0.00022068952266041109
2016-01-31 00:00:00+00:00,0.001400498320553334
2016-02-29 00:00:00+00:00,0.01827029096660504
2016-03-31 00:00:00+00:00,0.015716958579476747
2016-04-30 00:00:00+00:00,0.0033763112562672504
2016-05-31 00:00:00+00:00,-0.017100542754762582
2016-06-30 00:00:00+00:00,0.02559358261161071
2016-07-31 00:00:00+00:00,0.00288299588527674
2016-08-31 00:00:00+00:00,-0.0007679721055772193
2016-09-30 00:00:00+00:00,0.00276226356253928
2016-10-31 00:00:00+00:00,0.015187468666851833
2016-11-30 00:00:00+00:00,0.006364658734127504
2016-12-31 00:00:00+00:00,0.006581002432952454
2017-01-31 00:00:00+00:00,0.004181574871496618
2017-02-28 00:00:00+00:00,-0.002044261363133959
2017-03-31 00:00:00+00:00,-0.004821171685849834
2017-04-30 00:00:00+00:00,-0.015946878048935798
2017-05-31 00:00:00+00:00,0.005651131306487978
2017-06-30 00:00:00+00:00,0.012439947183109368
2017-07-31 00:00:00+00:00,0.008806469189505783
2017-08-31 00:00:00+00:00,0.0010962957342601776
2017-09-30 00:00:00+00:00,-0.0035916630431888086
2017-10-31 00:00:00+00:00,-0.00285061313914714
2017-11-30 00:00:00+00:00,-0.006235430012804799
2017-12-31 00:00:00+00:00,0.010173866718741431
2018-01-31 00:00:00+00:00,-0.0012799449123338524
2018-02-28 00:00:00+00:00,-0.012084983766627366
2018-03-31 00:00:00+00:00,-0.005911805942892645
2018-04-30 00:00:00+00:00,0.0016441629774721633
2018-05-31 00:00:00+00:00,0.00015078743607932488
2018-06-30 00:00:00+00:00,-0.002548517777199999
2018-07-31 00:00:00+00:00,0.006504040273785261
2018-08-31 00:00:00+00:00,-0.0062744906786849075
2018-09-30 00:00:00+00:00,0.0040836430679767055
2018-10-31 00:00:00+00:00,-0.005529799103128674
2018-11-30 00:00:00+00:00,0.008362953028348441
2018-12-31 00:00:00+00:00,-0.014938027237980434
2019-01-31 00:00:00+00:00,0.0008147329677103965
2019-02-28 00:00:00+00:00,-0.0024169271794485248
2019-03-31 00:00:00+00:00,0.00015380745401794016
2019-04-30 00:00:00+00:00,-0.0015132550596964611
2019-05-31 00:00:00+00:00,-0.006529894606956743
2019-06-30 00:00:00+00:00,0.003791160777091296
2019-07-31 00:00:00+00:00,-0.0031230409402528414
2019-08-31 00:00:00+00:00,-0.009898372108930298
2019-09-30 00:00:00+00:00,0.001561296546011004
2019-10-31 00:00:00+00:00,0.0037983872152662634
2019-11-30 00:00:00+00:00,-0.004745548195454585
2019-12-31 00:00:00+00:00,0.007234993871699125
