time,low_reserves_xs
2011-10-31 00:00:00+00:00,0.025186156815109717
2011-11-30 00:00:00+00:00,-0.017130254654793675
2011-12-31 00:00:00+00:00,0.008830038022093145
2012-01-31 00:00:00+00:00,0.010461112112578608
2012-02-29 00:00:00+00:00,0.003764078890863276
2012-03-31 00:00:00+00:00,-0.011251452891050118
2012-04-30 00:00:00+00:00,-0.0010225860311043888
2012-05-31 00:00:00+00:00,-0.015248027995843683
2012-06-30 00:00:00+00:00,0.005830493415364346
2012-07-31 00:00:00+00:00,0.005163777753056653
2012-08-31 00:00:00+00:00,-0.0024096872905563504
2012-09-30 00:00:00+00:00,0.0025337582616185017
2012-10-31 00:00:00+00:00,0.00408382995035228
2012-11-30 00:00:00+00:00,0.0037668675452922074
2012-12-31 00:00:00+00:00,-0.004433202194011443
2013-01-31 00:00:00+00:00,0.004345840018890712
2013-02-28 00:00:00+00:00,0.0003173809884169376
2013-03-31 00:00:00+00:00,0.005410853259007586
2013-04-30 00:00:00+00:00,-0.0003730116079518897
2013-05-31 00:00:00+00:00,-0.014670241951957319
2013-06-30 00:00:00+00:00,-0.014278671085750316
2013-07-31 00:00:00+00:00,0.0012033776950695074
2013-08-31 00:00:00+00:00,-0.007220501563617199
2013-09-30 00:00:00+00:00,0.005547480682518646
2013-10-31 00:00:00+00:00,0.010186657871436244
2013-11-30 00:00:00+00:00,-0.017248230162336897
2013-12-31 00:00:00+00:00,-0.0031026429608368433
2014-01-31 00:00:00+00:00,-0.008036712533414203
2014-02-28 00:00:00+00:00,0.0045316369770347364
2014-03-31 00:00:00+00:00,0.010157595746921544
2014-04-30 00:00:00+00:00,-0.0010023637129141783
2014-05-31 00:00:00+00:00,-0.001784653368770095
2014-06-30 00:00:00+00:00,-0.000887805987049517
2014-07-31 00:00:00+00:00,-0.005745776574454298
2014-08-31 00:00:00+00:00,0.00027410141308115143
2014-09-30 00:00:00+00:00,-0.02006229703249851
2014-10-31 00:00:00+00:00,0.0056063596317110775
2014-11-30 00:00:00+00:00,-0.007170569374112756
2014-12-31 00:00:00+00:00,-0.013636369799802983
2015-01-31 00:00:00+00:00,-0.02173218397678367
2015-02-28 00:00:00+00:00,-0.0075759998856113064
2015-03-31 00:00:00+00:00,-0.006840406836558066
2015-04-30 00:00:00+00:00,0.011726667789305534
2015-05-31 00:00:00+00:00,-0.01282986517643403
2015-06-30 00:00:00+00:00,-0.0005879637515808778
2015-07-31 00:00:00+00:00,-0.01619555983433041
2015-08-31 00:00:00+00:00,0.004145124239344877
2015-09-30 00:00:00+00:00,-0.0006253530689637188
2015-10-31 00:00:00+00:00,-0.004281827261453541
2015-11-30 00:00:00+00:00,-0.0014807409948384143
2015-12-31 00:00:00+00:00,0.015606236217080571
2016-01-31 00:00:00+00:00,0.001157924859683801
2016-02-29 00:00:00+00:00,0.010195545848849186
2016-03-31 00:00:00+00:00,0.01988732468506238
2016-04-30 00:00:00+00:00,-0.005802659387207032
2016-05-31 00:00:00+00:00,-0.015858852440951754
2016-06-30 00:00:00+00:00,0.026865073993546096
2016-07-31 00:00:00+00:00,0.007974528547321391
2016-08-31 00:00:00+00:00,-0.0008642433842299679
2016-09-30 00:00:00+00:00,0.006218093581766837
2016-10-31 00:00:00+00:00,0.016885915539142315
2016-11-30 00:00:00+00:00,0.0012643715285169943
2016-12-31 00:00:00+00:00,0.0024938661428766107
2017-01-31 00:00:00+00:00,0.004418981412330547
2017-02-28 00:00:00+00:00,-1.869175175583937e-05
2017-03-31 00:00:00+00:00,-0.0010966115521913178
2017-04-30 00:00:00+00:00,-0.010490512990842471
2017-05-31 00:00:00+00:00,0.0057941469264559675
2017-06-30 00:00:00+00:00,0.013170865759388084
2017-07-31 00:00:00+00:00,0.01117171862296229
2017-08-31 00:00:00+00:00,0.004447284202504287
2017-09-30 00:00:00+00:00,-0.009576478549474188
2017-10-31 00:00:00+00:00,-0.0022020645230971247
2017-11-30 00:00:00+00:00,-0.006070486520857066
2017-12-31 00:00:00+00:00,0.010887049611350452
2018-01-31 00:00:00+00:00,-0.0029678550369992562
2018-02-28 00:00:00+00:00,-0.011696915120484097
2018-03-31 00:00:00+00:00,-0.006273213652530307
2018-04-30 00:00:00+00:00,0.0016612751946634141
2018-05-31 00:00:00+00:00,0.0005262127521394877
2018-06-30 00:00:00+00:00,-0.0019127744061452345
2018-07-31 00:00:00+00:00,0.007415921224882105
2018-08-31 00:00:00+00:00,-0.005500803698784695
2018-09-30 00:00:00+00:00,0.0031496234315711025
2018-10-31 00:00:00+00:00,-0.00517585428383438
2018-11-30 00:00:00+00:00,0.008069639267654471
2018-12-31 00:00:00+00:00,-0.013566452495523351
2019-01-31 00:00:00+00:00,-0.0027963617429795917
2019-02-28 00:00:00+00:00,-0.0055080748329114915
2019-03-31 00:00:00+00:00,0.001145729991622657
2019-04-30 00:00:00+00:00,-0.0017766724281063073
2019-05-31 00:00:00+00:00,-0.003322794788913064
2019-06-30 00:00:00+00:00,0.0055594345225427055
2019-07-31 00:00:00+00:00,-0.0009816660014073664
2019-08-31 00:00:00+00:00,-0.010348244004635188
2019-09-30 00:00:00+00:00,-0.001377490963257788
2019-10-31 00:00:00+00:00,0.0005556358506144665
2019-11-30 00:00:00+00:00,-0.006464303780010616
2019-12-31 00:00:00+00:00,0.007405720777501568
2020-01-31 00:00:00+00:00,-0.01402194466434692
2020-02-29 00:00:00+00:00,0.00013038152218780574
2020-03-31 00:00:00+00:00,-0.011541409588053386
2020-04-30 00:00:00+00:00,0.008633867932965833
2020-05-31 00:00:00+00:00,0.016079655127525294
2020-06-30 00:00:00+00:00,0.011644919199235604
2020-07-31 00:00:00+00:00,0.0024873558893074854
2020-08-31 00:00:00+00:00,0.0061020355163976525
2020-09-30 00:00:00+00:00,-0.004655002473260006
2020-10-31 00:00:00+00:00,-0.007917516688670578
2020-11-30 00:00:00+00:00,0.010150925973665403
2020-12-31 00:00:00+00:00,0.00851529858471567
2021-01-31 00:00:00+00:00,-0.0031213675570523902
2021-02-28 00:00:00+00:00,0.007254153580093625
2021-03-31 00:00:00+00:00,-0.0037472616247459234
2021-04-30 00:00:00+00:00,0.007189506479837293
2021-05-31 00:00:00+00:00,-0.002348120979488999
2021-06-30 00:00:00+00:00,-0.0050000524240952915
2021-07-31 00:00:00+00:00,-0.00888374827982219
2021-08-31 00:00:00+00:00,0.0009708290954484333
2021-09-30 00:00:00+00:00,0.00040041966059556344
2021-10-31 00:00:00+00:00,0.011353093903210043
2021-11-30 00:00:00+00:00,-0.012115433477622894
