add_set,extras,clock,h4_share,max_k,recycle_cap,vt,n_legs,mean_mo,pct_pos,top3,gates,p2t,score
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,3.0,2.0,0.0025,7,0.0164497756101866,0.6363636363636364,0.6269075114965182,True,0.054833527488832315,0.16666333700032632
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,3.0,2.0,,7,0.010576543058033794,0.7272727272727273,0.5606936850343599,True,0.04684844749746831,0.1146290669439743
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,4.0,1.0,0.0025,7,0.011941627369467073,0.7272727272727273,0.5756730330904746,True,0.06937277339204642,0.12827991005830708
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,4.0,1.0,,7,0.004754209393064207,0.7272727272727273,0.5635293423497519,True,0.031222141476499654,0.056405730294278436
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,4.0,1.5,0.0025,7,0.01542350211452357,0.8181818181818182,0.6103429484688123,True,0.06917834297245368,0.16681667617682158
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,4.0,1.5,,7,0.007167437481426786,0.7272727272727273,0.5650668949261936,True,0.04551098566439464,0.08053801117790423
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,4.0,2.0,0.0025,7,0.01637923233259571,0.6363636363636364,0.6419406614567703,True,0.06518032727487064,0.16475525222759727
corr0.25_n2,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion']",h4=0.85,0.85,4.0,2.0,,7,0.01035146192664247,0.7272727272727273,0.5763507043490259,True,0.05257866956435522,0.11237825563006107
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,,1.0,0.0025,8,0.01153181452504755,0.8181818181818182,0.6113334414199163,True,0.05464800769881458,0.1278205608459731
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,,1.0,,8,0.004239182085875229,0.8181818181818182,0.6127588900168458,True,0.021468536211255926,0.05478020056649553
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,,1.5,0.0025,8,0.018493952684477198,0.8181818181818182,0.5517332331381959,True,0.06586682338750116,0.1983486177538629
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,,1.5,,8,0.007326212846835111,0.8181818181818182,0.5327840786742057,True,0.03347026825475836,0.08667121937744203
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,,2.0,0.0025,8,0.02178781522467064,0.8181818181818182,0.5826763068193461,True,0.062314539615860594,0.23128724315579727
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,,2.0,,8,0.01002547228958638,0.8181818181818182,0.5382498999815084,True,0.03732241916354229,0.1136638138049547
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,2.0,1.0,0.0025,8,0.010155741760972357,0.7272727272727273,0.5432646220256379,True,0.04745078830308378,0.11042105397335994
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,2.0,1.0,,8,0.003463791944444047,0.7272727272727273,0.5372282438560945,True,0.016024176838252153,0.04350155580807684
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,2.0,1.5,0.0025,8,0.012304562041159312,0.7272727272727273,0.5476937975384305,True,0.06554965783793905,0.13190925677522947
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,2.0,1.5,,8,0.005183797752088629,0.7272727272727273,0.5381040200233635,True,0.02395872155495702,0.06070161388452265
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,2.0,2.0,0.0025,8,0.014377136420846471,0.7272727272727273,0.5650332686650243,True,0.06822044417530991,0.15263500057210105
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,2.0,2.0,,8,0.00689580429093512,0.7272727272727273,0.5389828817344856,True,0.031841885107131554,0.07782167927298757
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,3.0,1.0,0.0025,8,0.014913195180415945,0.8181818181818182,0.5969433372140045,True,0.042252047381078565,0.16254104271325034
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,3.0,1.0,,8,0.005149691944969201,0.8181818181818182,0.5799135020701235,True,0.014952426383531035,0.06490601035878292
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,3.0,1.5,0.0025,8,0.019455726984782273,0.8181818181818182,0.6108812646126698,True,0.04669103719214295,0.20709585958790006
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,3.0,1.5,,8,0.007719680406100352,0.8181818181818182,0.5812008006501129,True,0.022381550112823494,0.09060589497009443
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,3.0,2.0,0.0025,8,0.021519895656941155,0.8181818181818182,0.6167497284518553,True,0.04690257274329434,0.227268069202354
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,3.0,2.0,,8,0.010181195483905614,0.8181818181818182,0.584630097703762,True,0.029517934050970748,0.11522104574814705
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,4.0,1.0,0.0025,8,0.014046241713278718,0.8181818181818182,0.5310036744043038,True,0.05259625540375448,0.15387150804187807
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,4.0,1.0,,8,0.005015607879247375,0.8181818181818182,0.5166817364470111,True,0.020000880502684986,0.06356516970156466
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,4.0,1.5,0.0025,8,0.018620826159344493,0.8181818181818182,0.5351257875891668,True,0.05701444094828997,0.19961735250253582
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,4.0,1.5,,8,0.007514508604681321,0.8181818181818182,0.5176615057972067,True,0.02976040862265715,0.08855417695590412
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,4.0,2.0,0.0025,8,0.021643129200282926,0.8181818181818182,0.5653974272984043,True,0.05445861758083201,0.22984038291192016
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",oos_sharpe,,4.0,2.0,,8,0.0101767641902475,0.8181818181818182,0.5237832231242713,True,0.033962855576298745,0.11517673281156592
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,,1.0,0.0025,8,0.012099202497465272,0.7272727272727273,0.5649105319219764,True,0.05039900517700013,0.12985566133828907
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,,1.0,,8,0.004217240716235102,0.7272727272727273,0.5613042055567766,True,0.01831742837979408,0.05103604352598739
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,,1.5,0.0025,8,0.018517533060641734,0.8181818181818182,0.5422292234148152,True,0.06448392029329827,0.19858442151550823
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,,1.5,,8,0.007160185439348033,0.8181818181818182,0.5124981710873645,True,0.028546022549887553,0.08501094530257124
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,,2.0,0.0025,8,0.022306462516331,0.8181818181818182,0.5560741469529079,True,0.0614218590582942,0.23647371607240092
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,,2.0,,8,0.009533143918217841,0.8181818181818182,0.5139118965178355,True,0.032092622533215556,0.10874053009126933
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,2.0,1.0,0.0025,8,0.015348273612771569,0.7272727272727273,0.5680171900882622,True,0.041160435255681756,0.16234637249135203
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,2.0,1.0,,8,0.00508826627009672,0.7272727272727273,0.5648839875356205,True,0.013876349934011612,0.05974629906460357
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,2.0,1.5,0.0025,8,0.02089149568263252,0.7272727272727273,0.5984534764947308,True,0.0601248865943234,0.21777859318996154
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,2.0,1.5,,8,0.0076343157738759555,0.7272727272727273,0.5656320838925442,True,0.020755706934856094,0.08520679410239591
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,2.0,2.0,0.0025,8,0.024293063717865607,0.7272727272727273,0.5967551851808052,True,0.06588071785388648,0.25179427354229245
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,2.0,2.0,,8,0.010181615596277383,0.7272727272727273,0.5663817728928844,True,0.027596066495061664,0.11067979232641019
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,3.0,1.0,0.0025,8,0.015757729285184173,0.9090909090909091,0.558300633499507,True,0.03640927689197963,0.1755318383063872
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,3.0,1.0,,8,0.005281027029372387,0.9090909090909091,0.5517800170646767,True,0.012249922694227488,0.07076481574826932
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,3.0,1.5,0.0025,8,0.020832451325111963,0.9090909090909091,0.5990855472667378,True,0.04906625818001055,0.2262790587056651
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,3.0,1.5,,8,0.007918768419229944,0.9090909090909091,0.5528672367476096,True,0.01833221264380036,0.09714222964684488
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,3.0,2.0,0.0025,8,0.024167808205256467,0.9090909090909091,0.5874752791748358,True,0.052390037407467845,0.25963262750711014
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,3.0,2.0,,8,0.010315716153761883,0.9090909090909091,0.544755509992203,True,0.023017660878792798,0.12111170699216428
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,4.0,1.0,0.0025,8,0.014940793034531975,0.8181818181818182,0.5035226413339354,True,0.04248788725080511,0.16281702125441064
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,4.0,1.0,,8,0.005165117087182541,0.8181818181818182,0.4938148499576721,True,0.014515951318239698,0.06506026178091633
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,4.0,1.5,0.0025,8,0.019456927368323374,0.8181818181818182,0.5216382173232215,True,0.05111199989910441,0.20797836459232463
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,4.0,1.5,,8,0.007722149818506688,0.8181818181818182,0.4953012684572593,True,0.021625707781180965,0.09063058909415779
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,4.0,2.0,0.0025,8,0.02306149125436678,0.8181818181818182,0.5408850450644049,True,0.04950357671738686,0.2440240034527587
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.55,0.55,4.0,2.0,,8,0.010093543338805612,0.9090909090909091,0.4920708770338841,True,0.025180484626281606,0.11888997884260158
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,,1.0,0.0025,8,0.011411146742116003,0.7272727272727273,0.6166356581452017,True,0.05522741801034298,0.12164425113318025
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,,1.0,,8,0.004246091890178368,0.8181818181818182,0.6255671628224965,True,0.022365936668147245,0.053824636785074875
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,,1.5,0.0025,8,0.018341792148946216,0.8181818181818182,0.55681630456842,True,0.06610281015571325,0.19682701239855305
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,,1.5,,8,0.007361110367963144,0.8181818181818182,0.5396962831189822,True,0.03491072964355884,0.08702019458872236
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,,2.0,0.0025,8,0.021499205106133398,0.8181818181818182,0.5870467633219305,True,0.06243842875294861,0.22840114197042488
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,,2.0,,8,0.010138824140457919,0.8181818181818182,0.5460105703321886,True,0.03887942328497664,0.1147973323136701
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,2.0,1.0,0.0025,8,0.010116508309461335,0.7272727272727273,0.5544603649486857,True,0.04941876332128511,0.11002871945824971
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,2.0,1.0,,8,0.0035171289437574012,0.7272727272727273,0.5492514221894151,True,0.01663875259758357,0.04403492580121038
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,2.0,1.5,0.0025,8,0.012260820362552261,0.7272727272727273,0.5464782516484447,True,0.06627636583478462,0.13147183998915896
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,2.0,1.5,,8,0.005262754389822963,0.7272727272727273,0.5502197431184301,True,0.024874812823019024,0.061491180261865994
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,2.0,2.0,0.0025,8,0.014133205728252728,0.7272727272727273,0.5656790035615556,True,0.06851709952587808,0.15019569364616364
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,2.0,2.0,,8,0.0069996749357559285,0.7272727272727273,0.5511914496278173,True,0.033055675781417056,0.07886038572119565
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,3.0,1.0,0.0025,8,0.014865763460206748,0.7272727272727273,0.6007679436058664,True,0.043281796157130153,0.15745983547723452
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,3.0,1.0,,8,0.005229373080976828,0.8181818181818182,0.5866948382103975,True,0.015527858445406344,0.06570282171885919
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,3.0,1.5,0.0025,8,0.019463176048974243,0.8181818181818182,0.6135180064894868,True,0.046625833849639586,0.20695941087967437
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,3.0,1.5,,8,0.007838748519243792,0.8181818181818182,0.5880528802493091,True,0.02324102968997152,0.09179657610152883
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,3.0,2.0,0.0025,8,0.021382500371557735,0.8181818181818182,0.6190080691940615,True,0.046698149618317246,0.22571344908914331
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,3.0,2.0,,8,0.010373326764556611,0.7272727272727273,0.591550303588622,True,0.030710053464849847,0.11259690400920248
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,4.0,1.0,0.0025,8,0.013972324400722259,0.8181818181818182,0.5362820759935943,True,0.05377178107806508,0.15313233491631348
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,4.0,1.0,,8,0.005052260212665885,0.8181818181818182,0.5231924201127635,True,0.020773170222007153,0.06393169303574976
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,4.0,1.5,0.0025,8,0.018459596403644432,0.8181818181818182,0.5402464302574033,True,0.05701079505741368,0.19800505494553522
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,4.0,1.5,,8,0.007568780262233308,0.8181818181818182,0.5242113752975966,True,0.03091450126177455,0.08909689353142398
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,4.0,2.0,0.0025,8,0.02135081197174933,0.8181818181818182,0.569189427981331,True,0.05415363790989265,0.2269172106265842
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.70,0.7,4.0,2.0,,8,0.010290366848487003,0.8181818181818182,0.5311606440092581,True,0.035332841000791065,0.11631275939396095
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,,1.0,0.0025,8,0.010664837494934166,0.7272727272727273,0.6184031991650348,True,0.058131182134648365,0.11403975537977525
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,,1.0,,8,0.004280544366877909,0.7272727272727273,0.6367182835585649,True,0.02636929020896234,0.04873161734773026
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,,1.5,0.0025,8,0.017537279878573533,0.8181818181818182,0.5788281822102714,True,0.06617442928791956,0.18878188969482623
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,,1.5,,8,0.007547045064691282,0.7272727272727273,0.5516280504664436,True,0.040950532762475005,0.08433408701054919
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,,2.0,0.0025,8,0.018693226759695706,0.8181818181818182,0.5986323148605693,True,0.062388674736821394,0.20034135850604795
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,,2.0,,8,0.010689637886381977,0.7272727272727273,0.5541995032524701,True,0.04632801630189504,0.11576001522745613
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,2.0,1.0,0.0025,8,0.015044680267947504,0.8181818181818182,0.5753229281886608,True,0.05755364026558034,0.16385589358856595
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,2.0,1.0,,8,0.005794886713887413,0.8181818181818182,0.5727393848736493,True,0.01979498106259145,0.07135795804796503
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,2.0,1.5,0.0025,8,0.01960425260098146,0.8181818181818182,0.6004851648421914,True,0.05123400129928502,0.2094128037315302
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,2.0,1.5,,8,0.008688133325244863,0.8181818181818182,0.5734821505641915,True,0.029691620359918503,0.10029042416153953
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,2.0,2.0,0.0025,8,0.01981565073236743,0.8181818181818182,0.6027420272388087,True,0.051234001299283086,0.2113462360536605
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,2.0,2.0,,8,0.011578526542215443,0.8181818181818182,0.5742248609712346,True,0.03958487243281451,0.12919435633124535
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,3.0,1.0,0.0025,8,0.011107538009665775,0.7272727272727273,0.5721155180390024,True,0.06001219163055245,0.11993901646029412
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,3.0,1.0,,8,0.004490774446971394,0.7272727272727273,0.5607623947861343,True,0.026124213736100615,0.053771380833350306
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,3.0,1.5,0.0025,8,0.01544444815925358,0.7272727272727273,0.6039506887844988,True,0.05984541858621387,0.16299206285341225
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,3.0,1.5,,8,0.006722501921098891,0.7272727272727273,0.5615568018096385,True,0.03899418431449346,0.07608865557462528
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,3.0,2.0,0.0025,8,0.015974504950821342,0.7272727272727273,0.6129562400212077,True,0.057878151381593676,0.16757218667015314
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,3.0,2.0,,8,0.009201630548613478,0.7272727272727273,0.5650595926228325,True,0.04915925728070077,0.10087994184977114
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,4.0,1.0,0.0025,8,0.013123497359461077,0.7272727272727273,0.531052097631869,True,0.05636033737463997,0.14009860995824713
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,4.0,1.0,,8,0.005210061310025094,0.7272727272727273,0.5297842359887553,True,0.024378684307138014,0.06096424946388731
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,4.0,1.5,0.0025,8,0.017673552430349706,0.8181818181818182,0.5621816363156488,True,0.05686508416281215,0.19014461521258796
corr0.25_n3,"['GBPJPY|H4|squeeze_breakout', 'EURGBP|D1|cci_reversion', 'EURAUD|H4|breakout_donchian']",h4=0.85,0.85,4.0,1.5,,8,0.007799268977798409,0.7272727272727273,0.530427572389762,True,0.03630476538600333,0.08685632614162045
