time,reserves_chg_xs
2011-10-31 00:00:00+00:00,0.017842987176852176
2011-11-30 00:00:00+00:00,-0.008908276490079192
2011-12-31 00:00:00+00:00,0.0026480137280486815
2012-01-31 00:00:00+00:00,0.0037714380197921837
2012-02-29 00:00:00+00:00,0.005884688618243761
2012-03-31 00:00:00+00:00,-0.004495713425806014
2012-04-30 00:00:00+00:00,0.005564945662952736
2012-05-31 00:00:00+00:00,0.022444087710148386
2012-06-30 00:00:00+00:00,0.004854056264211648
2012-07-31 00:00:00+00:00,0.011546694377197575
2012-08-31 00:00:00+00:00,-0.01129546029479056
2012-09-30 00:00:00+00:00,-0.00933944619671978
2012-10-31 00:00:00+00:00,-0.0020029226438432746
2012-11-30 00:00:00+00:00,0.00180486347378217
2012-12-31 00:00:00+00:00,-0.006870828213156321
2013-01-31 00:00:00+00:00,0.00305116596514865
2013-02-28 00:00:00+00:00,0.00808263962243383
2013-03-31 00:00:00+00:00,0.008593993196904348
2013-04-30 00:00:00+00:00,-0.006165457760067605
2013-05-31 00:00:00+00:00,-0.020617915937210407
2013-06-30 00:00:00+00:00,0.008338735510909467
2013-07-31 00:00:00+00:00,0.009783575751741935
2013-08-31 00:00:00+00:00,-0.00016948020306872813
2013-09-30 00:00:00+00:00,0.015038246280830947
2013-10-31 00:00:00+00:00,-0.009860579819683246
2013-11-30 00:00:00+00:00,0.0045995431844496615
2013-12-31 00:00:00+00:00,-0.002867474895537292
2014-01-31 00:00:00+00:00,0.0018545534867173696
2014-02-28 00:00:00+00:00,0.004923791243341746
2014-03-31 00:00:00+00:00,0.006875463499154355
2014-04-30 00:00:00+00:00,0.0018525264823121557
2014-05-31 00:00:00+00:00,0.0033331695233087544
2014-06-30 00:00:00+00:00,0.004100939551610061
2014-07-31 00:00:00+00:00,-0.0047989266565290345
2014-08-31 00:00:00+00:00,0.0005056227959794324
2014-09-30 00:00:00+00:00,-0.012341070494503281
2014-10-31 00:00:00+00:00,-0.00045236230144851675
2014-11-30 00:00:00+00:00,-0.00987910468895703
2014-12-31 00:00:00+00:00,-0.006529366225112132
2015-01-31 00:00:00+00:00,-0.003010532932976706
2015-02-28 00:00:00+00:00,0.009219961199176785
2015-03-31 00:00:00+00:00,-0.0076573724181413505
2015-04-30 00:00:00+00:00,0.0011569182077098006
2015-05-31 00:00:00+00:00,-0.0008915174302519535
2015-06-30 00:00:00+00:00,-0.0011832399980222785
2015-07-31 00:00:00+00:00,-0.0010584488868993214
2015-08-31 00:00:00+00:00,-0.002296666517208834
2015-09-30 00:00:00+00:00,-0.002777506920468742
2015-10-31 00:00:00+00:00,0.007103122695542918
2015-11-30 00:00:00+00:00,-0.0025577503448531713
2015-12-31 00:00:00+00:00,-0.02461006609373717
2016-01-31 00:00:00+00:00,-0.004261028557977942
2016-02-29 00:00:00+00:00,-0.0015553804743039246
2016-03-31 00:00:00+00:00,-0.009399597866189047
2016-04-30 00:00:00+00:00,0.01428124899581018
2016-05-31 00:00:00+00:00,0.005551849806795683
2016-06-30 00:00:00+00:00,-0.024305239694039416
2016-07-31 00:00:00+00:00,-0.009991306880257955
2016-08-31 00:00:00+00:00,-0.0002477683528747665
2016-09-30 00:00:00+00:00,-0.009081897150223783
2016-10-31 00:00:00+00:00,-0.011556707079482642
2016-11-30 00:00:00+00:00,0.016828083434375474
2016-12-31 00:00:00+00:00,0.008161875226267101
2017-01-31 00:00:00+00:00,-0.005310533121929861
2017-02-28 00:00:00+00:00,-0.007821512436516964
2017-03-31 00:00:00+00:00,-0.005410320332533303
2017-04-30 00:00:00+00:00,-0.02125768118853566
2017-05-31 00:00:00+00:00,0.0008720877392096593
2017-06-30 00:00:00+00:00,0.018147403298522047
2017-07-31 00:00:00+00:00,0.012356727775292287
2017-08-31 00:00:00+00:00,0.0031704539920585084
2017-09-30 00:00:00+00:00,-0.010377067347665636
2017-10-31 00:00:00+00:00,-0.005808631846334844
2017-11-30 00:00:00+00:00,-0.013157726001966519
2017-12-31 00:00:00+00:00,0.010826809842507945
2018-01-31 00:00:00+00:00,-0.008460417349105298
2018-02-28 00:00:00+00:00,-0.0019949175201021685
2018-03-31 00:00:00+00:00,0.0015790113287670327
2018-04-30 00:00:00+00:00,0.0018310770281642075
2018-05-31 00:00:00+00:00,-0.0010060467424015673
2018-06-30 00:00:00+00:00,-0.0008222102814636756
2018-07-31 00:00:00+00:00,0.0011484847767442297
2018-08-31 00:00:00+00:00,0.0032880712992560124
2018-09-30 00:00:00+00:00,-0.007201742608600958
2018-10-31 00:00:00+00:00,-0.0011325393863291788
2018-11-30 00:00:00+00:00,-0.005027797475087303
2018-12-31 00:00:00+00:00,0.021311530936352074
2019-01-31 00:00:00+00:00,-0.005111171355429489
2019-02-28 00:00:00+00:00,0.004276932652790499
2019-03-31 00:00:00+00:00,-0.0012432123314611854
2019-04-30 00:00:00+00:00,0.003366379843106504
2019-05-31 00:00:00+00:00,0.003947983655669285
2019-06-30 00:00:00+00:00,0.00361157863653494
2019-07-31 00:00:00+00:00,-0.0036587619822685546
2019-08-31 00:00:00+00:00,0.010810305295226863
2019-09-30 00:00:00+00:00,0.007245081354120719
2019-10-31 00:00:00+00:00,-0.01938041389394729
2019-11-30 00:00:00+00:00,0.003303787040458639
2019-12-31 00:00:00+00:00,-0.007539035440700559
2020-01-31 00:00:00+00:00,0.012163028322671021
