time,soft_ew_honesty
2011-10-31 00:00:00+00:00,-0.00651597409136484
2011-11-30 00:00:00+00:00,0.008634047828741886
2011-12-31 00:00:00+00:00,0.006465311432229948
2012-01-31 00:00:00+00:00,0.002429053164784145
2012-02-29 00:00:00+00:00,0.0008133609252758411
2012-03-31 00:00:00+00:00,0.009031393537540344
2012-04-30 00:00:00+00:00,0.002829663535938609
2012-05-31 00:00:00+00:00,0.0005838663565249647
2012-06-30 00:00:00+00:00,-0.0020580186709138193
2012-07-31 00:00:00+00:00,-0.009375184194821196
2012-08-31 00:00:00+00:00,0.005287505784325797
2012-09-30 00:00:00+00:00,0.008008799506682873
2012-10-31 00:00:00+00:00,0.006383037762840882
2012-11-30 00:00:00+00:00,0.0015528846830581422
2012-12-31 00:00:00+00:00,0.002469704200230627
2013-01-31 00:00:00+00:00,0.009219909364673207
2013-02-28 00:00:00+00:00,0.0035907825859551323
2013-03-31 00:00:00+00:00,-0.01221985127664782
2013-04-30 00:00:00+00:00,0.0036231743680894546
2013-05-31 00:00:00+00:00,0.025208679087365127
2013-06-30 00:00:00+00:00,0.014653301523633422
2013-07-31 00:00:00+00:00,0.0017395835453137831
2013-08-31 00:00:00+00:00,-0.0026852938885423283
2013-09-30 00:00:00+00:00,-0.0029540850830437337
2013-10-31 00:00:00+00:00,-0.0029462360008186694
2013-11-30 00:00:00+00:00,-0.0001584691134904892
2013-12-31 00:00:00+00:00,0.005797630277053045
2014-01-31 00:00:00+00:00,-0.004040587950941421
2014-02-28 00:00:00+00:00,0.0038491732524792432
2014-03-31 00:00:00+00:00,0.009145758262235182
2014-04-30 00:00:00+00:00,-0.0019003668509391947
2014-05-31 00:00:00+00:00,-0.00255415964582717
2014-06-30 00:00:00+00:00,0.004700676632301892
2014-07-31 00:00:00+00:00,-0.004787206781488695
2014-08-31 00:00:00+00:00,0.0062196344577203355
2014-09-30 00:00:00+00:00,0.006723947429304822
2014-10-31 00:00:00+00:00,0.0038618017704714624
2014-11-30 00:00:00+00:00,-0.00028104828520059133
2014-12-31 00:00:00+00:00,-0.0023447471518157625
2015-01-31 00:00:00+00:00,0.010757931608214033
2015-02-28 00:00:00+00:00,-0.009544161823364039
2015-03-31 00:00:00+00:00,0.009977586957439222
2015-04-30 00:00:00+00:00,-0.008592530209636684
2015-05-31 00:00:00+00:00,0.003286925324669232
2015-06-30 00:00:00+00:00,-0.0002136932887352172
2015-07-31 00:00:00+00:00,-0.0004554683557228545
2015-08-31 00:00:00+00:00,0.004278051823238371
2015-09-30 00:00:00+00:00,-0.0020100426024060036
2015-10-31 00:00:00+00:00,-0.0033983780811147613
2015-11-30 00:00:00+00:00,0.0029332582733681
2015-12-31 00:00:00+00:00,-0.011651379028345232
2016-01-31 00:00:00+00:00,0.007355282276980679
2016-02-29 00:00:00+00:00,0.013268024052557559
2016-03-31 00:00:00+00:00,-0.010078088457532886
2016-04-30 00:00:00+00:00,0.005002035813415295
2016-05-31 00:00:00+00:00,-0.007067273155568543
2016-06-30 00:00:00+00:00,0.005194608632987485
2016-07-31 00:00:00+00:00,-0.001850876934389456
2016-08-31 00:00:00+00:00,-0.0011900903304896682
2016-09-30 00:00:00+00:00,-0.001664607626887693
2016-10-31 00:00:00+00:00,-0.000784331877166311
2016-11-30 00:00:00+00:00,0.003720197153162408
2016-12-31 00:00:00+00:00,0.002317474394775365
2017-01-31 00:00:00+00:00,0.004641806525385261
2017-02-28 00:00:00+00:00,0.005614801043321904
2017-03-31 00:00:00+00:00,0.00027824534189435646
2017-04-30 00:00:00+00:00,-0.0023858117842004978
2017-05-31 00:00:00+00:00,-0.0029455514349222556
2017-06-30 00:00:00+00:00,0.003955913940781874
