time,gdp_chg_xs
2011-10-31 00:00:00+00:00,0.016735821070408496
2011-11-30 00:00:00+00:00,-0.012703986325909855
2011-12-31 00:00:00+00:00,0.002543128467467737
2012-01-31 00:00:00+00:00,0.02121050593982643
2012-02-29 00:00:00+00:00,0.007952907298957923
2012-03-31 00:00:00+00:00,-0.016265894781250845
2012-04-30 00:00:00+00:00,0.0021398298393886517
2012-05-31 00:00:00+00:00,-0.020369352275413033
2012-06-30 00:00:00+00:00,0.01665946024626086
2012-07-31 00:00:00+00:00,0.024485395895176953
2012-08-31 00:00:00+00:00,-0.01704900190594505
2012-09-30 00:00:00+00:00,-0.0011212350158251727
2012-10-31 00:00:00+00:00,-0.007637968421066121
2012-11-30 00:00:00+00:00,-0.0012136900459603917
2012-12-31 00:00:00+00:00,-0.0017867463251913795
2013-01-31 00:00:00+00:00,-0.010084693126951372
2013-02-28 00:00:00+00:00,0.0028687517424099696
2013-03-31 00:00:00+00:00,0.0018984891490052558
2013-04-30 00:00:00+00:00,0.001498050610746926
2013-05-31 00:00:00+00:00,-0.003491463295058339
2013-06-30 00:00:00+00:00,0.00935756726728365
2013-07-31 00:00:00+00:00,0.016940118409253913
2013-08-31 00:00:00+00:00,-0.0071134235017922265
2013-09-30 00:00:00+00:00,0.006792112889578483
2013-10-31 00:00:00+00:00,-0.005158828487932032
2013-11-30 00:00:00+00:00,0.013641504801725102
2013-12-31 00:00:00+00:00,0.0022761812968294937
2014-01-31 00:00:00+00:00,-0.008501853885370836
2014-02-28 00:00:00+00:00,-0.007001292583692864
2014-03-31 00:00:00+00:00,-0.016743489501444997
2014-04-30 00:00:00+00:00,0.003340502059578254
2014-05-31 00:00:00+00:00,0.005438660577614662
2014-06-30 00:00:00+00:00,-0.009960996839973535
2014-07-31 00:00:00+00:00,0.0051606866821722885
2014-08-31 00:00:00+00:00,-0.0012778628465904829
2014-09-30 00:00:00+00:00,-0.015554752008533734
2014-10-31 00:00:00+00:00,-0.0015850235982367566
2014-11-30 00:00:00+00:00,-0.0013834806808583622
2014-12-31 00:00:00+00:00,0.005219050065810027
2015-01-31 00:00:00+00:00,-0.013490492038533364
2015-02-28 00:00:00+00:00,0.01357623306234057
2015-03-31 00:00:00+00:00,-0.008415083446368654
2015-04-30 00:00:00+00:00,0.004173017317154137
2015-05-31 00:00:00+00:00,-0.014872518100825682
2015-06-30 00:00:00+00:00,-0.007847224224096783
2015-07-31 00:00:00+00:00,-0.0034932050518947655
2015-08-31 00:00:00+00:00,-0.02002668928805329
2015-09-30 00:00:00+00:00,0.003826387693228739
2015-10-31 00:00:00+00:00,0.013221888020079398
2015-11-30 00:00:00+00:00,0.0076374136999939335
2015-12-31 00:00:00+00:00,0.025128984759006157
2016-01-31 00:00:00+00:00,-0.0027048409936191176
2016-02-29 00:00:00+00:00,0.004587334968154888
2016-03-31 00:00:00+00:00,-0.0025433601427141683
2016-04-30 00:00:00+00:00,-0.008049063804772327
2016-05-31 00:00:00+00:00,0.003974420601770889
2016-06-30 00:00:00+00:00,0.02093202372752656
2016-07-31 00:00:00+00:00,0.009976143006429572
2016-08-31 00:00:00+00:00,0.00018679658181497416
2016-09-30 00:00:00+00:00,0.004110738854570695
2016-10-31 00:00:00+00:00,0.006592611631530021
2016-11-30 00:00:00+00:00,0.009189123846128355
2016-12-31 00:00:00+00:00,0.006203195291347718
2017-01-31 00:00:00+00:00,-0.004389732948504532
2017-02-28 00:00:00+00:00,-0.003629906210566025
2017-03-31 00:00:00+00:00,0.004908113115851265
2017-04-30 00:00:00+00:00,0.002982393654145099
2017-05-31 00:00:00+00:00,0.0017308474877735236
2017-06-30 00:00:00+00:00,0.0004706472478535062
2017-07-31 00:00:00+00:00,0.009441571498713275
2017-08-31 00:00:00+00:00,0.004894107346458343
2017-09-30 00:00:00+00:00,0.001847347369961172
2017-10-31 00:00:00+00:00,0.0019469228081931966
2017-11-30 00:00:00+00:00,0.003082970757277481
2017-12-31 00:00:00+00:00,-0.007059840116866445
2018-01-31 00:00:00+00:00,-0.006203489233125303
2018-02-28 00:00:00+00:00,-0.0009913770998880578
2018-03-31 00:00:00+00:00,0.003219520613251481
2018-04-30 00:00:00+00:00,-0.0016062181659158847
2018-05-31 00:00:00+00:00,-0.0013183849842359763
2018-06-30 00:00:00+00:00,-0.0061623428609910436
2018-07-31 00:00:00+00:00,1.847406235944149e-05
2018-08-31 00:00:00+00:00,0.0023748768801057363
2018-09-30 00:00:00+00:00,-0.007246860830111501
2018-10-31 00:00:00+00:00,0.0013133025493863304
2018-11-30 00:00:00+00:00,0.011561404286492216
2018-12-31 00:00:00+00:00,-0.011760574286558856
2019-01-31 00:00:00+00:00,0.002166906124710488
2019-02-28 00:00:00+00:00,0.004746746825817327
2019-03-31 00:00:00+00:00,0.00619046609028806
