time,acm_tp_chg_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0016170641947841347
2012-01-31 00:00:00+00:00,-0.003170726486186548
2012-02-29 00:00:00+00:00,-0.0015123407319164173
2012-03-31 00:00:00+00:00,-0.005415407396612171
2012-04-30 00:00:00+00:00,-0.00046020761484522055
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0006960846156971456
2012-07-31 00:00:00+00:00,-4.046104011812268e-05
2012-08-31 00:00:00+00:00,0.002152981848237534
2012-09-30 00:00:00+00:00,0.0007337811082916978
2012-10-31 00:00:00+00:00,0.0015113949901517376
2012-11-30 00:00:00+00:00,0.0008400631960714389
2012-12-31 00:00:00+00:00,-0.0011698172980458832
2013-01-31 00:00:00+00:00,-0.005724217304626356
2013-02-28 00:00:00+00:00,0.0012776399358809254
2013-03-31 00:00:00+00:00,0.0008816628682386529
2013-04-30 00:00:00+00:00,0.003375882191314128
2013-05-31 00:00:00+00:00,0.01563534774234676
2013-06-30 00:00:00+00:00,-0.0036210740079870574
2013-07-31 00:00:00+00:00,-0.006775383126041201
2013-08-31 00:00:00+00:00,0.002952503209686208
2013-09-30 00:00:00+00:00,-0.005259147417770893
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,-0.0012253822752456012
2013-12-31 00:00:00+00:00,-0.0013563017682166612
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,-0.003559224259953808
2014-04-30 00:00:00+00:00,-0.0008774920035249378
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,-0.0022872645408791303
2014-07-31 00:00:00+00:00,-0.00196432967223259
2014-08-31 00:00:00+00:00,-0.00015147433908879737
2014-09-30 00:00:00+00:00,0.0009259595299115908
2014-10-31 00:00:00+00:00,0.002779712774968024
2014-11-30 00:00:00+00:00,0.00304893339987955
2014-12-31 00:00:00+00:00,-0.0007937306147042245
2015-01-31 00:00:00+00:00,0.007391770626642424
2015-02-28 00:00:00+00:00,-0.0031610715146273005
2015-03-31 00:00:00+00:00,0.009738419512779206
2015-04-30 00:00:00+00:00,0.000701655019848868
2015-05-31 00:00:00+00:00,0.0018040306881941248
2015-06-30 00:00:00+00:00,0.003173411192674669
2015-07-31 00:00:00+00:00,0.006680566726290582
2015-08-31 00:00:00+00:00,-0.0008741065562783978
2015-09-30 00:00:00+00:00,0.0013719838227816972
2015-10-31 00:00:00+00:00,0.0018269748469943448
2015-11-30 00:00:00+00:00,-0.0024782221584899178
2015-12-31 00:00:00+00:00,0.005999013943958076
2016-01-31 00:00:00+00:00,0.00207163600765492
2016-02-29 00:00:00+00:00,0.0009906802221699706
2016-03-31 00:00:00+00:00,0.0015857145005611084
2016-04-30 00:00:00+00:00,-0.00032262465684218533
2016-05-31 00:00:00+00:00,0.00012088173606183972
2016-06-30 00:00:00+00:00,0.011825820880600801
2016-07-31 00:00:00+00:00,0.004070647331041233
2016-08-31 00:00:00+00:00,-0.0024703703630341023
2016-09-30 00:00:00+00:00,0.006218452239277639
2016-10-31 00:00:00+00:00,0.00014655089793524922
2016-11-30 00:00:00+00:00,0.00911935626867666
2016-12-31 00:00:00+00:00,-0.000985835848211991
2017-01-31 00:00:00+00:00,-0.005506475481421802
2017-02-28 00:00:00+00:00,-0.001404674320551802
2017-03-31 00:00:00+00:00,-0.004248331188168697
2017-04-30 00:00:00+00:00,-0.0005904946555430612
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,-7.500000000015827e-05
2017-07-31 00:00:00+00:00,-0.001069275406577197
2017-08-31 00:00:00+00:00,-0.0015211902842681146
