time,high_cars_z_xs
2011-10-31 00:00:00+00:00,-0.003976759855006007
2011-11-30 00:00:00+00:00,-0.007782162762173139
2011-12-31 00:00:00+00:00,-0.010569300815254312
2012-01-31 00:00:00+00:00,-0.010243330360526937
2012-02-29 00:00:00+00:00,-0.007075530505822214
2012-03-31 00:00:00+00:00,0.00788896365678271
2012-04-30 00:00:00+00:00,-0.0027675755211963304
2012-05-31 00:00:00+00:00,0.019370741429404204
2012-06-30 00:00:00+00:00,-0.0102024627550793
2012-07-31 00:00:00+00:00,0.0005754871043626153
2012-08-31 00:00:00+00:00,0.003005821132965325
2012-09-30 00:00:00+00:00,-0.007837960866514448
2012-10-31 00:00:00+00:00,-0.006204529864970221
2012-11-30 00:00:00+00:00,-0.004193242071639847
2012-12-31 00:00:00+00:00,0.003240884292277091
2013-01-31 00:00:00+00:00,-0.01643742848384777
2013-02-28 00:00:00+00:00,-0.007639936059868568
2013-03-31 00:00:00+00:00,0.009999133303855157
2013-04-30 00:00:00+00:00,-0.0052052543720156885
2013-05-31 00:00:00+00:00,-0.005033607350367064
2013-06-30 00:00:00+00:00,0.013365963990254581
2013-07-31 00:00:00+00:00,0.0103837538301772
2013-08-31 00:00:00+00:00,0.009126769015602498
2013-09-30 00:00:00+00:00,0.004528458744834429
2013-10-31 00:00:00+00:00,0.0022573786535418083
2013-11-30 00:00:00+00:00,0.0031894440151565284
2013-12-31 00:00:00+00:00,-0.005339774092939065
2014-01-31 00:00:00+00:00,0.013938803854691484
2014-02-28 00:00:00+00:00,-0.0077039558009524
2014-03-31 00:00:00+00:00,-0.007753103432364683
2014-04-30 00:00:00+00:00,0.0038949651199358115
2014-05-31 00:00:00+00:00,-0.008274317600828751
2014-06-30 00:00:00+00:00,-0.00720649295797593
2014-07-31 00:00:00+00:00,0.00037664734353137774
2014-08-31 00:00:00+00:00,-0.005356934879413022
2014-09-30 00:00:00+00:00,0.0006465252916214581
2014-10-31 00:00:00+00:00,-0.004268495633021452
2014-11-30 00:00:00+00:00,0.0022616198200517967
2014-12-31 00:00:00+00:00,0.0008266238186342978
2015-01-31 00:00:00+00:00,-0.012860696321060239
2015-02-28 00:00:00+00:00,0.0019785100710711934
2015-03-31 00:00:00+00:00,-0.013941266645741024
2015-04-30 00:00:00+00:00,0.012273879318111414
2015-05-31 00:00:00+00:00,0.003065153921371744
2015-06-30 00:00:00+00:00,0.00902042642722889
2015-07-31 00:00:00+00:00,-0.0074355999425127495
2015-08-31 00:00:00+00:00,0.004585921427586737
2015-09-30 00:00:00+00:00,-0.00420439257963745
2015-10-31 00:00:00+00:00,-0.004543572951515973
2015-11-30 00:00:00+00:00,-0.011879937877786073
2015-12-31 00:00:00+00:00,0.010319409151661185
2016-01-31 00:00:00+00:00,-0.00417163307766677
2016-02-29 00:00:00+00:00,-0.011970595411392781
2016-03-31 00:00:00+00:00,0.009428458176857557
2016-04-30 00:00:00+00:00,8.119386443317111e-05
2016-05-31 00:00:00+00:00,0.017911529862222997
2016-06-30 00:00:00+00:00,-0.010023375518686484
2016-07-31 00:00:00+00:00,-0.0032552761988969836
2016-08-31 00:00:00+00:00,0.002723000138334042
2016-09-30 00:00:00+00:00,-0.00018996791501624255
2016-10-31 00:00:00+00:00,0.004689145151565377
2016-11-30 00:00:00+00:00,-0.02184681062784888
2016-12-31 00:00:00+00:00,-0.0014858430813862178
2017-01-31 00:00:00+00:00,-0.011721692561886488
2017-02-28 00:00:00+00:00,0.0030088411160731354
2017-03-31 00:00:00+00:00,0.005481353521538779
2017-04-30 00:00:00+00:00,0.0037561098297227424
2017-05-31 00:00:00+00:00,-0.004253159490293479
2017-06-30 00:00:00+00:00,-0.01190635902223569
2017-07-31 00:00:00+00:00,-0.012716327179846942
2017-08-31 00:00:00+00:00,0.010308374165689749
2017-09-30 00:00:00+00:00,-0.013009671984504978
2017-10-31 00:00:00+00:00,-0.0006080509021858527
2017-11-30 00:00:00+00:00,-0.005671135029796437
2017-12-31 00:00:00+00:00,-0.005301020773581744
2018-01-31 00:00:00+00:00,-0.008879996915423294
2018-02-28 00:00:00+00:00,-0.011118353838937112
2018-03-31 00:00:00+00:00,-0.006273213652530529
2018-04-30 00:00:00+00:00,-0.002729438858806721
2018-05-31 00:00:00+00:00,-0.0035998662014153915
2018-06-30 00:00:00+00:00,-0.000886464357282235
2018-07-31 00:00:00+00:00,-0.00295724535257047
2018-08-31 00:00:00+00:00,0.003150708930808488
2018-09-30 00:00:00+00:00,-0.003223571605611486
2018-10-31 00:00:00+00:00,-3.5691056215370054e-05
2018-11-30 00:00:00+00:00,-0.007917798100874562
2018-12-31 00:00:00+00:00,0.015207933840790888
2019-01-31 00:00:00+00:00,-0.0037666535294962333
2019-02-28 00:00:00+00:00,0.006497739194929686
2019-03-31 00:00:00+00:00,-0.0012432123314611854
2019-04-30 00:00:00+00:00,0.0017247665426207703
2019-05-31 00:00:00+00:00,0.0009389101453864956
2019-06-30 00:00:00+00:00,-0.008626393783365605
2019-07-31 00:00:00+00:00,-4.2191174081440685e-05
2019-08-31 00:00:00+00:00,0.006748052719330655
2019-09-30 00:00:00+00:00,-0.0031358990455989666
2019-10-31 00:00:00+00:00,0.0015826925328330521
2019-11-30 00:00:00+00:00,0.006256363839620027
2019-12-31 00:00:00+00:00,-0.003058984071946824
