time,oil_gpr_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.003771620056253866
2012-01-31 00:00:00+00:00,-0.007285553745502105
2012-02-29 00:00:00+00:00,-0.0069166903013127
2012-03-31 00:00:00+00:00,-0.0024512528086119145
2012-04-30 00:00:00+00:00,0.0032142971743311932
2012-05-31 00:00:00+00:00,0.0024101729957051177
2012-06-30 00:00:00+00:00,-0.00203144770803787
2012-07-31 00:00:00+00:00,0.004975944310058988
2012-08-31 00:00:00+00:00,-0.0014343557668925477
2012-09-30 00:00:00+00:00,-0.0036686256370009884
2012-10-31 00:00:00+00:00,-0.00013587994579566942
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,-0.00162925621143728
2013-01-31 00:00:00+00:00,0.00040572502519742315
2013-02-28 00:00:00+00:00,0.0005361917357786794
2013-03-31 00:00:00+00:00,-0.0011806626213294313
2013-04-30 00:00:00+00:00,-0.0038461461033576505
2013-05-31 00:00:00+00:00,-0.0009904933846590636
2013-06-30 00:00:00+00:00,-0.005045393893043704
2013-07-31 00:00:00+00:00,0.003180884969681941
2013-08-31 00:00:00+00:00,-0.0012918553643256336
2013-09-30 00:00:00+00:00,0.0005795948200431056
2013-10-31 00:00:00+00:00,-0.0002651576319057103
2013-11-30 00:00:00+00:00,0.0016603704769726502
2013-12-31 00:00:00+00:00,-0.0010206100126707307
2014-01-31 00:00:00+00:00,0.003103303432879123
2014-02-28 00:00:00+00:00,-0.0016592380509694582
2014-03-31 00:00:00+00:00,-0.006986606997859246
2014-04-30 00:00:00+00:00,0.0006759110919363209
2014-05-31 00:00:00+00:00,-0.0017356448895003984
2014-06-30 00:00:00+00:00,-0.0003486053596928329
2014-07-31 00:00:00+00:00,0.0003680319685317457
2014-08-31 00:00:00+00:00,-8.284279593973043e-05
2014-09-30 00:00:00+00:00,0.0049303597056540305
2014-10-31 00:00:00+00:00,0.0005179711364236006
2014-11-30 00:00:00+00:00,-0.0009561234454918965
2014-12-31 00:00:00+00:00,0.004708112660915642
2015-01-31 00:00:00+00:00,0.011773256972687829
2015-02-28 00:00:00+00:00,0.005813697452853761
2015-03-31 00:00:00+00:00,0.0041488554980326775
2015-04-30 00:00:00+00:00,-0.00334533059002573
2015-05-31 00:00:00+00:00,-0.0005159948054543895
2015-06-30 00:00:00+00:00,0.002947535938373047
2015-07-31 00:00:00+00:00,-0.0019107738114180206
2015-08-31 00:00:00+00:00,0.0027375633595771998
2015-09-30 00:00:00+00:00,-7.500000000004725e-05
2015-10-31 00:00:00+00:00,-0.0008488940394306699
2015-11-30 00:00:00+00:00,-0.0013121946248886296
2015-12-31 00:00:00+00:00,-0.008499086735080819
2016-01-31 00:00:00+00:00,0.0011578860672247782
2016-02-29 00:00:00+00:00,-0.0003673829515288274
2016-03-31 00:00:00+00:00,-0.0010257943513450885
2016-04-30 00:00:00+00:00,0.001966667106998221
2016-05-31 00:00:00+00:00,-1.2091023609217544e-05
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,9.659801303985027e-05
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0015876932117544484
2016-10-31 00:00:00+00:00,-7.500000000004725e-05
2016-11-30 00:00:00+00:00,0.00026073821917393936
2016-12-31 00:00:00+00:00,0.009599584779087511
2017-01-31 00:00:00+00:00,-0.002567551868394191
2017-02-28 00:00:00+00:00,-0.0033167612967295312
2017-03-31 00:00:00+00:00,0.00026610282396699603
2017-04-30 00:00:00+00:00,-0.0002957679725721363
2017-05-31 00:00:00+00:00,-9.360661292323602e-05
2017-06-30 00:00:00+00:00,7.551334957289768e-05
2017-07-31 00:00:00+00:00,-0.005636211311503492
