time,pce_chg_xs
2011-10-31 00:00:00+00:00,0.02483477620764929
2011-11-30 00:00:00+00:00,-0.022008151509710583
2011-12-31 00:00:00+00:00,-0.000450103091695242
2012-01-31 00:00:00+00:00,0.01392018005782547
2012-02-29 00:00:00+00:00,0.009349051215201243
2012-03-31 00:00:00+00:00,-0.008689398439106322
2012-04-30 00:00:00+00:00,-0.006665572929088648
2012-05-31 00:00:00+00:00,-0.013135467250703248
2012-06-30 00:00:00+00:00,0.0022001592991625074
2012-07-31 00:00:00+00:00,-0.006539959901119441
2012-08-31 00:00:00+00:00,-0.0005741505106193756
2012-09-30 00:00:00+00:00,0.0008169306335186199
2012-10-31 00:00:00+00:00,0.0028198122959641747
2012-11-30 00:00:00+00:00,-0.0036899590940544513
2012-12-31 00:00:00+00:00,0.002945944326887995
2013-01-31 00:00:00+00:00,-0.010474559637515202
2013-02-28 00:00:00+00:00,-0.0028033728453510376
2013-03-31 00:00:00+00:00,-0.0014936279509247807
2013-04-30 00:00:00+00:00,-0.0016677601675967324
2013-05-31 00:00:00+00:00,0.004823814327382658
2013-06-30 00:00:00+00:00,0.011786108704115783
2013-07-31 00:00:00+00:00,0.004114676559431096
2013-08-31 00:00:00+00:00,0.0010213955256055396
2013-09-30 00:00:00+00:00,-0.000445943916638325
2013-10-31 00:00:00+00:00,-0.013801329419498853
2013-11-30 00:00:00+00:00,0.014856649842434733
2013-12-31 00:00:00+00:00,0.001892154850843042
2014-01-31 00:00:00+00:00,0.0067462803656768155
2014-02-28 00:00:00+00:00,-0.0016715225844844417
2014-03-31 00:00:00+00:00,0.010451881814001363
2014-04-30 00:00:00+00:00,-0.006719611710217621
2014-05-31 00:00:00+00:00,0.003718629098464543
2014-06-30 00:00:00+00:00,0.0002576384562120726
2014-07-31 00:00:00+00:00,-0.0037258767212668964
2014-08-31 00:00:00+00:00,-0.00205127950369266
2014-09-30 00:00:00+00:00,-0.01572865366356413
2014-10-31 00:00:00+00:00,0.0027806590665215847
2014-11-30 00:00:00+00:00,-0.009145340356237708
2014-12-31 00:00:00+00:00,-0.005104852282938999
2015-01-31 00:00:00+00:00,-0.03392950985160481
2015-02-28 00:00:00+00:00,0.014585991631533624
2015-03-31 00:00:00+00:00,-0.014360788985761097
2015-04-30 00:00:00+00:00,0.009712052676328575
2015-05-31 00:00:00+00:00,-0.004357564942807368
2015-06-30 00:00:00+00:00,0.023412388821202335
