,USD,EUR,GBP,JPY,CAD,AUD
1985-02-01 00:00:00+00:00,,,41.817,63.511,,
1985-03-01 00:00:00+00:00,,,41.817,63.511,,
1985-04-01 00:00:00+00:00,,,42.212,65.602,,
1985-05-01 00:00:00+00:00,,,42.212,65.602,,
1985-06-01 00:00:00+00:00,,,42.212,65.602,,
1985-07-01 00:00:00+00:00,,,42.212,65.602,,
1985-08-01 00:00:00+00:00,,,42.212,65.602,,
1985-09-01 00:00:00+00:00,,,42.212,65.602,,
1985-10-01 00:00:00+00:00,,,42.212,65.602,,
1985-11-01 00:00:00+00:00,,,42.212,65.602,,
1985-12-01 00:00:00+00:00,,,42.212,65.602,,
1986-01-01 00:00:00+00:00,,,42.212,65.602,,
1986-02-01 00:00:00+00:00,,,42.212,65.602,,
1986-03-01 00:00:00+00:00,,,42.212,65.602,,
1986-04-01 00:00:00+00:00,,,41.285,68.31,,
1986-05-01 00:00:00+00:00,,,41.285,68.31,,
1986-06-01 00:00:00+00:00,,,41.285,68.31,,
1986-07-01 00:00:00+00:00,,,41.285,68.31,,
1986-08-01 00:00:00+00:00,,,41.285,68.31,,
1986-09-01 00:00:00+00:00,,,41.285,68.31,,
1986-10-01 00:00:00+00:00,,,41.285,68.31,,
1986-11-01 00:00:00+00:00,,,41.285,68.31,,
1986-12-01 00:00:00+00:00,,,41.285,68.31,,
1987-01-01 00:00:00+00:00,,,41.285,68.31,,
1987-02-01 00:00:00+00:00,,,41.285,68.31,,
1987-03-01 00:00:00+00:00,,,41.285,68.31,,
1987-04-01 00:00:00+00:00,,,41.277,74.079,,
1987-05-01 00:00:00+00:00,,,41.277,74.079,,
1987-06-01 00:00:00+00:00,,,41.277,74.079,,
1987-07-01 00:00:00+00:00,,,41.277,74.079,,
1987-08-01 00:00:00+00:00,,,41.277,74.079,,
1987-09-01 00:00:00+00:00,,,41.277,74.079,,
1987-10-01 00:00:00+00:00,,,41.277,74.079,,
1987-11-01 00:00:00+00:00,,,41.277,74.079,,
