,USD,EUR,GBP,JPY,CAD,AUD
1987-12-01 00:00:00+00:00,,,41.277,74.079,,
1988-01-01 00:00:00+00:00,,,41.277,74.079,,
1988-02-01 00:00:00+00:00,,,41.277,74.079,,
1988-03-01 00:00:00+00:00,,,41.277,74.079,,
1988-04-01 00:00:00+00:00,,,39.282,75.833,,
1988-05-01 00:00:00+00:00,,,39.282,75.833,,
1988-06-01 00:00:00+00:00,,,39.282,75.833,,
1988-07-01 00:00:00+00:00,,,39.282,75.833,,
1988-08-01 00:00:00+00:00,,,39.282,75.833,,
1988-09-01 00:00:00+00:00,,,39.282,75.833,,
1988-10-01 00:00:00+00:00,,,39.282,75.833,,
1988-11-01 00:00:00+00:00,,,39.282,75.833,,
1988-12-01 00:00:00+00:00,,,39.282,75.833,,
1989-01-01 00:00:00+00:00,,,39.282,75.833,,
1989-02-01 00:00:00+00:00,,,39.282,75.833,,
1989-03-01 00:00:00+00:00,,,39.282,75.833,,
1989-04-01 00:00:00+00:00,,,37.075,71.944,,
1989-05-01 00:00:00+00:00,,,37.075,71.944,,
1989-06-01 00:00:00+00:00,,,37.075,71.944,,
1989-07-01 00:00:00+00:00,,,37.075,71.944,,
1989-08-01 00:00:00+00:00,,,37.075,71.944,,
1989-09-01 00:00:00+00:00,,,37.075,71.944,,
1989-10-01 00:00:00+00:00,,,37.075,71.944,,
1989-11-01 00:00:00+00:00,,,37.075,71.944,,
1989-12-01 00:00:00+00:00,,,37.075,71.944,,
1990-01-01 00:00:00+00:00,,,37.075,71.944,,
1990-02-01 00:00:00+00:00,,,37.075,71.944,,
1990-03-01 00:00:00+00:00,,,37.075,71.944,,
1990-04-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-05-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-06-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-07-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-08-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-09-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-10-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-11-01 00:00:00+00:00,,,32.533,65.674,,17.016
1990-12-01 00:00:00+00:00,,,32.533,65.674,,17.016
1991-01-01 00:00:00+00:00,,,32.533,65.674,,17.016
1991-02-01 00:00:00+00:00,,,32.533,65.674,,17.016
1991-03-01 00:00:00+00:00,,,32.533,65.674,,17.016
1991-04-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-05-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-06-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-07-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-08-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-09-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-10-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-11-01 00:00:00+00:00,,,28.48,63.233,,16.407
1991-12-01 00:00:00+00:00,,,28.48,63.233,,16.407
1992-01-01 00:00:00+00:00,,,28.48,63.233,,16.407
1992-02-01 00:00:00+00:00,,,28.48,63.233,,16.407
1992-03-01 00:00:00+00:00,,,28.48,63.233,,16.407
1992-04-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-05-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-06-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-07-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-08-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-09-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-10-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-11-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1992-12-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1993-01-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1993-02-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1993-03-01 00:00:00+00:00,,39.485,28.481,62.385,,21.607
1993-04-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-05-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-06-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-07-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-08-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-09-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-10-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-11-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1993-12-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1994-01-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1994-02-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1994-03-01 00:00:00+00:00,,41.863,33.227,66.766,,27.632
1994-04-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-05-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-06-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-07-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-08-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-09-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-10-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-11-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1994-12-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1995-01-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1995-02-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1995-03-01 00:00:00+00:00,,45.512,37.96,72.838,,30.665
1995-04-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-05-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-06-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-07-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-08-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-09-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-10-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-11-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1995-12-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1996-01-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1996-02-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1996-03-01 00:00:00+00:00,,47.875,40.724,84.361,,31.709
1996-04-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-05-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-06-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-07-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-08-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-09-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-10-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-11-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1996-12-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1997-01-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1997-02-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1997-03-01 00:00:00+00:00,,55.288,43.653,92.526,21.424,31.143
1997-04-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-05-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-06-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-07-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-08-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-09-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-10-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-11-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1997-12-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1998-01-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1998-02-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1998-03-01 00:00:00+00:00,,58.11,43.714,98.054,21.221,29.345
1998-04-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-05-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-06-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-07-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-08-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-09-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-10-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-11-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1998-12-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1999-01-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1999-02-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1999-03-01 00:00:00+00:00,,59.207,44.132,104.971,20.394,25.907
1999-04-01 00:00:00+00:00,,59.809,41.97,116.02,20.438,23.698
1999-05-01 00:00:00+00:00,,59.809,41.97,116.02,20.438,23.698
1999-06-01 00:00:00+00:00,,59.809,41.97,116.02,20.438,23.698
