time,high_ppi_xs
2011-10-31 00:00:00+00:00,0.017033917095330642
2011-11-30 00:00:00+00:00,-0.004007478555456578
2011-12-31 00:00:00+00:00,0.005102536660930301
2012-01-31 00:00:00+00:00,0.004275614443032927
2012-02-29 00:00:00+00:00,0.0005105255784603191
2012-03-31 00:00:00+00:00,-0.004176363451720122
2012-04-30 00:00:00+00:00,0.0030346532727854036
2012-05-31 00:00:00+00:00,-0.008055319600970612
2012-06-30 00:00:00+00:00,0.00025058469557692753
2012-07-31 00:00:00+00:00,0.01305658880767302
2012-08-31 00:00:00+00:00,0.006300167515159938
2012-09-30 00:00:00+00:00,0.0005708195119951132
2012-10-31 00:00:00+00:00,0.003911638567874798
2012-11-30 00:00:00+00:00,-0.0005087128190897072
2012-12-31 00:00:00+00:00,0.004809108140209073
2013-01-31 00:00:00+00:00,-0.0033983699598838513
2013-02-28 00:00:00+00:00,-0.014880638313001904
2013-03-31 00:00:00+00:00,-0.00826941708383433
2013-04-30 00:00:00+00:00,0.005362923312970835
2013-05-31 00:00:00+00:00,0.0024833648500524053
2013-06-30 00:00:00+00:00,0.0057848080597628915
2013-07-31 00:00:00+00:00,-0.0022150613782911943
2013-08-31 00:00:00+00:00,0.005766525075474371
2013-09-30 00:00:00+00:00,0.01698611444503828
2013-10-31 00:00:00+00:00,-0.011444469547646219
2013-11-30 00:00:00+00:00,0.0026452155921741216
2013-12-31 00:00:00+00:00,-0.003405795241072096
2014-01-31 00:00:00+00:00,0.017391713478030812
2014-02-28 00:00:00+00:00,0.005297355304817231
2014-03-31 00:00:00+00:00,0.018570083685101713
2014-04-30 00:00:00+00:00,-0.0020062766616422145
2014-05-31 00:00:00+00:00,0.004835764302251855
2014-06-30 00:00:00+00:00,0.0023051098517601343
2014-07-31 00:00:00+00:00,-0.0020747972573809115
2014-08-31 00:00:00+00:00,0.009070899127181509
2014-09-30 00:00:00+00:00,-0.0008578330448334448
2014-10-31 00:00:00+00:00,0.006222984988163871
2014-11-30 00:00:00+00:00,0.00037269354626556783
2014-12-31 00:00:00+00:00,-0.0028669635048075293
2015-01-31 00:00:00+00:00,0.004971562486076886
2015-02-28 00:00:00+00:00,-0.015029195299764764
2015-03-31 00:00:00+00:00,0.006392559541626097
2015-04-30 00:00:00+00:00,-0.004793785979830489
2015-05-31 00:00:00+00:00,0.009886359255982802
2015-06-30 00:00:00+00:00,0.008662969067913417
2015-07-31 00:00:00+00:00,0.003431584452783909
2015-08-31 00:00:00+00:00,0.008949710406995104
2015-09-30 00:00:00+00:00,-0.0036843936633791374
2015-10-31 00:00:00+00:00,-0.009376447996329862
2015-11-30 00:00:00+00:00,0.008290201041070144
2015-12-31 00:00:00+00:00,0.005182147786587654
2016-01-31 00:00:00+00:00,0.007712422984362366
2016-02-29 00:00:00+00:00,0.011364008830578864
