time,low_dsr_xs
2011-10-31 00:00:00+00:00,-0.022831318388173316
2011-11-30 00:00:00+00:00,0.010478300235129634
2011-12-31 00:00:00+00:00,-0.012906000226249437
2012-01-31 00:00:00+00:00,-0.01149220099001702
2012-02-29 00:00:00+00:00,-0.0008182421362099568
2012-03-31 00:00:00+00:00,0.007660743890486543
2012-04-30 00:00:00+00:00,-0.00469314148099087
2012-05-31 00:00:00+00:00,0.011499324530979127
2012-06-30 00:00:00+00:00,-0.006238322889236425
2012-07-31 00:00:00+00:00,-0.021156676330862156
2012-08-31 00:00:00+00:00,0.006698247696091952
2012-09-30 00:00:00+00:00,0.0019862199653222223
2012-10-31 00:00:00+00:00,0.006621523264928486
2012-11-30 00:00:00+00:00,-0.0029510205536412704
2012-12-31 00:00:00+00:00,0.005440951496824775
2013-01-31 00:00:00+00:00,0.007722952343002909
2013-02-28 00:00:00+00:00,0.001986824238549012
2013-03-31 00:00:00+00:00,-0.012435937675105202
2013-04-30 00:00:00+00:00,0.005415520675524199
2013-05-31 00:00:00+00:00,0.021109158781032367
2013-06-30 00:00:00+00:00,0.01884251327401265
2013-07-31 00:00:00+00:00,0.004819556429916716
2013-08-31 00:00:00+00:00,0.005521719775770428
2013-09-30 00:00:00+00:00,-0.010591626629280038
2013-10-31 00:00:00+00:00,0.0033700191454415496
2013-11-30 00:00:00+00:00,0.010744501724015088
2013-12-31 00:00:00+00:00,0.009715553118861742
2014-01-31 00:00:00+00:00,0.01063227146574719
2014-02-28 00:00:00+00:00,-0.002747800472926998
2014-03-31 00:00:00+00:00,-0.00879943690595042
2014-04-30 00:00:00+00:00,-0.0006981164835632159
2014-05-31 00:00:00+00:00,-0.008476312149843679
2014-06-30 00:00:00+00:00,-0.005411025339234654
2014-07-31 00:00:00+00:00,0.0032006346495376814
2014-08-31 00:00:00+00:00,-0.006332633775282925
2014-09-30 00:00:00+00:00,0.01424167870240134
2014-10-31 00:00:00+00:00,-0.003026208439337874
2014-11-30 00:00:00+00:00,0.008816510563117053
2014-12-31 00:00:00+00:00,0.009957310066262659
2015-01-31 00:00:00+00:00,0.016023610994989612
2015-02-28 00:00:00+00:00,-0.005644744871208696
2015-03-31 00:00:00+00:00,-0.0006187304887527167
2015-04-30 00:00:00+00:00,-0.010741762094345964
2015-05-31 00:00:00+00:00,0.010277595191533262
2015-06-30 00:00:00+00:00,0.0029829039347031294
2015-07-31 00:00:00+00:00,0.019432999405277984
2015-08-31 00:00:00+00:00,0.015617018062497934
2015-09-30 00:00:00+00:00,0.0054554973291705
2015-10-31 00:00:00+00:00,-0.009814542027131612
2015-11-30 00:00:00+00:00,-0.008862472141951905
