time,high_cpi_xs
2011-10-31 00:00:00+00:00,0.014658402695438832
2011-11-30 00:00:00+00:00,-0.008733897322786732
2011-12-31 00:00:00+00:00,0.005321326567209184
2012-01-31 00:00:00+00:00,0.005558993518878896
2012-02-29 00:00:00+00:00,0.0026505560155152263
2012-03-31 00:00:00+00:00,-0.007653423258491832
2012-04-30 00:00:00+00:00,0.003894703133362931
2012-05-31 00:00:00+00:00,-0.012969705671930232
2012-06-30 00:00:00+00:00,0.0021077260167303713
2012-07-31 00:00:00+00:00,0.002792305750066504
2012-08-31 00:00:00+00:00,0.0020945065433413124
2012-09-30 00:00:00+00:00,0.007007919947279007
2012-10-31 00:00:00+00:00,-0.0006670707485625371
2012-11-30 00:00:00+00:00,-0.0014341506672519433
2012-12-31 00:00:00+00:00,0.0009346731446218115
2013-01-31 00:00:00+00:00,0.00041206376684432833
2013-02-28 00:00:00+00:00,-0.00937480472829344
2013-03-31 00:00:00+00:00,0.0011284038761076864
2013-04-30 00:00:00+00:00,-0.0006043644733270126
2013-05-31 00:00:00+00:00,-0.015594762275299656
2013-06-30 00:00:00+00:00,-0.016538129923195255
2013-07-31 00:00:00+00:00,-0.00995878217484425
2013-08-31 00:00:00+00:00,0.006365114112701686
2013-09-30 00:00:00+00:00,0.014778587175719782
2013-10-31 00:00:00+00:00,0.00023669238743018184
2013-11-30 00:00:00+00:00,-0.0038004381409175725
2013-12-31 00:00:00+00:00,-0.00727745680189007
2014-01-31 00:00:00+00:00,0.013360865364990815
2014-02-28 00:00:00+00:00,-0.001172558121097289
2014-03-31 00:00:00+00:00,0.005739706314693338
2014-04-30 00:00:00+00:00,0.0006745188845551642
2014-05-31 00:00:00+00:00,0.00840863209520748
2014-06-30 00:00:00+00:00,-0.0011613623931255868
2014-07-31 00:00:00+00:00,0.008341672332963457
2014-08-31 00:00:00+00:00,0.008580046285843634
2014-09-30 00:00:00+00:00,0.0029669555274172144
2014-10-31 00:00:00+00:00,0.0031617859261756642
2014-11-30 00:00:00+00:00,-0.0033501884704864038
2014-12-31 00:00:00+00:00,0.002053762440381135
2015-01-31 00:00:00+00:00,-0.0178816795002521
2015-02-28 00:00:00+00:00,0.012950303298012722
2015-03-31 00:00:00+00:00,0.009949250402436105
2015-04-30 00:00:00+00:00,-0.011655870335640528
2015-05-31 00:00:00+00:00,-0.0002910862118291613
2015-06-30 00:00:00+00:00,-0.004307536975720394
2015-07-31 00:00:00+00:00,-0.008231982614263167
2015-08-31 00:00:00+00:00,-0.0018580862373659413
2015-09-30 00:00:00+00:00,-0.00020325141728261276
2015-10-31 00:00:00+00:00,0.009350583947419944
2015-11-30 00:00:00+00:00,0.009767575743272916
2015-12-31 00:00:00+00:00,-0.015987459018173222
2016-01-31 00:00:00+00:00,0.009998884223869187
2016-02-29 00:00:00+00:00,0.0015613300508248162
2016-03-31 00:00:00+00:00,0.00728177200715141
2016-04-30 00:00:00+00:00,0.00956087957559526
2016-05-31 00:00:00+00:00,-0.00952303722307124
2016-06-30 00:00:00+00:00,0.005835872475209225
2016-07-31 00:00:00+00:00,0.0003469634532304866
2016-08-31 00:00:00+00:00,0.00045691398916170023
2016-09-30 00:00:00+00:00,-0.0036826564929224315
2016-10-31 00:00:00+00:00,0.008069951229295214
2016-11-30 00:00:00+00:00,0.020380842607678584
2016-12-31 00:00:00+00:00,0.0010635643670549033
2017-01-31 00:00:00+00:00,0.009170293056361523
2017-02-28 00:00:00+00:00,0.003752068051562585
2017-03-31 00:00:00+00:00,-0.005066292209170098
2017-04-30 00:00:00+00:00,-0.011753398979063134
2017-05-31 00:00:00+00:00,-0.0011290176666716167
2017-06-30 00:00:00+00:00,0.010166509134931667
2017-07-31 00:00:00+00:00,0.013992975867531454
2017-08-31 00:00:00+00:00,-0.009033758284910154
2017-09-30 00:00:00+00:00,0.014781610863132677
2017-10-31 00:00:00+00:00,-0.008543596594159708
2017-11-30 00:00:00+00:00,-0.0007463299689528524
2017-12-31 00:00:00+00:00,0.008572170048799732
2018-01-31 00:00:00+00:00,0.002379328484400922
2018-02-28 00:00:00+00:00,-0.016638058026060665
2018-03-31 00:00:00+00:00,0.0007252297181530309
2018-04-30 00:00:00+00:00,0.005738251251273585
2018-05-31 00:00:00+00:00,-0.01294943372084123
2018-06-30 00:00:00+00:00,0.0024659298597573542
2018-07-31 00:00:00+00:00,0.0051022871400610015
2018-08-31 00:00:00+00:00,-0.008780956639359405
2018-09-30 00:00:00+00:00,0.012928876810852863
2018-10-31 00:00:00+00:00,-0.007225516594646986
2018-11-30 00:00:00+00:00,-0.0029210568675336335
2018-12-31 00:00:00+00:00,-0.01798324743790003
2019-01-31 00:00:00+00:00,0.009118873862759225
2019-02-28 00:00:00+00:00,0.007961530453468368
2019-03-31 00:00:00+00:00,-0.010198276776876014
2019-04-30 00:00:00+00:00,0.0028908624740455746
2019-05-31 00:00:00+00:00,-0.01849112052176538
2019-06-30 00:00:00+00:00,0.0007260446557830758
2019-07-31 00:00:00+00:00,-0.008042585490890541
2019-08-31 00:00:00+00:00,-0.008411308134225859
