time,low_retail_xs
2011-10-31 00:00:00+00:00,-0.011815943181164856
2011-11-30 00:00:00+00:00,-0.0061490648237548795
2011-12-31 00:00:00+00:00,-0.010499448215873786
2012-01-31 00:00:00+00:00,-0.013727120146822647
2012-02-29 00:00:00+00:00,-0.004806846378494711
2012-03-31 00:00:00+00:00,0.009837347254899154
2012-04-30 00:00:00+00:00,-0.004264103026632382
2012-05-31 00:00:00+00:00,-0.009008917561263874
2012-06-30 00:00:00+00:00,0.011354247907488624
2012-07-31 00:00:00+00:00,-0.005234282059736861
2012-08-31 00:00:00+00:00,0.002778401899567795
2012-09-30 00:00:00+00:00,-0.006095087008562761
2012-10-31 00:00:00+00:00,0.0021863001098147983
2012-11-30 00:00:00+00:00,-0.0012364020616030258
2012-12-31 00:00:00+00:00,-0.005455924466196804
2013-01-31 00:00:00+00:00,-0.01222165817482046
2013-02-28 00:00:00+00:00,0.00027224748904552953
2013-03-31 00:00:00+00:00,-0.006000081991350714
2013-04-30 00:00:00+00:00,0.004086404727413617
2013-05-31 00:00:00+00:00,0.02364217398335855
2013-06-30 00:00:00+00:00,0.019370119465898616
2013-07-31 00:00:00+00:00,-0.016746554795302293
2013-08-31 00:00:00+00:00,0.0008997040461915518
2013-09-30 00:00:00+00:00,-0.007753436510283707
2013-10-31 00:00:00+00:00,-0.00021332246480176842
2013-11-30 00:00:00+00:00,0.002806651610464561
2013-12-31 00:00:00+00:00,0.0006295357075751795
2014-01-31 00:00:00+00:00,-0.01010108294889911
2014-02-28 00:00:00+00:00,-0.005225440525018832
2014-03-31 00:00:00+00:00,-0.006802225822480024
2014-04-30 00:00:00+00:00,0.0004287254501509352
2014-05-31 00:00:00+00:00,-0.011227691857308097
2014-06-30 00:00:00+00:00,0.003436843618621177
2014-07-31 00:00:00+00:00,0.007082696115413345
2014-08-31 00:00:00+00:00,0.0033391252668393268
2014-09-30 00:00:00+00:00,0.014452029871960814
2014-10-31 00:00:00+00:00,9.14788219268381e-05
2014-11-30 00:00:00+00:00,-0.002048194655760449
2014-12-31 00:00:00+00:00,-0.009096980904706786
2015-01-31 00:00:00+00:00,0.012719924992476317
2015-02-28 00:00:00+00:00,-0.012419195594440713
2015-03-31 00:00:00+00:00,0.006455907977243491
2015-04-30 00:00:00+00:00,-0.004485173511301288
2015-05-31 00:00:00+00:00,0.0143666893945118
2015-06-30 00:00:00+00:00,0.011119734684121863
2015-07-31 00:00:00+00:00,-0.00385893356180933
2015-08-31 00:00:00+00:00,-0.018410242430528356
2015-09-30 00:00:00+00:00,0.006030111754105505
2015-10-31 00:00:00+00:00,-0.01080254818459736
2015-11-30 00:00:00+00:00,0.0026628153075700656
2015-12-31 00:00:00+00:00,0.007600567887168008
2016-01-31 00:00:00+00:00,0.009878407262401634
2016-02-29 00:00:00+00:00,-0.009265256358311325
2016-03-31 00:00:00+00:00,-0.020713132265906764
2016-04-30 00:00:00+00:00,-0.0021363592290144506
2016-05-31 00:00:00+00:00,-0.002893347428132076
2016-06-30 00:00:00+00:00,0.021336942297897954
2016-07-31 00:00:00+00:00,0.003744596229526387
2016-08-31 00:00:00+00:00,-7.141145020772566e-05
2016-09-30 00:00:00+00:00,0.001759521263072772
