time,high_ur_xs
2011-10-31 00:00:00+00:00,0.008630558867831706
2011-11-30 00:00:00+00:00,-0.005920367687847317
2011-12-31 00:00:00+00:00,-0.004584012958375183
2012-01-31 00:00:00+00:00,0.003565624641499676
2012-02-29 00:00:00+00:00,0.00265055601551456
2012-03-31 00:00:00+00:00,0.0009195527340486453
2012-04-30 00:00:00+00:00,0.003573426089129361
2012-05-31 00:00:00+00:00,-0.012969705671930232
2012-06-30 00:00:00+00:00,0.0021077260167305933
2012-07-31 00:00:00+00:00,0.00279230575006717
2012-08-31 00:00:00+00:00,0.0020945065433415344
2012-09-30 00:00:00+00:00,0.007007919947279007
2012-10-31 00:00:00+00:00,-0.0006670707485629812
2012-11-30 00:00:00+00:00,-0.0014341506672521653
2012-12-31 00:00:00+00:00,0.0009346731446215895
2013-01-31 00:00:00+00:00,0.00041206376684499446
2013-02-28 00:00:00+00:00,-0.012970970051248809
2013-03-31 00:00:00+00:00,-0.0002013481619791424
2013-04-30 00:00:00+00:00,0.007213824550986958
2013-05-31 00:00:00+00:00,-0.0006044442296803121
2013-06-30 00:00:00+00:00,-0.0030065276113467876
2013-07-31 00:00:00+00:00,0.0003598126211294961
2013-08-31 00:00:00+00:00,0.005781814219977699
2013-09-30 00:00:00+00:00,0.009260661774275869
2013-10-31 00:00:00+00:00,-0.0001031173390808604
2013-11-30 00:00:00+00:00,0.004395094886195494
2013-12-31 00:00:00+00:00,0.000974792182412143
2014-01-31 00:00:00+00:00,-0.011535578007690783
2014-02-28 00:00:00+00:00,0.0033592797461003965
2014-03-31 00:00:00+00:00,0.000802045882042135
2014-04-30 00:00:00+00:00,0.0025003495246502805
2014-05-31 00:00:00+00:00,0.0031484191295816366
2014-06-30 00:00:00+00:00,0.002392996960143501
2014-07-31 00:00:00+00:00,-0.004969763970503638
2014-08-31 00:00:00+00:00,-0.0014153453929992565
2014-09-30 00:00:00+00:00,-0.007418526486350663
2014-10-31 00:00:00+00:00,0.0003801000883041361
2014-11-30 00:00:00+00:00,-0.003924193410675181
2014-12-31 00:00:00+00:00,-0.005666682265932699
2015-01-31 00:00:00+00:00,-0.05141658383617198
2015-02-28 00:00:00+00:00,0.007306065967422448
2015-03-31 00:00:00+00:00,-0.008874323352173863
2015-04-30 00:00:00+00:00,0.013223812424443926
2015-05-31 00:00:00+00:00,-0.011101768090708397
2015-06-30 00:00:00+00:00,0.002183673849804446
2015-07-31 00:00:00+00:00,-0.005867252296537617
2015-08-31 00:00:00+00:00,0.0032171137124621385
2015-09-30 00:00:00+00:00,-0.0020971838493053507
2015-10-31 00:00:00+00:00,0.002811224121801459
2015-11-30 00:00:00+00:00,-0.0030916401074728705
2015-12-31 00:00:00+00:00,-0.011296846854990439
2016-01-31 00:00:00+00:00,0.003587087105364928
2016-02-29 00:00:00+00:00,0.0043443266920006884
2016-03-31 00:00:00+00:00,0.01160645563643281
2016-04-30 00:00:00+00:00,0.009358477278009758
2016-05-31 00:00:00+00:00,-0.00821068137387937
2016-06-30 00:00:00+00:00,-0.002553070409856195
