known_date,EUR,GBP,JPY,CAD,CHF,AUD,NZD
1986-01-18 00:00:00+00:00,-0.048868778280542986,,0.29929835134088073,-0.5081883642388326,0.28265685576390537,,
1986-02-03 00:00:00+00:00,0.03824756606397774,,0.41529055842682466,-0.4750026424268048,0.3299333605331157,,
1986-02-17 00:00:00+00:00,0.027365129007036748,,0.2994601184256357,-0.05776562837205956,0.2773352215731398,,
1986-03-03 00:00:00+00:00,0.0,,0.29832504734848486,-0.14653399668325043,0.11422441316952313,,
1986-03-17 00:00:00+00:00,0.03616813294232649,,0.3089683445331981,-0.026319513230507994,0.19108519842016175,,
1986-04-03 00:00:00+00:00,,,0.46858329340360966,0.07837505129257284,0.13085095193015672,,
1986-04-18 00:00:00+00:00,,,0.22630790143250495,0.07056359828826368,-0.005677490826005677,,
1986-05-03 00:00:00+00:00,,,0.4691509335558569,0.1351865398683248,0.22800172141730024,,
1986-05-18 00:00:00+00:00,,,0.2716123892523477,0.0748982170433806,0.11735067522043531,,
1986-06-02 00:00:00+00:00,,,0.37356306858170635,0.14074914869466515,-0.13982968211662225,,
1986-06-16 00:00:00+00:00,,,0.21949070203583615,0.011669865642994243,0.08660095707449468,,
1986-07-03 00:00:00+00:00,0.0,,0.5221803808455519,0.05159574468085106,0.26678861536553605,,
1986-07-18 00:00:00+00:00,0.0,,0.4506683869118016,0.06121908127208481,0.22832689122032027,,
1986-08-03 00:00:00+00:00,0.0,,0.35802053526342364,-0.0673014027182208,0.3301753792364518,,
1986-08-18 00:00:00+00:00,-0.048939641109298535,,0.17562389008318535,-0.08920704845814978,0.18990345279005072,,
1986-09-01 00:00:00+00:00,0.3263707571801567,,-0.149099271751629,-0.16124792868978916,-0.05011516872777691,,
1986-09-18 00:00:00+00:00,,,-0.18507333908541845,-0.046117559431444355,0.08200891758076428,,
1986-10-03 00:00:00+00:00,,,0.20145750582674063,-0.07971788843770036,0.20797174950223524,,
1986-10-18 00:00:00+00:00,,,0.09396454874547497,-0.15421360973411447,0.3059257075471698,,
1986-11-03 00:00:00+00:00,,,-0.2240954902233988,-0.183243112224287,-0.13101989515955978,,
1986-11-17 00:00:00+00:00,,,-0.15724961156189113,0.155549881917406,0.029524839310386256,,
1986-12-01 00:00:00+00:00,,,-0.14379323784468478,-0.008874931731294375,0.04473112045223945,,
1986-12-18 00:00:00+00:00,,,-0.13848270652349862,0.10782551870609378,0.01500653954705032,,
1987-01-03 00:00:00+00:00,,,0.16364577938891767,0.12097476066144473,0.0973290690638776,,
1987-01-18 00:00:00+00:00,,,0.2801584661444945,0.13095779959685286,0.118712402406246,,
1987-02-02 00:00:00+00:00,,,0.16987936823778138,0.2235350125508526,0.06622792650605998,0.1078838174273859,
1987-02-16 00:00:00+00:00,,,0.23009375412650204,0.13033605812897367,-0.0970344213820228,,
1987-03-02 00:00:00+00:00,,,0.23583843941478055,0.2323146917904739,-0.04148025407346037,,
1987-03-16 00:00:00+00:00,,,0.20141646099366886,0.3190248149760557,-0.08825683982546104,,
1987-04-03 00:00:00+00:00,,,0.3679358624832494,0.264134749490398,-0.03467115662153804,,
1987-04-18 00:00:00+00:00,,,0.3504242215427021,0.11008712487899322,0.01266026673539076,,
1987-05-03 00:00:00+00:00,,,0.29689938831470153,-0.00537963076170681,0.0059961072392792115,,
1987-05-18 00:00:00+00:00,,,0.22966217579412226,0.016624092770546973,0.1089886323684519,,
1987-06-01 00:00:00+00:00,,,0.19757744625684487,0.014012438006770054,0.07773240737980984,0.31793068809643393,
1987-06-18 00:00:00+00:00,,,0.1600645934770375,0.03590240123934934,0.06367183782240411,,
1987-07-03 00:00:00+00:00,,,-0.044120276019879154,0.14948663210328353,-0.03026569750728923,,
1987-07-18 00:00:00+00:00,,,-0.011393952867941308,0.20154232735464864,-0.04299609461351411,,
1987-08-03 00:00:00+00:00,,,0.06586841967965774,0.11805810959911732,0.049137373668628984,0.36896221903395504,
1987-08-17 00:00:00+00:00,,,-0.050053590568060025,0.13808536186005896,-0.043576612523170695,0.36720609233698237,
1987-09-03 00:00:00+00:00,,,0.3738399017106134,0.21595803659004648,0.09342278512759421,0.37252535007242876,
1987-09-18 00:00:00+00:00,,,0.052011824200522805,0.3199389623601221,0.0177605037882515,,
1987-10-03 00:00:00+00:00,,,0.02666090992498246,0.40584445896741667,-0.07103052126200274,,
1987-10-18 00:00:00+00:00,,,0.2397993378962975,0.433474739683764,0.17543713572023314,,
1987-11-02 00:00:00+00:00,,,0.16394150808907704,0.09995819834883478,0.13465731825958602,,
1987-11-16 00:00:00+00:00,,,0.12255459508644222,0.09423911252677247,0.07822666936580006,,
1987-12-03 00:00:00+00:00,,,0.14764755634421797,0.10594689715853217,0.13590208966938094,,
1987-12-18 00:00:00+00:00,,,0.18992841138860048,0.2302831350020517,0.21358133177113844,,
1988-01-03 00:00:00+00:00,,,0.1616419729932483,0.28427689830963243,0.06461437155321426,,
1988-01-18 00:00:00+00:00,,,0.04793745499434215,0.35590645428597734,0.1333571258624792,,
1988-02-01 00:00:00+00:00,,,0.05955472073366112,0.3485813094395976,0.056260829590862475,,
1988-02-15 00:00:00+00:00,,,0.0854675290686806,0.33163063277104615,0.006452201966095505,,
1988-03-03 00:00:00+00:00,,,0.05355871886120996,0.3758062449275981,0.07032067458607744,,
