time,high_lp_xs
2011-10-31 00:00:00+00:00,0.02890430640463748
2011-11-30 00:00:00+00:00,-0.01826907981231951
2011-12-31 00:00:00+00:00,0.023112988980889648
2012-01-31 00:00:00+00:00,0.006403357659209963
2012-02-29 00:00:00+00:00,-0.007306029140153991
2012-03-31 00:00:00+00:00,-0.006115475410400473
2012-04-30 00:00:00+00:00,0.005249106436192363
2012-05-31 00:00:00+00:00,0.005703984739513945
2012-06-30 00:00:00+00:00,0.00040595735414350465
2012-07-31 00:00:00+00:00,0.0066421787972810176
2012-08-31 00:00:00+00:00,-0.01192520529573704
2012-09-30 00:00:00+00:00,0.0032697730721784612
2012-10-31 00:00:00+00:00,-0.0006156258009751836
2012-11-30 00:00:00+00:00,0.002252285263143694
2012-12-31 00:00:00+00:00,0.002559576324369539
2013-01-31 00:00:00+00:00,0.0004319642336207963
2013-02-28 00:00:00+00:00,-0.007686474682703337
2013-03-31 00:00:00+00:00,0.005676650736364586
2013-04-30 00:00:00+00:00,-0.0015488898872768608
2013-05-31 00:00:00+00:00,-0.01348992268853999
2013-06-30 00:00:00+00:00,0.005334802045132481
2013-07-31 00:00:00+00:00,0.004416136129695936
2013-08-31 00:00:00+00:00,-0.004422314162522478
2013-09-30 00:00:00+00:00,-0.020954887880055284
2013-10-31 00:00:00+00:00,0.0008462117502503474
2013-11-30 00:00:00+00:00,0.01226551004406784
2013-12-31 00:00:00+00:00,-0.01552237395994771
2014-01-31 00:00:00+00:00,0.002107336057775022
2014-02-28 00:00:00+00:00,-0.005020305161333338
2014-03-31 00:00:00+00:00,0.0074874832405957825
2014-04-30 00:00:00+00:00,0.0011995887138445127
2014-05-31 00:00:00+00:00,0.008749255603244688
2014-06-30 00:00:00+00:00,-0.012068392155763497
2014-07-31 00:00:00+00:00,0.004533513753125273
2014-08-31 00:00:00+00:00,0.006021011931029552
2014-09-30 00:00:00+00:00,-0.005935964369173763
2014-10-31 00:00:00+00:00,-0.0026600812812201946
2014-11-30 00:00:00+00:00,-0.005306921261908681
2014-12-31 00:00:00+00:00,-0.01384355979379559
2015-01-31 00:00:00+00:00,0.009774482629863579
2015-02-28 00:00:00+00:00,-0.014690119391288947
2015-03-31 00:00:00+00:00,-0.006121829688176095
2015-04-30 00:00:00+00:00,0.007685823321706309
2015-05-31 00:00:00+00:00,0.005905946502323234
2015-06-30 00:00:00+00:00,-0.0047195636674256525
2015-07-31 00:00:00+00:00,0.0015389020447176271
2015-08-31 00:00:00+00:00,-0.010241402059539051
2015-09-30 00:00:00+00:00,-0.0021127087093715247
2015-10-31 00:00:00+00:00,0.009728524675252093
2015-11-30 00:00:00+00:00,-0.010688509754193443
