time,soft_vix_gpr_ew
2021-02-28 00:00:00+00:00,0.008109969317448229
2021-03-31 00:00:00+00:00,0.008626475585544302
2021-04-30 00:00:00+00:00,0.0007004234255956199
2021-05-31 00:00:00+00:00,0.004131204596440785
2021-06-30 00:00:00+00:00,0.0023314997519430225
2021-07-31 00:00:00+00:00,-0.00040338688390273436
2021-08-31 00:00:00+00:00,-0.0015817971401304032
2021-09-30 00:00:00+00:00,0.0017385081095828703
2021-10-31 00:00:00+00:00,-0.003708478892513134
2021-11-30 00:00:00+00:00,0.0008428847767640857
2021-12-31 00:00:00+00:00,-0.0003767775342717883
2022-01-31 00:00:00+00:00,-0.0013266501284084908
2022-02-28 00:00:00+00:00,0.00044122944113311746
2022-03-31 00:00:00+00:00,0.0019475279796528078
2022-04-30 00:00:00+00:00,-0.0004507839600077501
2022-05-31 00:00:00+00:00,-0.0010213465855619663
2022-06-30 00:00:00+00:00,0.0009416270227589063
2022-07-31 00:00:00+00:00,-0.001858323756276592
2022-08-31 00:00:00+00:00,0.0025599175558701504
2022-09-30 00:00:00+00:00,0.002061314959541427
2022-10-31 00:00:00+00:00,-0.00022039087632730325
2022-11-30 00:00:00+00:00,0.003989192332917613
2022-12-31 00:00:00+00:00,0.0041503045864790256
2023-01-31 00:00:00+00:00,-0.002574489400432922
2023-02-28 00:00:00+00:00,0.00374326107495504
2023-03-31 00:00:00+00:00,-0.0009268724917800286
2023-04-30 00:00:00+00:00,0.0003728877698918609
2023-05-31 00:00:00+00:00,-0.0024258746702180423
2023-06-30 00:00:00+00:00,0.005625644564668519
2023-07-31 00:00:00+00:00,-0.003365465305262716
2023-08-31 00:00:00+00:00,-0.0011708118816950996
2023-09-30 00:00:00+00:00,0.00419145088786399
2023-10-31 00:00:00+00:00,-0.0017483700735013707
2023-11-30 00:00:00+00:00,0.0007487390056291066
2023-12-31 00:00:00+00:00,-0.0042233647165287325
2024-01-31 00:00:00+00:00,0.0015118344166389353
2024-02-29 00:00:00+00:00,0.004820634141494251
2024-03-31 00:00:00+00:00,0.0032242063618375116
2024-04-30 00:00:00+00:00,0.0035500096575229456
2024-05-31 00:00:00+00:00,0.0018489072175718047
2024-06-30 00:00:00+00:00,-0.0013957728809835812
2024-07-31 00:00:00+00:00,0.0023173583873643544
2024-08-31 00:00:00+00:00,-0.0005444409122002947
2024-09-30 00:00:00+00:00,-1.96856413183788e-05
2024-10-31 00:00:00+00:00,-0.000608312527328736
2024-11-30 00:00:00+00:00,-0.001922866576565041
2024-12-31 00:00:00+00:00,-0.0013403192841083822
2025-01-31 00:00:00+00:00,-0.0012570350399923047
2025-02-28 00:00:00+00:00,-0.0005784508204517147
2025-03-31 00:00:00+00:00,0.00043799397743571333
2025-04-30 00:00:00+00:00,0.0012764915335399252
2025-05-31 00:00:00+00:00,-0.000566581151073664
2025-06-30 00:00:00+00:00,0.002328139575293875
2025-07-31 00:00:00+00:00,0.0014034176299180245
2025-08-31 00:00:00+00:00,0.0012972444682148865
2025-09-30 00:00:00+00:00,0.00022886570171798404
2025-10-31 00:00:00+00:00,-0.001130579774524687
2025-11-30 00:00:00+00:00,0.00020702923438209453
2025-12-31 00:00:00+00:00,-0.0014587173194566816
2026-01-31 00:00:00+00:00,-0.0016834347972874975
2026-02-28 00:00:00+00:00,-0.0001357635309349181
2026-03-31 00:00:00+00:00,0.000657756049890823
2026-04-30 00:00:00+00:00,0.00011405269491460146
2026-05-31 00:00:00+00:00,0.00020994883642444506
2026-06-30 00:00:00+00:00,0.00010977153028135511
2026-07-31 00:00:00+00:00,0.0021274476936341546
2026-08-31 00:00:00+00:00,0.0040148710282854605
2026-09-30 00:00:00+00:00,-0.0005848890607067503
