time,soft_ew4_no_ppi
2016-04-30 00:00:00+00:00,-0.0012392638124585353
2016-05-31 00:00:00+00:00,-0.003359232715727245
2016-06-30 00:00:00+00:00,0.016492838841654756
2016-07-31 00:00:00+00:00,-0.001263165475732464
2016-08-31 00:00:00+00:00,-0.0025576766970036857
2016-09-30 00:00:00+00:00,-0.0035011131251631022
2016-10-31 00:00:00+00:00,0.0010805584376076816
2016-11-30 00:00:00+00:00,0.002812946521207227
2016-12-31 00:00:00+00:00,0.001190062978912776
2017-01-31 00:00:00+00:00,0.00672528426344976
2017-02-28 00:00:00+00:00,0.0006188536002471601
2017-03-31 00:00:00+00:00,-0.0007244152055286834
2017-04-30 00:00:00+00:00,-0.00039443953146911515
2017-05-31 00:00:00+00:00,-0.00247342600752265
2017-06-30 00:00:00+00:00,0.0014951140897820903
2017-07-31 00:00:00+00:00,0.002555663823292198
2017-08-31 00:00:00+00:00,0.0005087162705197379
2017-09-30 00:00:00+00:00,-0.00025022700228727324
2017-10-31 00:00:00+00:00,0.003993226407150274
2017-11-30 00:00:00+00:00,0.0012407915020098415
2017-12-31 00:00:00+00:00,-0.0032775618164122555
2018-01-31 00:00:00+00:00,0.001511374642878316
2018-02-28 00:00:00+00:00,0.007913333039561987
2018-03-31 00:00:00+00:00,-0.004373073757382495
2018-04-30 00:00:00+00:00,-0.002194376625099803
2018-05-31 00:00:00+00:00,0.007418394630230862
2018-06-30 00:00:00+00:00,0.0021239191489303977
2018-07-31 00:00:00+00:00,0.0010529275352160195
2018-08-31 00:00:00+00:00,0.0043944433386151616
2018-09-30 00:00:00+00:00,-0.0002684440533843313
2018-10-31 00:00:00+00:00,0.0012164948201938142
2018-11-30 00:00:00+00:00,-0.0038368267829460567
2018-12-31 00:00:00+00:00,0.00033737288937119025
2019-01-31 00:00:00+00:00,-0.006686334503491542
2019-02-28 00:00:00+00:00,-0.0003216988782802632
2019-03-31 00:00:00+00:00,-0.00041966174397756184
2019-04-30 00:00:00+00:00,-0.001460812241506626
2019-05-31 00:00:00+00:00,-0.0041927531133399976
2019-06-30 00:00:00+00:00,0.0007823305744913966
2019-07-31 00:00:00+00:00,-0.0014366269673997678
2019-08-31 00:00:00+00:00,0.0020306735490112082
2019-09-30 00:00:00+00:00,0.0021012519773839777
2019-10-31 00:00:00+00:00,0.001569322987165167
2019-11-30 00:00:00+00:00,-0.0009029858002354008
2019-12-31 00:00:00+00:00,-0.0018771123377876453
2020-01-31 00:00:00+00:00,-0.0009144109924983379
2020-02-29 00:00:00+00:00,0.002978854966244171
2020-03-31 00:00:00+00:00,0.006746062658102847
2020-04-30 00:00:00+00:00,-0.005857806699536505
2020-05-31 00:00:00+00:00,0.006385521832817487
2020-06-30 00:00:00+00:00,-1.541759249190644e-05
2020-07-31 00:00:00+00:00,-0.0009622012295100735
2020-08-31 00:00:00+00:00,-0.0008726584358090816
2020-09-30 00:00:00+00:00,-0.0042608002499517905
2020-10-31 00:00:00+00:00,0.0008087861155250398
2020-11-30 00:00:00+00:00,0.00658856744132863
2020-12-31 00:00:00+00:00,1.9307657462830363e-05
2021-01-31 00:00:00+00:00,0.007543384049282231
2021-02-28 00:00:00+00:00,0.00834259544228999
2021-03-31 00:00:00+00:00,0.010704601100823607
2021-04-30 00:00:00+00:00,0.0029526396422119294
2021-05-31 00:00:00+00:00,0.003689624388376167
2021-06-30 00:00:00+00:00,0.0011664708973582183
2021-07-31 00:00:00+00:00,0.0012936298508339217
2021-08-31 00:00:00+00:00,-3.386584674913706e-05
2021-09-30 00:00:00+00:00,0.001695358018796611
2021-10-31 00:00:00+00:00,-0.004076871464795073
2021-11-30 00:00:00+00:00,0.004257316125454658
2021-12-31 00:00:00+00:00,0.00075645957640047
2022-01-31 00:00:00+00:00,-0.0022560070095168916
2022-02-28 00:00:00+00:00,0.0011239168912473563
2022-03-31 00:00:00+00:00,0.01307041456724023
2022-04-30 00:00:00+00:00,0.0012235774381648135
2022-05-31 00:00:00+00:00,-0.00090980003010388
2022-06-30 00:00:00+00:00,0.0016661974502500954
2022-07-31 00:00:00+00:00,-0.0013370603439555317
2022-08-31 00:00:00+00:00,0.0015220885993212363
2022-09-30 00:00:00+00:00,0.0068515098211687775
2022-10-31 00:00:00+00:00,-0.007899692751092369
2022-11-30 00:00:00+00:00,0.007823280606026106
2022-12-31 00:00:00+00:00,0.00896957846272084
2023-01-31 00:00:00+00:00,-0.004936912890637357
2023-02-28 00:00:00+00:00,0.00583186752147169
2023-03-31 00:00:00+00:00,-0.001359206516947098
2023-04-30 00:00:00+00:00,0.0015357475411144073
2023-05-31 00:00:00+00:00,-0.003188557285132454
2023-06-30 00:00:00+00:00,0.00457918767347909
2023-07-31 00:00:00+00:00,-0.0031950892682326426
2023-08-31 00:00:00+00:00,-0.0011443052617888805
2023-09-30 00:00:00+00:00,0.004266480257524741
2023-10-31 00:00:00+00:00,0.0007985846519740214
2023-11-30 00:00:00+00:00,0.0006748620670720129
2023-12-31 00:00:00+00:00,-0.00572143487405008
2024-01-31 00:00:00+00:00,0.0016646870021939097
2024-02-29 00:00:00+00:00,0.004862151201902476
2024-03-31 00:00:00+00:00,0.004122756391340854
2024-04-30 00:00:00+00:00,0.004596666202523636
2024-05-31 00:00:00+00:00,-0.0016300103385522569
2024-06-30 00:00:00+00:00,-0.0027143528580317877
2024-07-31 00:00:00+00:00,0.009751443266192261
2024-08-31 00:00:00+00:00,-0.0030371984745800606
2024-09-30 00:00:00+00:00,-0.0011636289858837356
2024-10-31 00:00:00+00:00,-0.00257370076758634
2024-11-30 00:00:00+00:00,-0.001499894139668001
2024-12-31 00:00:00+00:00,-0.0009110617290016831
2025-01-31 00:00:00+00:00,-0.001621669885228938
2025-02-28 00:00:00+00:00,-0.0018670462071862515
2025-03-31 00:00:00+00:00,0.0004131978531456415
2025-04-30 00:00:00+00:00,0.006169212196918794
2025-05-31 00:00:00+00:00,-0.0016514750138216794
2025-06-30 00:00:00+00:00,0.0032204298138212017
2025-07-31 00:00:00+00:00,0.0020525300233118493
2025-08-31 00:00:00+00:00,0.002396700453844325
2025-09-30 00:00:00+00:00,0.00184599112115591
2025-10-31 00:00:00+00:00,-0.002860979900573657
2025-11-30 00:00:00+00:00,-0.0005022582237975692
2025-12-31 00:00:00+00:00,-0.0032560503812705255
2026-01-31 00:00:00+00:00,-0.0022452596399386016
2026-02-28 00:00:00+00:00,0.0009713102135804341
2026-03-31 00:00:00+00:00,0.0039628427822728796
2026-04-30 00:00:00+00:00,0.0004881281724888886
2026-05-31 00:00:00+00:00,-0.0005786498681301655
2026-06-30 00:00:00+00:00,0.0008738928022087311
2026-07-31 00:00:00+00:00,0.0010481682331446862
2026-08-31 00:00:00+00:00,0.00428094117834954
2026-09-30 00:00:00+00:00,0.0020278414957100033
