time,soft_ew4_no_ppi
2011-10-31 00:00:00+00:00,0.0028814008493287524
2011-11-30 00:00:00+00:00,0.001646942582249622
2011-12-31 00:00:00+00:00,0.006583397062215335
2012-01-31 00:00:00+00:00,-0.0003966250442671848
2012-02-29 00:00:00+00:00,-0.0026221060506904648
2012-03-31 00:00:00+00:00,0.006604131140007796
2012-04-30 00:00:00+00:00,0.0037247306128240787
2012-05-31 00:00:00+00:00,-0.0020083335153141535
2012-06-30 00:00:00+00:00,-0.004033308810754699
2012-07-31 00:00:00+00:00,-0.003100171602444912
2012-08-31 00:00:00+00:00,0.003439623485115506
2012-09-30 00:00:00+00:00,0.002760760214829183
2012-10-31 00:00:00+00:00,0.002436839412076175
2012-11-30 00:00:00+00:00,0.0020575568693221857
2012-12-31 00:00:00+00:00,0.0040139859924759325
2013-01-31 00:00:00+00:00,-0.003226589881815012
2013-02-28 00:00:00+00:00,0.003620548483972419
2013-03-31 00:00:00+00:00,-0.0051242893728886685
2013-04-30 00:00:00+00:00,0.0041825604922829385
2013-05-31 00:00:00+00:00,0.01120992247617969
2013-06-30 00:00:00+00:00,0.009925577252881013
2013-07-31 00:00:00+00:00,0.0027232440720006412
2013-08-31 00:00:00+00:00,0.0028157301573163984
2013-09-30 00:00:00+00:00,-0.0038885074516360474
2013-10-31 00:00:00+00:00,0.0007534570093512549
2013-11-30 00:00:00+00:00,0.0023626133396132953
2013-12-31 00:00:00+00:00,0.0018168348734299844
2014-01-31 00:00:00+00:00,-0.003026628556048294
2014-02-28 00:00:00+00:00,-0.0009325040372841764
2014-03-31 00:00:00+00:00,0.0016269267809094767
2014-04-30 00:00:00+00:00,0.0012709123666161393
2014-05-31 00:00:00+00:00,0.0018998873584250564
2014-06-30 00:00:00+00:00,0.0013569951423557658
2014-07-31 00:00:00+00:00,-0.0020058949838883677
2014-08-31 00:00:00+00:00,0.0017015086919274225
2014-09-30 00:00:00+00:00,0.004760941412042197
2014-10-31 00:00:00+00:00,0.00035209946834702244
2014-11-30 00:00:00+00:00,0.0045928421218552895
2014-12-31 00:00:00+00:00,-0.0006026721008922653
2015-01-31 00:00:00+00:00,0.014085432192883385
2015-02-28 00:00:00+00:00,-0.00932095550877532
2015-03-31 00:00:00+00:00,0.004056839520026001
2015-04-30 00:00:00+00:00,0.00030767344932014495
2015-05-31 00:00:00+00:00,-6.334966488052984e-06
2015-06-30 00:00:00+00:00,0.0006519468344270418
2015-07-31 00:00:00+00:00,0.00301122761868422
2015-08-31 00:00:00+00:00,0.007566508552664164
2015-09-30 00:00:00+00:00,0.001922029600866848
2015-10-31 00:00:00+00:00,-0.0025137361567597605
2015-11-30 00:00:00+00:00,-0.0050286133984387416
2015-12-31 00:00:00+00:00,-0.003303075974802838
2016-01-31 00:00:00+00:00,0.008733832920936768
2016-02-29 00:00:00+00:00,0.009701155997845046
2016-03-31 00:00:00+00:00,-0.006446768954592508
