time,EUR,GBP,AUD,NZD,JPY,CAD,CHF
2011-09-30 23:59:59.999999+00:00,,,,,,,
2011-10-31 23:59:59.999999+00:00,,,,,,,
2011-11-30 23:59:59.999999+00:00,,,,,,,
2011-12-31 23:59:59.999999+00:00,,,,,,,
2012-01-31 23:59:59.999999+00:00,,,,,,,
2012-02-29 23:59:59.999999+00:00,,,,,,,
2012-03-31 23:59:59.999999+00:00,,,,,,,
2012-04-30 23:59:59.999999+00:00,,,,,,,
2012-05-31 23:59:59.999999+00:00,,,,,,,
2012-06-30 23:59:59.999999+00:00,,,,,,,
2012-07-31 23:59:59.999999+00:00,,,,,,,
2012-08-31 23:59:59.999999+00:00,,,,,,,
2012-09-30 23:59:59.999999+00:00,,,,,,,
2012-10-31 23:59:59.999999+00:00,,,,,,,
2012-11-30 23:59:59.999999+00:00,,,,,,,
2012-12-31 23:59:59.999999+00:00,,,,,,,
2013-01-31 23:59:59.999999+00:00,,,,,,,
2013-02-28 23:59:59.999999+00:00,,,,,,,
2013-03-31 23:59:59.999999+00:00,,,,,,,
2013-04-30 23:59:59.999999+00:00,,,,,,,
2013-05-31 23:59:59.999999+00:00,,,,,,,
2013-06-30 23:59:59.999999+00:00,,,,,,,
2013-07-31 23:59:59.999999+00:00,,,,,,,
2013-08-31 23:59:59.999999+00:00,,,,,,,
2013-09-30 23:59:59.999999+00:00,,,,,,,
2013-10-31 23:59:59.999999+00:00,,,,,,,
2013-11-30 23:59:59.999999+00:00,,,,,,,
2013-12-31 23:59:59.999999+00:00,,,,,,,
2014-01-31 23:59:59.999999+00:00,,,,,,,
2014-02-28 23:59:59.999999+00:00,,,,,,,
2014-03-31 23:59:59.999999+00:00,,,,,,,
2014-04-30 23:59:59.999999+00:00,,,,,,,
2014-05-31 23:59:59.999999+00:00,,,,,,,
2014-06-30 23:59:59.999999+00:00,,,,,,,
2014-07-31 23:59:59.999999+00:00,,,,,,,
2014-08-31 23:59:59.999999+00:00,0.1308050383135331,1.1450636069636302,-0.8775377844222393,0.6791286182129689,,-1.3959122442324665,0.679705993829348
2014-09-30 23:59:59.999999+00:00,-0.9175517169354209,0.34490822065240956,-1.6474721606535905,-0.9861412688539486,,-2.0246871156686663,-0.3369738783427188
2014-10-31 23:59:59.999999+00:00,-1.032068034803814,-0.07863892844190869,-1.4588968954770223,-0.8617682990299326,,-1.8893847670272437,-0.3966813837618168
2014-11-30 23:59:59.999999+00:00,-1.286870797847644,-0.6248481546341336,-1.7928200402973526,-0.7567010177667483,,-2.0588674948317007,-0.6264238297157858
2014-12-31 23:59:59.999999+00:00,-1.7980978723669014,-0.8967419541683734,-2.107281882812008,-0.8586166353982086,,-2.3112067314402363,-1.266365790589735
2015-01-31 23:59:59.999999+00:00,-3.0169639903833825,-1.8149527620311576,-2.414834320002939,-2.4201372156757532,,-3.261842792048859,0.6192201085733869
2015-02-28 23:59:59.999999+00:00,-2.7311300032872516,-1.1396487469809229,-2.2718309959425707,-1.6920971208421036,,-2.8273882255054184,-0.3133555494756882
2015-03-31 23:59:59.999999+00:00,-3.077558794811317,-2.0872885339911873,-2.2766622191272883,-1.8056999318143108,,-2.790554763033584,-0.7131287491201346
2015-04-30 23:59:59.999999+00:00,-2.3409839765948313,-1.0916057496350722,-1.8472619713264358,-1.270082733486124,,-2.0474745557103113,0.3933572608465339
2015-05-31 23:59:59.999999+00:00,-2.497948140947821,-1.223931107855748,-2.0269993436959575,-2.486110778155591,,-2.2553046203642495,0.22705614253303905
2015-06-30 23:59:59.999999+00:00,-2.127531198177707,-0.4893556192929759,-1.8561104820714085,-2.876637975165499,,-2.155182468693411,0.4502814997594508
2015-07-31 23:59:59.999999+00:00,-2.178038144166796,-0.5511184711832008,-2.0867453575233053,-2.901535345031529,,-2.4237986227031647,-0.4927212771819983
2015-08-31 23:59:59.999999+00:00,-1.6777173953307165,-0.8915508016849962,-2.1389634282608334,-3.0643564457294996,,-2.346061236045807,-0.17625549771234736
2015-09-30 23:59:59.999999+00:00,-1.6694141035099652,-1.357297519046912,-2.0982814804392946,-2.7213878008129098,,-2.3082672523735055,-0.3927917291115934
2015-10-31 23:59:59.999999+00:00,-1.8342893836392147,-1.0178210239600425,-1.942685055521089,-2.0632964901135935,,-2.08015508409838,-0.8958535464340712
2015-11-30 23:59:59.999999+00:00,-2.1474723997898564,-1.4706077820136167,-1.800881472772971,-2.168868101822161,,-2.097714020083687,-1.9397623150538896
2015-12-31 23:59:59.999999+00:00,-1.6589266506457518,-1.748179075929511,-1.650213913700198,-1.57343137056249,,-2.250034271802504,-0.7425125881325524
2016-01-31 23:59:59.999999+00:00,-1.6111795800854463,-2.4036808034161967,-1.7412198940456476,-2.067403291385691,,-2.1824333787738714,-1.3317341536538914
2016-02-29 23:59:59.999999+00:00,-1.422877521551573,-2.833247344955529,-1.6416399212720572,-1.8331446991206004,,-1.848889624983897,-0.7628563079220091
2016-03-31 23:59:59.999999+00:00,-0.98047607851325,-2.0404108584003087,-1.2114917828733185,-1.3077611397306443,,-1.502259032639628,0.17170799985622956
2016-04-30 23:59:59.999999+00:00,-1.088138694261972,-1.6260977299299897,-1.1935479270954672,-1.1827809764759942,,-1.2244960623256784,0.021926074898694276
2016-05-31 23:59:59.999999+00:00,-1.2587845750498512,-1.7098373191991372,-1.4496262218531608,-1.4191017502255519,,-1.4981963371405835,-0.7373239993326494
2016-06-30 23:59:59.999999+00:00,-1.2773724451181163,-3.018558010562439,-1.2504317775435894,-0.8510833757025882,,-1.4023747833065947,-0.22047759521987828
2016-07-31 23:59:59.999999+00:00,-1.180907098306533,-2.8872899255096782,-1.110162853278783,-0.7295462579574888,,-1.419966264601832,0.02355668936155726
2016-08-31 23:59:59.999999+00:00,-1.1187001502452116,-2.7551287743093518,-1.1797209135772648,-0.6782495130225227,,-1.405022205810628,-0.28354586481040245
2016-09-30 23:59:59.999999+00:00,-1.0135324345269094,-2.7215111154289677,-1.054373321938455,-0.6486737570115552,,-1.3532633130073166,0.3311357899703698
2016-10-31 23:59:59.999999+00:00,-1.2221060014581548,-3.1567681603619717,-1.0291809590832393,-0.7190744568876457,,-1.4235914682803759,-0.23573823196074056
2016-11-30 23:59:59.999999+00:00,-1.4951269614523524,-2.6450296464298004,-1.0930125316504569,-0.7729805055671998,,-1.3859691259338842,-0.8927236121591057
2016-12-31 23:59:59.999999+00:00,-1.459383363323789,-2.621032856455024,-1.227577801786968,-0.9831132857549248,,-1.3257285579512434,-0.9625087624864671
2017-01-31 23:59:59.999999+00:00,-1.3098913263279008,-2.297499521020846,-0.9410848827177326,-0.4508380957586935,,-1.0585287828787924,-0.1965549636990909
2017-02-28 23:59:59.999999+00:00,-1.256979456837351,-2.1362474000721856,-0.835135661522688,-0.6554461667489138,,-1.1013802697291866,-0.4968121614341539
2017-03-31 23:59:59.999999+00:00,-1.1415838269820735,-2.032503164750897,-0.8142835321292421,-0.8840286735750668,,-1.1421186002115247,-0.3155855471391604
2017-04-30 23:59:59.999999+00:00,-0.988865944306797,-1.6472434920893413,-0.9212240021366875,-1.049020804360424,,-1.2766585341574757,-0.20170270433959786
2017-05-31 23:59:59.999999+00:00,-0.7000539144183312,-1.6518843592456618,-0.9372889489306055,-0.7101345353925121,,-1.175343605235314,0.5591255580373735
2017-06-30 23:59:59.999999+00:00,-0.5020065119706139,-1.5252342178596467,-0.7122021405682135,-0.3690411160246066,,-0.8866879295885788,0.8693483265483584
2017-07-31 23:59:59.999999+00:00,-0.14256802338149963,-1.337614478060073,-0.4329288018819176,-0.05511267410924354,,-0.5673839178175393,0.5056991041738699
2017-08-31 23:59:59.999999+00:00,-0.002314941218778293,-1.4557709622677417,-0.4945121897848539,-0.5789617266483986,,-0.5182312790206739,0.8742483399330098
2017-09-30 23:59:59.999999+00:00,-0.09989966287119977,-1.0877631976665971,-0.5212982965250076,-0.4514392149460959,,-0.4458942762214183,0.5718034883103287
2017-10-31 23:59:59.999999+00:00,-0.19651498641396725,-1.1771070650020323,-0.5895115339290133,-0.881084798872088,,-0.6426775526312886,-0.18821075946128113
2017-11-30 23:59:59.999999+00:00,0.008522215797791883,-1.0032763250669017,-0.7186939879181224,-0.8515192234417551,,-0.6407457121760491,0.16368208952647156
2017-12-31 23:59:59.999999+00:00,0.16450355239869527,-0.9564428185591654,-0.46728554592231397,-0.4834885415407232,,-0.42480582294214,0.4788564558231306
2018-01-31 23:59:59.999999+00:00,0.6188516748267315,-0.45145905158218647,-0.12590918045750485,-0.05940998497877774,,-0.18324616297516208,2.0906771639148927
2018-02-28 23:59:59.999999+00:00,0.6152238248717807,-0.5213420449283912,-0.40588504644723145,-0.21012811314759178,,-0.49059272030041773,1.9977121002056752
2018-03-31 23:59:59.999999+00:00,0.6956475459920634,-0.43206027383097567,-0.4723577307134704,-0.16477105564899497,,-0.5763461599871734,1.3260533079838934
2018-04-30 23:59:59.999999+00:00,0.3552922595768227,-0.6070392925229025,-0.6243895438777171,-0.4450301906000907,,-0.5375387711871664,0.05964924835636556
2018-05-31 23:59:59.999999+00:00,-0.03310883176582456,-0.9259174257165649,-0.5733505176354576,-0.4899382241328609,,-0.5987406507550794,0.2411236905645492
2018-06-30 23:59:59.999999+00:00,-0.19322927544029064,-1.0544413582447854,-0.7905129592949629,-0.8598572105813316,,-0.7847782899579059,-0.2386346701461513
2018-07-31 23:59:59.999999+00:00,-0.050142540917348634,-0.9841230810179311,-0.6648726629582463,-0.7395024560724944,,-0.5909545314977772,0.019356137000159028
2018-08-31 23:59:59.999999+00:00,-0.020094285757403,-1.0184115080317315,-0.8690871482943818,-1.0509151167260051,,-0.5859187964410918,0.8215439822757908
2018-09-30 23:59:59.999999+00:00,-0.05213170219528454,-0.9998504940543781,-0.8764012944033579,-1.0397823283919043,,-0.4144022399182412,0.4665804654752009
