time,EUR,GBP,AUD,NZD,JPY,CAD,CHF
2018-10-31 23:59:59.999999+00:00,-0.3192629683802423,-1.1723594532589616,-1.0019903754485935,-1.0893411341142227,,-0.5580328643376972,-0.2439706328058827
2018-11-30 23:59:59.999999+00:00,-0.24462167431980955,-1.0741014759423944,-0.702473559556176,-0.5380622665441703,,-0.681578718267233,0.07779937125395253
2018-12-31 23:59:59.999999+00:00,-0.09999045740949239,-1.1225932780788863,-1.0632980103269176,-0.7853760738990738,,-0.9195783528871482,0.5685252264632293
2019-01-31 23:59:59.999999+00:00,0.0007669546422277764,-0.8170490969351474,-0.734334568870212,-0.42415368231677564,,-0.4392351812939883,0.3574753664804196
2019-02-28 23:59:59.999999+00:00,0.04399850243804249,-0.6003166115725678,-0.8689397619489829,-0.5004331034526301,,-0.44626809856262867,0.2157769987835771
2019-03-31 23:59:59.999999+00:00,-0.11654258705673178,-0.7916099050126426,-0.8716209318662267,-0.49261777435387927,,-0.6704862806037344,0.4171957853207517
2019-04-30 23:59:59.999999+00:00,-0.18439119108692084,-0.7380726575686727,-0.9160455820471455,-0.7495035436085782,,-0.7300354441272255,-0.4518771826644475
2019-05-31 23:59:59.999999+00:00,-0.32549951677211714,-1.0548763612536378,-1.1803776620652664,-1.0707797787635849,,-0.8698057550389767,0.0839278794935094
2019-06-30 23:59:59.999999+00:00,0.0545444829925788,-1.00143966582429,-0.9930455975280275,-0.6030504557430737,,-0.42604542448680505,1.0910897776532422
2019-07-31 23:59:59.999999+00:00,-0.4228950103759286,-1.4256689169553347,-1.3786091168069108,-1.0306995092421136,,-0.5039797203074896,0.5314145617693213
2019-08-31 23:59:59.999999+00:00,-0.27246492138511,-1.3689737105594249,-1.757504615154393,-1.7532785195013925,2.0067334864045425,-0.6723882757378743,1.1593191097393953
2019-09-30 23:59:59.999999+00:00,-0.5590273390877106,-1.2765399240660273,-1.7264861991169325,-1.8413891490055505,1.3806048690278483,-0.5558044452715581,0.6985856843745694
2019-10-31 23:59:59.999999+00:00,-0.05104002627192567,-0.7035552381777636,-1.398868217937705,-1.380055266942164,1.1371080640383553,-0.26700694564345334,1.1126215012474123
2019-11-30 23:59:59.999999+00:00,-0.274219218744283,-0.6240879078025686,-1.8642300914681986,-1.375007898641012,0.8877336189425787,-0.4746511574224283,0.9118915335122226
2019-12-31 23:59:59.999999+00:00,0.28013479040942535,-0.3950514061187019,-1.10949085585008,-0.34459804548928424,1.113626382985735,0.21255053718638836,2.213214222103467
2020-01-31 23:59:59.999999+00:00,-0.09373851301620882,-0.3567744798468114,-1.8652255788622565,-1.0435696989119199,1.1747819567209579,-0.045366182302426075,2.179114177988895
2020-02-29 23:59:59.999999+00:00,0.11351871634978954,-0.48264302161623895,-2.1602902086188878,-1.6560667301711496,0.9752806418028698,-0.49284857541458654,2.2236135100907695
2020-03-31 23:59:59.999999+00:00,0.1204199464458864,-0.9772149595982368,-3.103612862490818,-2.6039493274397785,1.6521290840569867,-2.161594043131232,2.329516863284916
2020-04-30 23:59:59.999999+00:00,-0.2963700332929408,-0.8328940468177917,-2.1125577546106866,-2.09836902895429,1.509605947952191,-1.8285053264045474,1.861290180620095
2020-05-31 23:59:59.999999+00:00,-0.20370094574516934,-1.1594715316279751,-1.428933662607996,-1.8290726305199059,1.1242546784228096,-1.418986004678534,1.8363070957645258
2020-06-30 23:59:59.999999+00:00,0.03553596399513694,-1.1176261950895856,-0.7816725790944387,-1.0851099128402988,1.0197786858890925,-1.019639372163618,2.166329297136944
2020-07-31 23:59:59.999999+00:00,1.4040320312828187,-0.2125649767367398,0.1030861429413323,-0.28886120204022453,2.1283115550894283,-0.7005238649805376,3.3151125188408295
2020-08-31 23:59:59.999999+00:00,1.695099856126748,0.1618068300218613,0.3534559161014314,-0.24232794063445115,1.7744725138388022,0.46506806715982113,3.275059590097054
2020-09-30 23:59:59.999999+00:00,1.3852709924890205,-0.260456649923444,-0.1498339381863468,-0.5205336163171924,1.922317310386955,-0.08238049931252771,2.6217825982989478
2020-10-31 23:59:59.999999+00:00,1.2864250884722659,-0.2231788454952181,-0.4454768432985183,-0.45008977719973187,2.1850598900430986,0.006195194263202118,2.6517724035007473
2020-11-30 23:59:59.999999+00:00,1.8410370687711337,0.47225035452527897,0.36038776436325953,0.6853363291408429,2.2385669890183166,0.7673575150175409,2.8108735071271616
2020-12-31 23:59:59.999999+00:00,2.516396121836495,1.1154813787167615,1.1336798807218382,1.2465608128643086,2.4659168762723582,1.4135812708776636,3.2119463294083803
2021-01-31 23:59:59.999999+00:00,2.0651722105409145,1.3606099292650715,1.1305698656427303,1.1774135579484717,2.1976200491788056,1.400673229062415,2.9008823039602296
2021-02-28 23:59:59.999999+00:00,2.052708287880284,1.90489189110773,1.51831329915155,1.5594083165246837,1.5654325716499575,1.8537891152643138,2.3670958254869414
2021-03-31 23:59:59.999999+00:00,1.1969289229950544,1.6212095477914932,0.8744891798866631,0.4825478922426187,0.6447231036660465,1.8415892270775824,1.4816471297779867
2021-04-30 23:59:59.999999+00:00,1.7863786498660075,2.048037693859953,1.415486211538738,1.3405010578031713,1.1396300224793536,2.564104506428305,2.1578273747143744
2021-05-31 23:59:59.999999+00:00,1.9022243371526664,2.5509661937145616,1.258220303446873,1.2398538557768035,1.3274796168409626,2.9472504367010357,2.3303053111875545
2021-06-30 23:59:59.999999+00:00,1.2530602146258534,1.7825699427383277,0.755334216930055,0.5624989468854004,1.0313796229226053,1.986037054049677,1.7598062768767864
2021-07-31 23:59:59.999999+00:00,1.393952082563443,2.0392139987581803,0.6558955166581237,0.7787821122876726,1.5557240428254213,1.9180099317202532,2.17335859124125
2021-08-31 23:59:59.999999+00:00,1.3147062929347768,1.7112138356978766,0.4017681516835457,0.5499824132284212,,1.40241098077829,1.9751321889367004
2021-09-30 23:59:59.999999+00:00,0.8419382675762016,1.116971188318595,0.24149864647825864,0.1713769286084044,,1.2213041495054155,1.5816302016498907
2021-10-31 23:59:59.999999+00:00,1.003097056878797,1.6519128879255907,1.070049409656623,1.1306977098460473,,1.9955334091983674,1.9579511547605244
2021-11-30 23:59:59.999999+00:00,0.2810293923574796,0.8290049684745606,0.03441211875767356,-0.022100398399939925,,1.1224205656888007,1.7821000351356773
2021-12-31 23:59:59.999999+00:00,0.4015861560540111,1.1532942399570016,0.43762898737900724,0.14975189654324864,,1.2490817220979002,2.0007010908001326
2022-01-31 23:59:59.999999+00:00,0.08769901196451495,0.9964618578398221,-0.06883609826316822,-0.5158318346197225,,1.402951704858388,1.7363150923337072
2022-02-28 23:59:59.999999+00:00,0.18431310647956334,1.066501027044542,0.1465583845380523,-0.3064064510496006,,1.2814256671328408,1.8104678832681984
2022-03-31 23:59:59.999999+00:00,-0.14296235319469247,0.6529175329471848,1.0388073650700467,0.551762290157873,,1.6847788185257306,1.7973862333076176
2022-04-30 23:59:59.999999+00:00,-1.706469126390348,-0.4913701803947334,0.26992686291592444,-0.5452308817297451,,0.9026732165318464,1.0294079108732277
2022-05-31 23:59:59.999999+00:00,-1.2650588982142368,-0.6344781749379074,0.19268859525124635,-0.7082426645585579,,1.143536246699487,1.178288394606936
2022-06-30 23:59:59.999999+00:00,-1.7459133910207882,-1.2932961130603056,-0.34415069844196705,-1.3167391174953902,,0.49720288233654814,1.253547663153916
2022-07-31 23:59:59.999999+00:00,-2.104912311919307,-1.1348926473165388,0.0945220598239304,-0.9374327358372363,,0.7791938210549326,1.3551847506803343
2022-08-31 23:59:59.999999+00:00,-2.3207269196214018,-2.099439669041423,-0.5836551287263355,-1.782085285835889,,0.0709586468244944,0.9076467558437488
2022-09-30 23:59:59.999999+00:00,-2.6206935766362887,-2.641363615827334,-1.3547148425066602,-2.6606304794841207,,-0.847067985426282,0.911017333628443
2022-10-31 23:59:59.999999+00:00,-2.364928525746741,-1.9042952063839735,-1.515925109319049,-2.2702376902657675,,-0.6121034009686452,0.6431955501319623
2022-11-30 23:59:59.999999+00:00,-1.800354812313824,-1.5173837591221746,-0.9716747595426335,-1.2953229190411937,,-0.5933367983447795,1.3544732628008196
2022-12-31 23:59:59.999999+00:00,-1.1394114500353225,-1.3385965248196745,-0.6907491866320665,-0.8263853583830604,,-0.4793262980585022,1.857125850991388
2023-01-31 23:59:59.999999+00:00,-0.7302101499766932,-0.9602154708721384,0.10564031561398718,-0.46960677425389086,,0.03354038903761646,1.7675136887280398
2023-02-28 23:59:59.999999+00:00,-0.9690664527859865,-1.1700776238270778,-0.8644497574373656,-1.3761263022510433,,-0.3316332477854649,1.5184302498152338
2023-03-31 23:59:59.999999+00:00,-0.5281580798507827,-0.7914853156353842,-0.8438183103329883,-0.9997854289611889,,-0.2352738113724332,1.7487778345778617
2023-04-30 23:59:59.999999+00:00,-0.4695981472357451,-0.6171768748508215,-1.0696449350781996,-1.2065423123095749,,-0.40422009209646065,1.9684176777769196
2023-05-31 23:59:59.999999+00:00,-1.0391558296402426,-0.8934509942468812,-1.391295650387211,-1.6597339056446243,,-0.5071697209012167,1.694139508978682
2023-06-30 23:59:59.999999+00:00,-0.702248233931946,-0.7244071990457507,-1.0258825497222535,-1.4634586831492347,,0.05207129583210071,1.7873447843075907
2023-07-31 23:59:59.999999+00:00,-0.47212936533457106,-0.4135395305214163,-0.7030408539285955,-1.0267059754789711,,0.19078453409916185,2.1699424563664103
2023-08-31 23:59:59.999999+00:00,-0.6602632539991752,-0.5365876166305691,-1.4309557294551396,-1.7918402944636442,,-0.5456164323009144,1.926711089815653
2023-09-30 23:59:59.999999+00:00,-1.1173225593333491,-1.1222320598590918,-1.4522147378390706,-1.678818865156255,,-0.47094509889882397,1.4081569909988192
2023-10-31 23:59:59.999999+00:00,-0.9963171474626491,-1.1754283883458998,-1.4811750896897635,-1.8424470415500802,,-0.9664075211640863,1.6184774623783258
2023-11-30 23:59:59.999999+00:00,-0.3800071123886916,-0.44487099868335617,-0.902227043567081,-1.094419912031157,,-0.49717151758913375,2.007282757973938
2023-12-31 23:59:59.999999+00:00,-0.08767529836298091,-0.3443828890566702,-0.3556749623930542,-0.6263097049419875,,0.20469202838829664,2.430033946899249
2024-01-31 23:59:59.999999+00:00,-0.4513219304882125,-0.42011186302281567,-0.8779506566830041,-1.0473671199613028,,-0.013597819100011356,2.038011662673683
2024-02-29 23:59:59.999999+00:00,-0.3288064484553037,-0.3315058403540546,-1.1945179793258662,-1.1377251426086712,,-0.2834065757358344,1.7221464855905915
2024-03-31 23:59:59.999999+00:00,-0.43934795859213793,-0.3932355276071053,-1.0080882644313978,-1.2932023596338809,,-0.15987083976958885,1.2953756428160945
2024-04-30 23:59:59.999999+00:00,-0.6955993274318546,-0.6067658450262512,-1.0444588866416435,-1.4280300661837833,,-0.7217332210282196,1.0660160569541048
2024-05-31 23:59:59.999999+00:00,-0.4754600831799982,-0.32546614725837586,-0.7923879019522546,-0.8811547340034718,,-0.6332267444136144,1.2639535666166393
2024-06-30 23:59:59.999999+00:00,-0.661254489398009,-0.48976381133661867,-0.6675318286391462,-0.8856770795151382,,-0.7462291145689001,1.2448937585187372
2024-07-31 23:59:59.999999+00:00,-0.5575753171530522,-0.2781992255134653,-0.9634137210041255,-1.1908022513126506,,-0.9976437047875291,1.5533364732597585
2024-08-31 23:59:59.999999+00:00,-0.10158462653446154,0.16963912626034078,-0.3896099117344748,-0.5463769995930498,,-0.4507029544471156,2.062084727791094
2024-09-30 23:59:59.999999+00:00,-0.015378168922717398,0.39670684964587444,-0.08967431237885967,-0.341774592504261,,-0.4430350483021017,2.0419847086274
2024-10-31 23:59:59.999999+00:00,-0.4215188725560686,-0.15289853089984418,-0.865053299431586,-1.1274359612981546,,-1.008831707346487,1.6988569116719925
2024-11-30 23:59:59.999999+00:00,-0.9168565225660887,-0.5606172526541877,-1.002180050057771,-1.289493975477519,,-1.220338317564815,1.45397135779199
2024-12-31 23:59:59.999999+00:00,-1.0460300293016678,-0.7335608173989028,-1.584324433668738,-1.7369998954295705,,-1.705874603812979,1.1365691666168702
2025-01-31 23:59:59.999999+00:00,-1.0430451042445785,-0.8851555128124046,-1.510411986224183,-1.632970950345219,,-1.7107355439456204,1.065132999227016
2025-02-28 23:59:59.999999+00:00,-0.9060093716202521,-0.5623643086147484,-1.517828929312181,-1.6480168482876953,,-1.5001710976340106,1.263211778415489
2025-03-31 23:59:59.999999+00:00,-0.2423280840302923,-0.15838716874254652,,,,-1.6378357373082295,1.452148838989018
2025-04-30 23:59:59.999999+00:00,0.46533227886579603,0.3168471121284347,,,,-0.6770706836585904,2.439543573101926
2025-05-31 23:59:59.999999+00:00,0.4638933605615797,,,,,,2.4241990592045335
2025-06-30 23:59:59.999999+00:00,1.1240773113630578,,,,,,
2025-07-31 23:59:59.999999+00:00,0.5363305481297421,,,,,,
2025-08-31 23:59:59.999999+00:00,1.0107672074840168,,,,,,
2025-09-30 23:59:59.999999+00:00,1.1132826048225462,,,,,,
2025-10-31 23:59:59.999999+00:00,0.8841717027125007,,,,,,
2025-11-30 23:59:59.999999+00:00,,,,,,,
2025-12-31 23:59:59.999999+00:00,1.2973901611363037,,,,,,
2026-01-31 23:59:59.999999+00:00,1.688677326351268,,,,,,
2026-02-28 23:59:59.999999+00:00,1.5813486108514105,,,,,,
2026-03-31 23:59:59.999999+00:00,1.1175656880351323,,,,,,
2026-04-30 23:59:59.999999+00:00,1.3223406843897265,,,,,,
2026-05-31 23:59:59.999999+00:00,1.1510232402337166,,,,,,
2026-06-30 23:59:59.999999+00:00,0.8409558232966904,,,,,,
2026-07-31 23:59:59.999999+00:00,0.9963872591224913,,,,,,
2026-08-31 23:59:59.999999+00:00,1.1593080104165774,,,,,,
2026-09-30 23:59:59.999999+00:00,,,,,,,
