start,end,n_months,mean_mo,pct_pos,top3,tstat_ols,tstat_nw,ann_sharpe,strategy,window,role,gates_pass,clears_1pct_bar
2011-09-18,2026-09-15,180,-0.0012517069663206433,0.4444444444444444,0.12649317310676364,-2.034332151770837,-1.7675163899992163,-0.47717542237695226,high_ival_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0002992901487687978,0.6363636363636364,0.7215520094657908,0.17732759429139489,0.20103398573022027,-0.38106328254326277,high_ival_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0010295090081543603,0.6363636363636364,0.6498171845659004,0.580933817554031,0.658464246635203,0.41513834313803266,high_ival_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,-0.00023311305193213228,0.625,0.860432326048131,-0.13928754236658863,-0.1704440191466329,-0.444836757110941,high_ival_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0002841918127721536,0.6666666666666666,0.7059650501792596,0.21149848099449087,0.26405732155975775,0.29750069173342514,high_ival_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,0.0007335916314491215,0.5333333333333333,0.15316860317611602,1.1867781284978796,1.0648622772317542,0.2830915225997231,low_ival_xs,full_sample,eval,True,False
2024-01-01,2024-12-31,11,-0.0008275910357177532,0.2727272727272727,1.0,-0.4930275383339145,-0.5421921637340343,0.15332724566462405,low_ival_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,-0.0015231365008854852,0.36363636363636365,0.9088859583049247,-0.8554898047592925,-0.9126933373784382,-0.6504471674581898,low_ival_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,-0.00034367338557782234,0.375,1.0,-0.20500992756194594,-0.26061374582529306,0.11757791886746062,low_ival_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,-0.0008518134866691748,0.3333333333333333,0.8652034648881605,-0.6347683526885146,-0.7653148248804473,-0.5989678152086996,low_ival_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.0008371767072837266,0.42777777777777776,0.10776443265041173,-1.549948541128872,-1.433618905341559,-0.32846553034973786,high_ival_z_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0011622073724228258,0.45454545454545453,0.7906627632049603,0.6363186869750208,0.6981355098601797,-0.012205966298030132,high_ival_z_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0010404103234236128,0.6363636363636364,0.6661719080880861,0.7378381674548655,0.7190841716838934,0.4478584148393521,high_ival_z_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.00043085127286264513,0.5,0.9568666630952165,0.3031297069566108,0.6690304379406395,0.39286602329960907,high_ival_z_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0009559539953009529,0.6666666666666666,0.6214771772376241,0.9708478309112969,1.3447734680820478,0.6852244138074591,high_ival_z_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.0009502990500926765,0.43333333333333335,0.13287121049628678,-1.6176625294301112,-1.51263425545862,-0.37605269283064086,ival_chg_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,-0.001315140475252244,0.2727272727272727,1.0,-0.7729291258112588,-0.79121092676705,-0.9070034677606469,ival_chg_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0018248341469602393,0.6363636363636364,0.7410968745300437,1.1494562340139884,1.3117194771149279,0.556359728170318,ival_chg_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,-0.0005521200438560747,0.5,0.8940723761528242,-0.45155262234868737,-0.45695096812953717,-0.48702032443459037,ival_chg_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,-0.0001726877016519542,0.5,0.7372701114520709,-0.16560448625781593,-0.1951660538753084,0.1514298067586479,ival_chg_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,0.0001512685414077613,0.09444444444444444,0.49685704244121565,0.615157103699089,0.5665292950789056,0.14509633859282803,us_ival_stress_fx,full_sample,eval,True,False
2024-01-01,2024-12-31,11,0.0,0.0,,,0.0,,us_ival_stress_fx,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0008142000716659432,0.36363636363636365,0.97103505272177,0.5958803708283229,0.7353918553227554,0.5748678387688984,us_ival_stress_fx,year_2025,eval,True,False
2026-01-01,2026-12-31,8,-0.000263602917510361,0.0,,-1.3900800099023674,-1.0787829702768432,-0.4273663943797645,us_ival_stress_fx,year_2026,eval,True,False
2025-09-15,2026-09-15,12,-0.0005184047451589532,0.08333333333333333,1.0,-0.561261508385297,-0.7116486461008565,-0.5080244944246072,us_ival_stress_fx,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.0001815762191503719,0.10555555555555556,0.4988021957376422,-0.7410040141109938,-0.6819995876474576,-0.1721298532515815,us_ival_haven_usd,full_sample,eval,True,False
2024-01-01,2024-12-31,11,0.0,0.0,,,0.0,,us_ival_haven_usd,year_2024,eval,True,False
2025-01-01,2025-12-31,11,-0.0009118368908237675,0.2727272727272727,1.0,-0.6640532802050959,-0.8156134415200358,-0.640712687739476,us_ival_haven_usd,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0002180524287483665,0.25,1.0,1.3136819603716983,1.0676177730183907,0.36429553421304167,us_ival_haven_usd,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.00044100757753634534,0.4166666666666667,0.8993341057501186,0.47843803052809597,0.612206265533392,0.43526387115986614,us_ival_haven_usd,holdout_365d,confirm_only,True,False
