time,curve_lt_xs
2022-05-31 00:00:00+00:00,-0.003152869185688578
2022-06-30 00:00:00+00:00,-0.008282068729428604
2022-07-31 00:00:00+00:00,-0.00048193409523245023
2022-08-31 00:00:00+00:00,0.0062486014235070275
2022-09-30 00:00:00+00:00,-0.018564334563057172
2022-10-31 00:00:00+00:00,0.010195747625784346
2022-11-30 00:00:00+00:00,0.0016721486699176058
2022-12-31 00:00:00+00:00,-0.00942285759865491
2023-01-31 00:00:00+00:00,0.008072132233974738
2023-02-28 00:00:00+00:00,-0.009932958306623885
2023-03-31 00:00:00+00:00,-0.008014286761552691
2023-04-30 00:00:00+00:00,-0.006677985688056887
2023-05-31 00:00:00+00:00,-0.0005750884093217445
2023-06-30 00:00:00+00:00,0.013454757211669888
2023-07-31 00:00:00+00:00,-0.0017269942085434975
2023-08-31 00:00:00+00:00,-0.0035520752077969897
2023-09-30 00:00:00+00:00,0.005530076982778631
2023-10-31 00:00:00+00:00,-0.009701322096021259
2023-11-30 00:00:00+00:00,0.012692304567662127
2023-12-31 00:00:00+00:00,-0.010174130307408769
2024-01-31 00:00:00+00:00,-0.0008171240353177511
2024-02-29 00:00:00+00:00,0.0053604180450836925
2024-03-31 00:00:00+00:00,0.004874526262387935
2024-04-30 00:00:00+00:00,0.008745035839361703
2024-05-31 00:00:00+00:00,0.010324449572974181
2024-06-30 00:00:00+00:00,0.0064614225378665235
2024-07-31 00:00:00+00:00,-0.034274672245597104
2024-08-31 00:00:00+00:00,0.005154999011927064
2024-09-30 00:00:00+00:00,0.005427940543386578
2024-10-31 00:00:00+00:00,-0.005545560947317729
2024-11-30 00:00:00+00:00,-0.0040135002498840056
2024-12-31 00:00:00+00:00,-0.006815476622929473
2025-01-31 00:00:00+00:00,-0.00312551917759174
2025-02-28 00:00:00+00:00,-0.008674220684236955
2025-03-31 00:00:00+00:00,0.0031044031818971973
2025-04-30 00:00:00+00:00,-0.008538382864143546
2025-05-31 00:00:00+00:00,0.005527050009477508
2025-06-30 00:00:00+00:00,0.00018392653945564774
2025-07-31 00:00:00+00:00,0.0004680692825160815
2025-08-31 00:00:00+00:00,-0.004207508065297794
2025-09-30 00:00:00+00:00,-0.005035529496143831
2025-10-31 00:00:00+00:00,0.004102520033394175
2025-11-30 00:00:00+00:00,0.005867227721686019
2025-12-31 00:00:00+00:00,0.006240392445945542
2026-01-31 00:00:00+00:00,0.00524508416962699
2026-02-28 00:00:00+00:00,0.0036673633534456407
2026-03-31 00:00:00+00:00,-0.004219199553502362
2026-04-30 00:00:00+00:00,0.00912566261617842
2026-05-31 00:00:00+00:00,0.006518898979939625
2026-06-30 00:00:00+00:00,-0.0017475853781255823
2026-07-31 00:00:00+00:00,0.0034570761228194247
2026-08-31 00:00:00+00:00,0.007107647217512669
2026-09-30 00:00:00+00:00,-0.006986019038155766
