,USD,EUR,GBP,JPY,CAD,AUD,CHF
1947-03-01 00:00:00+00:00,22.501868079614162,,,,,,
1947-04-01 00:00:00+00:00,22.501868079614162,,,,,,
1947-05-01 00:00:00+00:00,22.501868079614162,,,,,,
1947-06-01 00:00:00+00:00,23.07890333376237,,,,,,
1947-07-01 00:00:00+00:00,23.07890333376237,,,,,,
1947-08-01 00:00:00+00:00,23.07890333376237,,,,,,
1947-09-01 00:00:00+00:00,23.610474531732216,,,,,,
1947-10-01 00:00:00+00:00,23.610474531732216,,,,,,
1947-11-01 00:00:00+00:00,23.610474531732216,,,,,,
1947-12-01 00:00:00+00:00,24.089310114254147,,,,,,
1948-01-01 00:00:00+00:00,24.089310114254147,,,,,,
1948-02-01 00:00:00+00:00,24.089310114254147,,,,,,
1948-03-01 00:00:00+00:00,24.526575539967265,,,,,,
1948-04-01 00:00:00+00:00,24.526575539967265,,,,,,
1948-05-01 00:00:00+00:00,24.526575539967265,,,,,,
1948-06-01 00:00:00+00:00,22.95806316670155,,,,,,
1948-07-01 00:00:00+00:00,22.95806316670155,,,,,,
1948-08-01 00:00:00+00:00,22.95806316670155,,,,,,
1948-09-01 00:00:00+00:00,21.48366045384882,,,,,,
1948-10-01 00:00:00+00:00,21.48366045384882,,,,,,
1948-11-01 00:00:00+00:00,21.48366045384882,,,,,,
1948-12-01 00:00:00+00:00,20.150879741349016,,,,,,
1949-01-01 00:00:00+00:00,20.150879741349016,,,,,,
1949-02-01 00:00:00+00:00,20.150879741349016,,,,,,
1949-03-01 00:00:00+00:00,18.94774341504688,,,,,,
1949-04-01 00:00:00+00:00,18.94774341504688,,,,,,
1949-05-01 00:00:00+00:00,18.94774341504688,,,,,,
1949-06-01 00:00:00+00:00,17.71247528120947,,,,,,
1949-07-01 00:00:00+00:00,17.71247528120947,,,,,,
1949-08-01 00:00:00+00:00,17.71247528120947,,,,,,
1949-09-01 00:00:00+00:00,16.626309899277647,,,,,,
1949-10-01 00:00:00+00:00,16.626309899277647,,,,,,
1949-11-01 00:00:00+00:00,16.626309899277647,,,,,,
1949-12-01 00:00:00+00:00,15.618906481553708,,,,,,
1950-01-01 00:00:00+00:00,15.618906481553708,,,,,,
1950-02-01 00:00:00+00:00,15.618906481553708,,,,,,
1950-03-01 00:00:00+00:00,14.694045635774856,,,,,,
1950-04-01 00:00:00+00:00,14.694045635774856,,,,,,
1950-05-01 00:00:00+00:00,14.694045635774856,,,,,,
1950-06-01 00:00:00+00:00,16.728987156559903,,,,,,
1950-07-01 00:00:00+00:00,16.728987156559903,,,,,,
1950-08-01 00:00:00+00:00,16.728987156559903,,,,,,
1950-09-01 00:00:00+00:00,18.64575336729708,,,,,,
1950-10-01 00:00:00+00:00,18.64575336729708,,,,,,
1950-11-01 00:00:00+00:00,18.64575336729708,,,,,,
1950-12-01 00:00:00+00:00,20.45738185988466,,,,,,
1951-01-01 00:00:00+00:00,20.45738185988466,,,,,,
1951-02-01 00:00:00+00:00,20.45738185988466,,,,,,
1951-03-01 00:00:00+00:00,22.1500497772265,,,,,,
1951-04-01 00:00:00+00:00,22.1500497772265,,,,,,
1951-05-01 00:00:00+00:00,22.1500497772265,,,,,,
1951-06-01 00:00:00+00:00,19.10554008047043,,,,,,
1951-07-01 00:00:00+00:00,19.10554008047043,,,,,,
1951-08-01 00:00:00+00:00,19.10554008047043,,,,,,
1951-09-01 00:00:00+00:00,16.334573474699642,,,,,,
1951-10-01 00:00:00+00:00,16.334573474699642,,,,,,
1951-11-01 00:00:00+00:00,16.334573474699642,,,,,,
1951-12-01 00:00:00+00:00,13.797883064516103,,,,,,
1952-01-01 00:00:00+00:00,13.797883064516103,,,,,,
1952-02-01 00:00:00+00:00,13.797883064516103,,,,,,
1952-03-01 00:00:00+00:00,11.493085710468298,,,,,,
1952-04-01 00:00:00+00:00,11.493085710468298,,,,,,
1952-05-01 00:00:00+00:00,11.493085710468298,,,,,,
