time,low_gfcf_xs
2011-10-31 00:00:00+00:00,-0.012651118769360203
2011-11-30 00:00:00+00:00,0.016309586693993072
2011-12-31 00:00:00+00:00,0.0031826623582693614
2012-01-31 00:00:00+00:00,-0.009745988172053632
2012-02-29 00:00:00+00:00,-0.008052597474555223
2012-03-31 00:00:00+00:00,0.01315523414703934
2012-04-30 00:00:00+00:00,0.0038108109846799465
2012-05-31 00:00:00+00:00,0.003915374005514227
2012-06-30 00:00:00+00:00,-0.018949796866370217
2012-07-31 00:00:00+00:00,-0.024023426246667867
2012-08-31 00:00:00+00:00,0.01720997895270604
2012-09-30 00:00:00+00:00,-1.2187844151911875e-05
2012-10-31 00:00:00+00:00,0.0035810306346100163
2012-11-30 00:00:00+00:00,-0.002082469413884014
2012-12-31 00:00:00+00:00,0.0068629792872783035
2013-01-31 00:00:00+00:00,-0.004106810860467602
2013-02-28 00:00:00+00:00,-0.010474839986969853
2013-03-31 00:00:00+00:00,-0.01444950438594328
2013-04-30 00:00:00+00:00,0.002229985651965194
2013-05-31 00:00:00+00:00,0.029600979132466287
2013-06-30 00:00:00+00:00,0.015338982716400107
2013-07-31 00:00:00+00:00,-0.007116462273531576
2013-08-31 00:00:00+00:00,0.01112640950295285
2013-09-30 00:00:00+00:00,-0.011571707566775391
2013-10-31 00:00:00+00:00,0.011424422174443505
2013-11-30 00:00:00+00:00,-0.013195292875853526
2013-12-31 00:00:00+00:00,-0.00626172346243703
2014-01-31 00:00:00+00:00,-0.006837023979215262
2014-02-28 00:00:00+00:00,-0.001313733818596341
2014-03-31 00:00:00+00:00,-0.0014461959129470348
2014-04-30 00:00:00+00:00,0.003456879004684943
2014-05-31 00:00:00+00:00,-0.0009496704826975622
2014-06-30 00:00:00+00:00,-2.581625295317025e-05
2014-07-31 00:00:00+00:00,-0.0014211069573746293
2014-08-31 00:00:00+00:00,0.005852887324305556
2014-09-30 00:00:00+00:00,-0.0011151634336293847
2014-10-31 00:00:00+00:00,0.004711506522726561
2014-11-30 00:00:00+00:00,-0.008133131614376565
2014-12-31 00:00:00+00:00,-0.009665535058553942
2015-01-31 00:00:00+00:00,0.013600904040132145
2015-02-28 00:00:00+00:00,-0.013468109298916842
2015-03-31 00:00:00+00:00,0.006392559541626319
2015-04-30 00:00:00+00:00,-0.0047937859798308224
2015-05-31 00:00:00+00:00,0.009886359255983468
2015-06-30 00:00:00+00:00,0.00718008268697834
2015-07-31 00:00:00+00:00,-0.015762498014969095
2015-08-31 00:00:00+00:00,0.004418531033619555
2015-09-30 00:00:00+00:00,-0.004416968514062591
2015-10-31 00:00:00+00:00,-0.00973442365671251
2015-11-30 00:00:00+00:00,0.010743204129715966
2015-12-31 00:00:00+00:00,-0.01404093213139479
2016-01-31 00:00:00+00:00,0.011495591794611126
2016-02-29 00:00:00+00:00,0.014559489261762426
2016-03-31 00:00:00+00:00,0.019303828612436735
2016-04-30 00:00:00+00:00,0.0030835271095064343
2016-05-31 00:00:00+00:00,-0.02123596114834525
2016-06-30 00:00:00+00:00,0.009144302007195293
2016-07-31 00:00:00+00:00,-0.00043977253648330716
2016-08-31 00:00:00+00:00,0.0005703849841127706
2016-09-30 00:00:00+00:00,0.008082298229435958
2016-10-31 00:00:00+00:00,0.011747605845964681
2016-11-30 00:00:00+00:00,-0.009026346807932684
2016-12-31 00:00:00+00:00,-0.003138903445718433
2017-01-31 00:00:00+00:00,0.010535058225954685
2017-02-28 00:00:00+00:00,0.0060478516242152836
2017-03-31 00:00:00+00:00,-0.005510860118745575
2017-04-30 00:00:00+00:00,-0.021798136351256825
2017-05-31 00:00:00+00:00,-0.004657035940890952
2017-06-30 00:00:00+00:00,0.012000706481208434
